"id","name","slug","type","category","area","description","detailedDescription","customHtml","image1","image1Desc","image1FileId","image2","image2Desc","image2FileId","image3","image3Desc","image3FileId","website","phone","address","authorName","publishedDate","modifiedDate","directionsLink","amenities","featured","googleMapsUrl"
"249","Wintergreen Vistas","wintergreen-vistas","Whole House Rentals","stay","Roseland","Wintergreen Vistas comprises two ridge-line condos—one two-bedroom, one three-bedroom—each with full kitchens, decks, and standout Blue Ridge views.","","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-vistas-image1_eY_qdT5Qf","Buildings nestled in lush green hills with distant mountain view.","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-vistas-image2_mWjjYi8o7","Cozy living room with brown sofa, stone fireplace, and open kitchen area.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"250","Clonmel Acres","clonmel-acres","Cabins & Cottages","stay","Afton","Clonmel Acres is a 30-acre historic farmhouse with five bedrooms, private pond, hot tub, and sweeping mountain views minutes from Nelson 151.","","","https://ik.imagekit.io/OE/nelson-county/listings/clonmel-acres-image1_jGAgaj2cN","Two-story white house with green shutters and neat garden in sunlight.","","https://ik.imagekit.io/OE/nelson-county/listings/clonmel-acres-image2_Ca4p35kQ5","Wooden staircase beside living room with fireplace, TV, and armchair.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Scenic Views; Cabins; Lodging; Farm","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"251","Cabin at Clonmel","cabin-at-clonmel","Cabins & Cottages","stay","Afton","Cabin at Clonmel is a restored 1700s log cabin available for 31+ day stays with loft bedroom, modern comforts, and mountain views on the Clonmel estate.","","","https://ik.imagekit.io/OE/nelson-county/listings/cabin-at-clonmel-image1_xyO4Zu1Ot","Log cabin with metal roof, surrounded by trees and gravel path.","","https://ik.imagekit.io/OE/nelson-county/listings/cabin-at-clonmel-image2_LOG93baRB","Rustic living room with exposed beams, wooden door, and patterned armchair.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"252","Sleepy Hollow Retreat Enjoy Your Stay","sleepy-hollow-retreat-enjoy-your-stay","Whole House Rentals","stay","Roseland","Sleepy Hollow Retreat is an 1800s farmhouse along Nelson 151 with covered porch, large yard, and two-bedroom layout close to trails, rivers, and wineries.","","","https://ik.imagekit.io/OE/nelson-county/listings/sleepy-hollow-retreat-enjoy-your-stay-image1_8mU5M7k8W","House entrance with white columns, surrounded by blooming red flowers and green bushes.","","https://ik.imagekit.io/OE/nelson-county/listings/sleepy-hollow-retreat-enjoy-your-stay-image2_UEKG4vFSjT","Cozy bedroom with twin beds, fireplace, floral chairs, and braided rug.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","Outdoor Seating; Wi-Fi; Pet Friendly; Cabins; Lodging; Biking; Hiking; Farm; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967"
"253","Eagles Court Ski In/Ski Out Condo","eagles-court-ski-in-ski-out-condo","Vacation Rentals","stay","Wintergreen Resort","Eagles Court Ski In/Ski Out Condo sits directly on Eagle's Swoop with designated parking, renovated kitchen, ski closet, and dog-friendly policy.","","","https://ik.imagekit.io/OE/nelson-county/listings/eagles-court-ski-in-ski-out-condo-image1_IK6m9Pd6O","Covered patio with blue-cushioned chairs overlooking a forest and distant hills.","","https://ik.imagekit.io/OE/nelson-county/listings/eagles-court-ski-in-ski-out-condo-image2_kwfGDMJtE","Gray sectional sofa in living room with large window and patterned rug.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Skiing; Parking; Pet Friendly; Full Kitchen","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"254","Wren House","wren-house","Cabins & Cottages","stay","Afton","Wren House is a five-bedroom country home on nearly five acres with hot tub, fire pit, remodeled kitchen, and sweeping pasture and sunset views.","","","https://ik.imagekit.io/OE/nelson-county/listings/wren-house-image1_mfElcPQPJ","Wooden deck house with star, surrounded by trees and grassy yard.","","https://ik.imagekit.io/OE/nelson-county/listings/wren-house-image2_8C5DMqnZS","Bedroom with teal walls, large windows, bed, bedside tables, and red rug.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Outdoor Seating; Pet Friendly; Full Kitchen; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"255","WildManDan B&B (Beer centric)","wildmandan-bb-beer-centric","Bed and Breakfast","stay","Afton","WildManDan B&B is an 1870 farmhouse on the WildManDan Brewery property sleeping twelve with wraparound porch, gazebo, fire pit swings, and optional beer classes.","","","https://ik.imagekit.io/OE/nelson-county/listings/wildmandan-b-b-beer-centric--image1_JoNLwgtDjW","Brick house with white porch amidst lush greenery and blooming flowers.","","https://ik.imagekit.io/OE/nelson-county/listings/wildmandan-b-b-beer-centric--image2_HP9XWfGqVo","White shampoo bottles, labeled 'WildManDan,' next to beer glass and soap.","","","","","","(540) 649-2233","279 Avon Road, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=279%20Avon%20Road%2C%20Afton%2C%20VA%2022920","Beer; Outdoor Seating; Breakfast; Lodging; Farm; Tastings","false","https://www.google.com/maps/dir/?api=1&destination=279%20Avon%20Road%2C%20Afton%2C%20VA%2022920"
"256","Fenton Inn","fenton-inn","Bed and Breakfast","stay","Roseland","Fenton Inn is a handcrafted European-style village inn with artisan architecture, bakery breakfast buffet, and direct access to Blue Ridge Parkway adventures.","","","https://ik.imagekit.io/OE/nelson-county/listings/fenton-inn-image1_QKOLmh9ddN","Colorful European-style buildings with lit windows, cobblestone path, and trees.","","https://ik.imagekit.io/OE/nelson-county/listings/fenton-inn-image2_Gihyn3fDA","Spacious living room with wooden beams, fireplace, sofas, and chandelier.","","","","","","(434) 361-3539","29 Shelton Laurel Trail, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=29%20Shelton%20Laurel%20Trail%2C%20Nellysford%2C%20VA%2022958","Lodging; Breakfast; Bakery; Scenic Views","false","https://www.google.com/maps/dir/?api=1&destination=29%20Shelton%20Laurel%20Trail%2C%20Nellysford%2C%20VA%2022958"
"257","Marley's Cabin","marleys-cabin","Cabins & Cottages","stay","Wintergreen Resort","Marley's Cabin is a renovated Wintergreen mountain home with 180-degree sunrise views, designer interiors, and expansive decks for year-round relaxation.","","","https://ik.imagekit.io/OE/nelson-county/listings/marley-s-cabin-image1_WNjFUweoL","Wooden porch with stone pillars, leading to brown door, under clear sky.","","https://ik.imagekit.io/OE/nelson-county/listings/marley-s-cabin-image2_gNrnT-xGf","Mountain view from bright room with large windows and outdoor deck chairs.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"258","Cozy & Clean Wintergreen Condo (Tanners Ridge)","cozy-clean-wintergreen-condo-tanners-ridge","Vacation Rentals","stay","Roseland","Cozy & Clean Wintergreen Condo features a new king bed, plush linens, fireplace, smart TVs, and dog-friendly patio one mile from the resort core.","","","https://ik.imagekit.io/OE/nelson-county/listings/cozy-clean-wintergreen-condo-tanners-ridge--image1_ueMPwPu27","Gray patio with glass doors, table, chairs, and a small grassy area.","","https://ik.imagekit.io/OE/nelson-county/listings/cozy-clean-wintergreen-condo-tanners-ridge--image2_y1P7Ednde","Cozy living room with gray sofa, fireplace, ski decor, and wall-mounted snowshoes.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Pet Friendly; Outdoor Seating","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"259","Remodeled 3BR/2BA Ski Chalet off Tyro Slope","remodeled-3br-2ba-ski-chalet-off-tyro-slope","Whole House Rentals","stay","Wintergreen Resort","Remodeled 3BR/2BA Ski Chalet off Tyro Slope offers ski-in/out access, gourmet kitchen, heated bathroom floors, wraparound deck, and parking for three.","","","https://ik.imagekit.io/OE/nelson-county/listings/remodeled-3br-2ba-ski-chalet-off-tyro-slope-image1_LCLwq3hm9","Snow-covered houses and trees under clear blue sky seen from wooden balcony.","","https://ik.imagekit.io/OE/nelson-county/listings/remodeled-3br-2ba-ski-chalet-off-tyro-slope-image2_QCtdVvK3L","Blue sectional sofa with patterned cushions in a cozy living room.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Skiing; Outdoor Seating; Scenic Views; Full Kitchen; Pet Friendly; Parking; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"260","Three Springs Myndus","three-springs-myndus","Cabins & Cottages","stay","Lovingston","Three Springs Myndus is a three-bedroom mountain home on a 100-acre property with high-speed internet, whirlpool tub, wildlife viewing, and EV charging along the Nelson craft beverage trail.","","","https://ik.imagekit.io/OE/nelson-county/listings/three-springs-myndus-image1_iRtwAxful","House with gray siding, surrounded by trees, gravel driveway, and green hills.","","https://ik.imagekit.io/OE/nelson-county/listings/three-springs-myndus-image2_L3FPHzVZW","Cozy living room with sofas, fireplace, TV, and round coffee table.","","","","","","","Arrington, VA 22922","josh","","","https://www.google.com/maps/dir/?api=1&destination=Arrington%2C%20VA%2022922","Outdoor Seating; Parking; EV Charging; Breakfast; Cabins; Lodging; Biking; Hiking; Swimming Pool","false","https://www.google.com/maps/dir/?api=1&destination=Arrington%2C%20VA%2022922"
"261","Lovingston Get-Away","lovingston-get-away","Cabins & Cottages","stay","Lovingston","Lovingston Get-Away is a two-bedroom historic-district home with full kitchen and cozy living room just off Front Street, letting guests walk to shops, dining, and a self-guided village tour while staying central to wineries, Wintergreen adventures, and Blue Ridge landmarks.","","","https://ik.imagekit.io/OE/nelson-county/listings/lovingston-get-away-image1_S53B0Y9fZ","Red umbrella on wooden deck, surrounded by leafy green trees, sunny day.","","https://ik.imagekit.io/OE/nelson-county/listings/lovingston-get-away-image2_j5M7fMRLj","Blue couch with striped pillows, brown chair, lamp, and potted plant nearby.","","","","","","","Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949","Tours; Full Kitchen; Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949"
"262","Rock-n-Creek Cabin","rock-n-creek-cabin","Cabins & Cottages","stay","Montebello","Rock-n-Creek Cabin is a spacious log lodge atop Whetstone Ridge with multiple porches, stone fire pit, three bedrooms plus loft, and scenic river branches on-site.","","","https://ik.imagekit.io/OE/nelson-county/listings/rock-n-creek-cabin-image1_wg6J4o7KB","Wooden cabin porch with blue chairs, small plants, and log pile.","","https://ik.imagekit.io/OE/nelson-county/listings/rock-n-creek-cabin-image2_Kf2NxFyXJ","Cozy living room with floral chair, armchair, and patterned rug.","","","","","","(434) 299-6143","2307 Whetstone Ridge Road, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=2307%20Whetstone%20Ridge%20Road%2C%20Roseland%2C%20VA%2022967","Cabins; Scenic Views; Breakfast; Pet Friendly; Lodging; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=2307%20Whetstone%20Ridge%20Road%2C%20Roseland%2C%20VA%2022967"
"263","The Branch at Afton Mountain Retreat","the-branch-at-afton-mountain-retreat","Whole House Rentals","stay","Afton","The Branch at Afton Mountain Retreat is a remodeled three-bedroom home with screened porch fireplace, pet-friendly policy for hypoallergenic dogs, and location across from Veritas.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-branch-at-afton-mountain-retreat-image1_2evspjhBj","White house with porch, brown roof, green lawn, beside trees under clear sky.","","https://ik.imagekit.io/OE/nelson-county/listings/the-branch-at-afton-mountain-retreat-image2_rEDPzVQfA","Modern living room with gray sofas, round wooden table, and patterned rug.","","","","","","","1220 Fox Ridge Lane, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=1220%20Fox%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920","Wine; Outdoor Seating; Pet Friendly; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=1220%20Fox%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920"
"264","The Bungalow at Afton Mountain Retreat","the-bungalow-at-afton-mountain-retreat","Whole House Rentals","stay","Afton","The Bungalow at Afton Mountain Retreat is a renovated 1930s Sears Roebuck home with open concept living, marble bath, kid playroom, and mountain views over Veritas.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-bungalow-at-afton-mountain-retreat-image1_KbFZ0ogMN","House with blue siding, front porch, grassy yard, and surrounding trees.","","https://ik.imagekit.io/OE/nelson-county/listings/the-bungalow-at-afton-mountain-retreat-image2_Cx7Zyne7u","Modern kitchen with island, pendant lights, and dining area in natural light.","","","","","","","1230 Fox Ridge Lane, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=1230%20Fox%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920","Wine; Scenic Views; Full Kitchen; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=1230%20Fox%20Ridge%20Lane%2C%20Afton%2C%20VA%2022920"
"265","Avon Hill","avon-hill","Whole House Rentals","stay","Howardsville","Avon Hill is a 100-acre Rockfish River estate with multiple lodging buildings, boxwood gardens, pool, and Bruce's Barn event venue for weddings and retreats.","","","https://ik.imagekit.io/OE/nelson-county/listings/avon-hill-image1_rNbvnZUhM","White house with brick chimney, black roof, garden, and blue sky backdrop.","","https://ik.imagekit.io/OE/nelson-county/listings/avon-hill-image2_Evb2hT3rc","Living room with black sofas, brick fireplace, and dining area in background.","","","","","","(434) 361-2519","289 Avon Road, Howardsville, VA 24562","josh","","","https://www.google.com/maps/dir/?api=1&destination=289%20Avon%20Road%2C%20Howardsville%2C%20VA%2024562","Lodging; Pool; Events; Pet Friendly; Cabins; Water Sports; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=289%20Avon%20Road%2C%20Howardsville%2C%20VA%2024562"
"266","A Nellysford Nest","a-nellysford-nest","Cabins & Cottages","stay","Nellysford","A Nellysford Nest is a four-bedroom eco-village home with new furnishings, two living rooms, screened patio, sunroom, game garage, and proximity to Bold Rock and Devils Backbone.","","","https://ik.imagekit.io/OE/nelson-county/listings/a-nellysford-nest-image1_YuP0qNW9W","Blue house surrounded by forest, with gravel path and garden.","","https://ik.imagekit.io/OE/nelson-county/listings/a-nellysford-nest-image2_DsD58414v","Spacious living room with leather sectional, wooden floor, and large wall-mounted TV.","","","","","","","Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958","Outdoor Seating; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958"
"267","Love Ridge Mountain Lodging","love-ridge-mountain-lodging","Cabins & Cottages","stay","Lyndhurst","Love Ridge Mountain Lodging offers mountain cabins and wooded campsites at 2,800 feet with birding trails, hot tub, game shed, and Blue Ridge Parkway access.","","","https://ik.imagekit.io/OE/nelson-county/listings/love-ridge-mountain-lodging-image1_aUavRAzUY","Two illuminated cabins on stilts surrounded by trees in twilight.","","https://ik.imagekit.io/OE/nelson-county/listings/love-ridge-mountain-lodging-image2_iYHKvRRV9","Cozy living room with brown leather couch, wooden furniture, and kitchen area.","","https://ik.imagekit.io/OE/nelson-county/listings/love-ridge-mountain-lodging-image3_fVzOXzzh8","Spacious living room with sunlight, large windows, and cozy beige sectional sofa.","","","(434) 299-5228","31 Woodridge Trail, Lyndhurst, VA 22952","josh","","","https://www.google.com/maps/dir/?api=1&destination=31%20Woodridge%20Trail%2C%20Lyndhurst%2C%20VA%2022952","Scenic Views; Cabins; Pet Friendly; Lodging; Biking; Hiking","false","https://www.google.com/maps/dir/?api=1&destination=31%20Woodridge%20Trail%2C%20Lyndhurst%2C%20VA%2022952"
"268","Open Heart Inn","open-heart-inn","Cabins & Cottages","stay","Roseland","Open Heart Inn is an 1840 farmhouse on ten acres offering whole-house or suite rentals, yoga studio, decks, and nature path minutes from Route 151 attractions.","","","https://ik.imagekit.io/OE/nelson-county/listings/open-heart-inn-image1_vbafle-Vg","White farmhouse with red roof, surrounded by trees and bushes, gravel driveway.","","https://ik.imagekit.io/OE/nelson-county/listings/open-heart-inn-image2_Nw9TYm2NAw","Yellow bathroom with white vanity, mirror, flowers, leading into bedroom.","","","","","","","9731 Rockfish Valley Highway, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=9731%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920","Cabins; Lodging; Farm","false","https://www.google.com/maps/dir/?api=1&destination=9731%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920"
"269","Hillside Hideaway","hillside-hideaway","Cabins & Cottages","stay","Wintergreen Resort","Hillside Hideaway is a three-bedroom Wintergreen cabin within walking distance of lifts featuring wraparound deck, fire pit, gas grill, and mountain seating areas.","","","https://ik.imagekit.io/OE/nelson-county/listings/hillside-hideaway-image1_FLMr9ko8O","Wooden cabin with wrap-around deck, nestled amid tall green trees.","","https://ik.imagekit.io/OE/nelson-county/listings/hillside-hideaway-image2__cvRZ2F-5","Modern living room with spiral staircase, large windows, and wooden beams.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Outdoor Seating; Fuel; Lodging; Skiing; Cabins; Pet Friendly","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"270","Saddleback Sanctuary","saddleback-sanctuary","Cabins & Cottages","stay","Afton","Saddleback Sanctuary is an architect-designed luxury home overlooking Veritas with indoor pool, three en-suite primary bedrooms, and panoramic Blue Ridge views.","","","https://ik.imagekit.io/OE/nelson-county/listings/saddleback-sanctuary-image1_SmI98BWB5","Modern white house with black roofs, surrounded by trees and vineyard fields.","","https://ik.imagekit.io/OE/nelson-county/listings/saddleback-sanctuary-image2_O8Hp1u6xe","Bright living room with white sofas, skylights, large windows, and scenic views.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Pool; Lodging; Wine; Scenic Views; Cabins","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"271","Eventide Farm","eventidefarm","Farms & Orchards","experience","Afton","Eventide Farm operates a farm stand in Afton offering seasonal flowers, produce, baked goods, eggs, herbs, soaps, and candles.","","
<style>
.listing-accordions {
    margin: 1.5rem 0;
}
.accordion-item {
    border: 1px solid #e0e0e0;
    border-radius: 4px;
    margin-bottom: 0.5rem;
    overflow: hidden;
}
.accordion-header {
    width: 100%;
    padding: 1rem 1.5rem;
    background: #f8f9fa;
    border: none;
    text-align: left;
    font-size: 1.1rem;
    font-weight: 600;
    cursor: pointer;
    display: flex;
    justify-content: space-between;
    align-items: center;
    transition: background-color 0.2s;
}
.accordion-header:hover {
    background: #e9ecef;
}
.accordion-header[aria-expanded=""true""] .accordion-icon {
    transform: rotate(45deg);
}
.accordion-icon {
    font-size: 1.5rem;
    transition: transform 0.2s;
    color: #666;
}
.accordion-content {
    padding: 0;
}
.accordion-body {
    padding: 1.5rem;
    background: #fff;
}
.accordion-body p {
    margin: 0.75rem 0;
    line-height: 1.6;
}
.accordion-body ul, .accordion-body ol {
    margin: 0.75rem 0;
    padding-left: 1.5rem;
}
.accordion-body a {
    color: #0066cc;
    text-decoration: underline;
}
.accordion-body a:hover {
    color: #004499;
}
</style>
<script>
document.addEventListener('DOMContentLoaded', function() {
    document.querySelectorAll('.accordion-header').forEach(button => {
        button.addEventListener('click', function() {
            const isExpanded = this.getAttribute('aria-expanded') === 'true';
            const content = document.getElementById(this.getAttribute('aria-controls'));
            
            this.setAttribute('aria-expanded', !isExpanded);
            content.hidden = isExpanded;
        });
    });
});
</script>
    <div class=""listing-accordions"">

    <div class=""accordion-item"">
        <button class=""accordion-header"" type=""button"" aria-expanded=""false"" aria-controls=""accordion-1"">
            Contact
            <span class=""accordion-icon"">+</span>
        </button>
        <div class=""accordion-content"" id=""accordion-1"" hidden>
            <div class=""accordion-body"">
                <p>11254 Rockfish Valley Hwy<br/> Afton, VA 22920</p>
<p><span id=""eeb-431428-600379""></span><script type=""text/javascript"">(function() {var ml=""vfogc0dia.n4mlret%"",mi=""?0?:@76?18><08A;53<87=942<"",o="""";for(var j=0,l=mi.length;j<l;j++) {o+=ml.charAt(mi.charCodeAt(j)-48);}document.getElementById(""eeb-431428-600379"").innerHTML = decodeURIComponent(o);}());</script><noscript>*protected email*</noscript></p>
            </div>
        </div>
    </div>
        
</div>","https://ik.imagekit.io/OE/nelson-county/listings/eventide-farm-image1_UJELFrlDR","Family at pumpkin stand with holiday candles under white tent.","","","","","","","","","(540) 705-3244","11254 Rockfish Valley Highway, Afton, VA 22920","WG","","","https://www.google.com/maps/dir/?api=1&destination=11254%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920","Farm; Market; Seasonal Menu; Bakery; Baked Goods; Local Ingredients","false","https://www.google.com/maps/dir/?api=1&destination=11254%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920"
"272","Nonny Cottage","nonny-cottage","Cabins & Cottages","stay","Vesuvius","Nonny Cottage is a remote two-bedroom getaway off the Blue Ridge Parkway with full kitchen, washer/dryer, grill, and fire pit for quiet mountain stays.","","","https://ik.imagekit.io/OE/nelson-county/listings/nonny-cottage-image1__YMAk87uO","Single-story house with wooden deck, surrounded by trees and lush greenery.","","https://ik.imagekit.io/OE/nelson-county/listings/nonny-cottage-image2_T1hIUertm","Cozy living room with sofa, lamp, and wooden floor leading to dining area.","","","","","","","Love, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Love%2C%20VA%2022920","Full Kitchen; Outdoor Seating; Pet Friendly; Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Love%2C%20VA%2022920"
"273","Deep Sea Pete's Creekside Farm","deep-sea-petes-creekside-farm","Farms & Orchards","experience","Roseland","Schedule a farm visit with Deep Sea Pete to see how log inoculation, shade houses, and raised beds turn oak bolts into fresh culinary mushrooms. Orders can be picked up right on Perry Lane, making it easy to take chef-ready harvests back to your Nelson County kitchen.","","
<style>
.listing-accordions {
    margin: 1.5rem 0;
}
.accordion-item {
    border: 1px solid #e0e0e0;
    border-radius: 4px;
    margin-bottom: 0.5rem;
    overflow: hidden;
}
.accordion-header {
    width: 100%;
    padding: 1rem 1.5rem;
    background: #f8f9fa;
    border: none;
    text-align: left;
    font-size: 1.1rem;
    font-weight: 600;
    cursor: pointer;
    display: flex;
    justify-content: space-between;
    align-items: center;
    transition: background-color 0.2s;
}
.accordion-header:hover {
    background: #e9ecef;
}
.accordion-header[aria-expanded=""true""] .accordion-icon {
    transform: rotate(45deg);
}
.accordion-icon {
    font-size: 1.5rem;
    transition: transform 0.2s;
    color: #666;
}
.accordion-content {
    padding: 0;
}
.accordion-body {
    padding: 1.5rem;
    background: #fff;
}
.accordion-body p {
    margin: 0.75rem 0;
    line-height: 1.6;
}
.accordion-body ul, .accordion-body ol {
    margin: 0.75rem 0;
    padding-left: 1.5rem;
}
.accordion-body a {
    color: #0066cc;
    text-decoration: underline;
}
.accordion-body a:hover {
    color: #004499;
}
</style>
<script>
document.addEventListener('DOMContentLoaded', function() {
    document.querySelectorAll('.accordion-header').forEach(button => {
        button.addEventListener('click', function() {
            const isExpanded = this.getAttribute('aria-expanded') === 'true';
            const content = document.getElementById(this.getAttribute('aria-controls'));
            
            this.setAttribute('aria-expanded', !isExpanded);
            content.hidden = isExpanded;
        });
    });
});
</script>
    <div class=""listing-accordions"">

    <div class=""accordion-item"">
        <button class=""accordion-header"" type=""button"" aria-expanded=""false"" aria-controls=""accordion-1"">
            Contact
            <span class=""accordion-icon"">+</span>
        </button>
        <div class=""accordion-content"" id=""accordion-1"" hidden>
            <div class=""accordion-body"">
                <p>1219 Perry Lane<br/> Lovingston, VA 22949</p>
<p><span id=""eeb-30879-309544""></span><script type=""text/javascript"">(function() {var ml="".rc0iael%p4okfsgmd"",mi=""A>92166<>4A6=51@8:3?@54702;@"",o="""";for(var j=0,l=mi.length;j<l;j++) {o+=ml.charAt(mi.charCodeAt(j)-48);}document.getElementById(""eeb-30879-309544"").innerHTML = decodeURIComponent(o);}());</script><noscript>*protected email*</noscript><br/> 757-560-8996</p>
            </div>
        </div>
    </div>
        
</div>","https://ik.imagekit.io/OE/nelson-county/listings/deep-sea-pete-s-creekside-farm-image1_jdX269gOR","Basket of mushrooms on wooden slats, stream in background.","","https://ik.imagekit.io/OE/nelson-county/listings/deep-sea-pete-s-creekside-farm-image2_L7RgwL-GO","Assorted mushrooms with herbs on woven basket and wooden surface.","","","","","","(757) 560-8996","1219 Perry Lane, Lovingston, VA 22949","WG","","","https://www.google.com/maps/dir/?api=1&destination=1219%20Perry%20Lane%2C%20Lovingston%2C%20VA%2022949","Farm; Local Ingredients","false","https://www.google.com/maps/dir/?api=1&destination=1219%20Perry%20Lane%2C%20Lovingston%2C%20VA%2022949"
"274","Basecamp 151","basecamp-151","Motels & Inns","stay","Afton","Basecamp 151 is a boutique motel on Route 151 with seven individual suites plus a three-bedroom house, offering memory foam beds, smart TVs, and high-speed Wi-Fi.","","","https://ik.imagekit.io/OE/nelson-county/listings/basecamp-151-image1_ikQA2XFDb","Building with gray siding, bright yellow door, and 'BASECAMP 151' sign.","","https://ik.imagekit.io/OE/nelson-county/listings/basecamp-151-image2_luooTicGU","Modern living room with dark sofa, wooden walls, and geometric rug design.","","","","","","(434) 422-0015","2904 Rockfish Valley Highway, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=2904%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","Wi-Fi; Pet Friendly; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=2904%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958"
