"id","name","slug","type","category","area","description","detailedDescription","customHtml","image1","image1Desc","image1FileId","image2","image2Desc","image2FileId","image3","image3Desc","image3FileId","website","phone","address","authorName","publishedDate","modifiedDate","directionsLink","videoLink","document1","document1Name","document2","document2Name","amenities","featured","googleMapsUrl"
"229","The Mountain House INN","the-mountain-house-inn","Whole House Rentals","stay","Montebello","The Mountain House Inn is a remodeled two-story retreat on an 18-acre sunny mountain property offering quiet escapes near Montebello and Crabtree Falls.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-mountain-house-inn-image1_14xY4wm22","White house with black shutters, front porch, surrounded by trees and bushes.","","https://ik.imagekit.io/OE/nelson-county/listings/the-mountain-house-inn-image2_sFnHTrV_p","Glass doors with outside view; plaid chair, paintings, lamp, and water bottle inside.","","","","","","","Montebello, VA 24464","josh","","","https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464","","","","","","Scenic Views; Pet Friendly; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464"
"230","Sweet Afton","sweet-afton","Cabins & Cottages","stay","Afton","Sweet Afton is a historic two-bedroom cottage on 1.55 fenced acres with 1-gig fiber internet, fire pit, and sweeping mountain views near Veritas.","","","https://ik.imagekit.io/OE/nelson-county/listings/sweet-afton-image1_m_yOnzFcR","White house with metal roof, surrounded by green trees and landscaped garden.","","https://ik.imagekit.io/OE/nelson-county/listings/sweet-afton-image2_9785_Norw","Bright living room with sofa, chairs, TV, plants, wooden floor.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Scenic Views; Pet Friendly; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"231","Three Sisters Pre-Civil War Log Cabin","three-sisters-pre-civil-war-log-cabin","Cabins & Cottages","stay","Montebello","Three Sisters Pre-Civil War Log Cabin is an 1840 two-story log home with queen loft skylight, twin beds, private sauna, and hot tub on a secluded Blue Ridge property.","","","https://ik.imagekit.io/OE/nelson-county/listings/three-sisters-pre-civil-war-log-cabin-image1_nzuSv7NvJ","Log cabin with blooming flowers and lush green surroundings in sunlight.","","https://ik.imagekit.io/OE/nelson-county/listings/three-sisters-pre-civil-war-log-cabin-image2_7KHbMqFRu","Cozy log cabin living room with rustic furniture and wood stove.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","","","","","","Cabins; Lodging; Scenic Views","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967"
"232","Nine Ridges Retreat","nine-ridges-retreat","Whole House Rentals","stay","Montebello","Nine Ridges Retreat is a six-guest mountain home on 20 acres with artisan furnishings, sweeping Three Ridges views, and close access to Crabtree Falls and the Parkway.","","","https://ik.imagekit.io/OE/nelson-county/listings/nine-ridges-retreat-image1_ARsa0BTWa","Wooden deck with wicker furniture, brick wall, and decorative metal gate.","","https://ik.imagekit.io/OE/nelson-county/listings/nine-ridges-retreat-image2_hw7Y6NpIq","Spacious living room with leather couch, telescope, large windows, and high ceiling.","","","","","","","Montebello, VA 24464","josh","","","https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464","","","","","","Outdoor Seating; Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464"
"233","Grace's Place Petite Retreats","graces-place-petite-retreats","Whole House Rentals","stay","Roseland","Grace's Place Petite Retreats offers four well-appointed tiny homes exclusively for registered guests, each with curated amenities for a boutique stay. We offer 4 well appointed tiny homes listed on Airbnb.","","","https://ik.imagekit.io/OE/nelson-county/listings/grace-s-place-petite-retreats-image1_fQcv5Afd28","Three tiny white houses on green lawn with trees and mountains.","","https://ik.imagekit.io/OE/nelson-county/listings/grace-s-place-petite-retreats-image2_3X3Me3-iY","Cozy living room with blue couch, kitchen, and wooden dining table, well-lit space.","","","","","","","Wintergreen, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%2C%20VA%2022958","","","","","","Retail; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%2C%20VA%2022958"
"234","Cottage on the Trail","cottage-on-the-trail","Cabins & Cottages","stay","Afton","Cottage on the Trail is a poolside suite on a private estate along the Rockfish River with pergola seating, fire pit, and easy Route 151 access. Wake to gorgeous Mountain views & rolling green meadows bordering the Rockfish River on our family estate.","","","https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-the-trail-image1_h7NQP2nxe","Patio with white furniture, umbrella, plants, beside red brick house, surrounded by trees.","","https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-the-trail-image2_t0vpxlZDh","Cozy living room with sofas, TV, wooden floor, and decorative plants.","","","","","","","Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958","","","","","","Outdoor Seating; Pool; Seasonal Menu; Scenic Views; Pet Friendly; Cabins; Water Sports; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958"
"235","Rockfish Farmhouse","rockfish-farmhouse","Cabins & Cottages","stay","Afton","Wineries, breweries, cideries and distilleries are within close proximity Stunning views can be enjoyed by a beautiful fire pit in back yard.","","","https://ik.imagekit.io/OE/nelson-county/listings/rockfish-farmhouse-image1_wzu_Rq50n","White two-story house with porch, surrounded by trees and green lawn.","","https://ik.imagekit.io/OE/nelson-county/listings/rockfish-farmhouse-image2_PVq4ctzq3","Spacious kitchen with wooden beams, dining table, and large windows overlooking scenery.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Scenic Views; Cabins; Lodging; Farm; Fishing; Beer","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"236","Fulton Belle Vue","fulton-belle-vue","Cabins & Cottages","stay","Afton","Lovely outdoor spaces with a screened in porch, rockers on front porch as well as a fire pit to enjoy the amazing views of the Blue Ridge Mountains.","","","https://ik.imagekit.io/OE/nelson-county/listings/fulton-belle-vue-image1_0k1CSckNN","White house with red door, black windows, front porch, and rocking chairs.","","https://ik.imagekit.io/OE/nelson-county/listings/fulton-belle-vue-image2_nV9yBSaDG","Modern kitchen with white cabinets, wood accents, stainless appliances, and central island.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Scenic Views; Outdoor Seating; Cabins; Lodging; Farm","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"237","Spindle Hill Farm","spindle-hill-farm","Bed and Breakfast","stay","Nellysford","Spindle Hill Farm features a handcrafted cedar hot tub cottage and restored 1932 schoolhouse on a 50-acre family farm with private trails and ponds. Two extraordinary homes on one 50 acre family farm.","","","https://ik.imagekit.io/OE/nelson-county/listings/spindle-hill-farm-image1_bR7IuBIDF","Red house surrounded by autumn trees and colorful leaves.","","https://ik.imagekit.io/OE/nelson-county/listings/spindle-hill-farm-image2_A3BcpVovb","Bright living room with beige sofa, colorful pillows, and large sunny windows.","","","","","","","Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958","","","","","","Breakfast; Pet Friendly; Lodging; Farm","false","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958"
"238","Beech Grove Cabins","beech-grove-cabins","Cabins & Cottages","stay","Roseland","Beech Grove Cabins offers four two-bedroom log cabins with full kitchens, gas fireplaces, Adirondack porches, and communal fire pit near Wintergreen. Four (4) two-bedroom/one-bathroom cabins with a full kitchen, separate living and dining areas with central heat and air conditioning.","","","https://ik.imagekit.io/OE/nelson-county/listings/beech-grove-cabins-image1_A2-avjhQ3","Log cabin with porch surrounded by colorful autumn trees.","","https://ik.imagekit.io/OE/nelson-county/listings/beech-grove-cabins-image2_2BR_h4hG2","Cozy log cabin interior with red sofa, wooden walls, and kitchen area.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","","","","","","Fuel; Cabins; Pet Friendly; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967"
"239","Slipper Slope","slipper-slope","Vacation Rentals","stay","Wintergreen Resort","Slipper Slope is a four-bedroom ski-in/ski-out condo on Upper Diamond Hill with spacious layout and true ground-level slope access. Hard to find a bottom floor ski in ski out, especially with 4 bedroom, very spacious.","","","https://ik.imagekit.io/OE/nelson-county/listings/slipper-slope-image1_KnYfEnts_","Chairs and table in snow, skis standing nearby under clear blue sky.","","https://ik.imagekit.io/OE/nelson-county/listings/slipper-slope-image2_OZItoe3rJ","Spacious living room with beige sofa, dining area, modern decor, and soft lighting.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Scenic Views; Snow Sports; Pet Friendly","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"240","Wintergreen Resort","wintergreen-resort-2","Whole House Rentals","stay","Wintergreen Resort","Wintergreen Resort offers professionally managed studios, condos, and private homes with exclusive guest access to Aquatics, Devils Knob golf, racquet sports, and on-mountain shuttles.","","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-resort-image1_DTQTx2-_k","Hillside resort with lit buildings, surrounded by dense green forest under cloudy sky.","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-resort-image2_f2LK270xS","Modern living room with gray sofa, armchairs, and large window.","","","","","","(855) 699-1858","39 Mountain Inn Loop, Wintergreen, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=39%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967","","","","","","Full Service Resort; Golf; Lodging; Meeting Planners; Pet Friendly; Resort; Scenic Views","false","https://www.google.com/maps/dir/?api=1&destination=39%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967"
"241","Camp Blue Ridge","camp-blue-ridge","Campgrounds & Glamping","stay","Montebello","Camp Blue Ridge provides 22 two-bedroom cabins plus motel rooms, meeting spaces, and pet-friendly grounds for families and groups in the Blue Ridge Mountains. Camp Blue Ridge offers a total of 22 cabins of varying styles.","","","https://ik.imagekit.io/OE/nelson-county/listings/camp-blue-ridge-image1_8a87ApjMt","Wooden cabins surrounded by trees with a gravel path in sunlight.","","https://ik.imagekit.io/OE/nelson-county/listings/camp-blue-ridge-image2_xMgxhhVvt","Rustic wooden bed with white pillows and folded towels in cozy room.","","","","","","(434) 760-0818","355 Camp Blue Ridge Road, Montebello, VA 24464","josh","","","https://www.google.com/maps/dir/?api=1&destination=355%20Camp%20Blue%20Ridge%20Road%2C%20Montebello%2C%20VA%2024464","","","","","","Events; Family Friendly; Pet Friendly; Cabins; Scenic Views","false","https://www.google.com/maps/dir/?api=1&destination=355%20Camp%20Blue%20Ridge%20Road%2C%20Montebello%2C%20VA%2024464"
"242","Devils Backbone Camp","devils-backbone-camp","Campgrounds & Glamping","stay","Roseland","Devils Backbone Camp pairs RV and tent sites with craft beverage venues, live music, and easy access to hiking, Blue Ridge Parkway, and Nelson 151 attractions.","","","https://ik.imagekit.io/OE/nelson-county/listings/devils-backbone-camp-image1_pHe83b4NS","Lush green landscape with mountains, clouds, and scattered buildings under blue sky.","","https://ik.imagekit.io/OE/nelson-county/listings/devils-backbone-camp-image2_KO8HGz9jI","Wooden camper check-in booth with brochures and person inside, sunny day.","","","","","","(434) 361-1001","200 Mosbys Run, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967","","","","","","Beer; Live Music; Pet Friendly; Scenic Views; Hiking","false","https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967"
"243","The Haven at Devils Backbone Camp","the-haven-at-devils-backbone-camp","Cabins & Cottages","stay","Roseland","The Haven at Devils Backbone is a 3,750-square-foot Lindal Cedar home with luxury finishes, five bedrooms, and easy walkable access to Devils Backbone Basecamp.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-haven-at-devils-backbone-camp-image1_sTmmYqLUn","Modern house with large windows, surrounded by green lawn and trees.","","https://ik.imagekit.io/OE/nelson-county/listings/the-haven-at-devils-backbone-camp-image2_oepz3JJge","Spacious living room with large windows, wooden floors, and comfortable seating arrangement.","","","","","","","200 Mosbys Run, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967","","","","","","Beer; Scenic Views; Pet Friendly; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967"
"244","Relaxing 3 bedroom Mountain Cabin","relaxing-3-bedroom-mountain-cabin","Cabins & Cottages","stay","Roseland","Relaxing 3 Bedroom Mountain Cabin is a tri-level Wintergreen home with wraparound decks, observation platform, wood fireplace, and firewood provided.","","","https://ik.imagekit.io/OE/nelson-county/listings/relaxing-3-bedroom-mountain-cabin-image1_VkgnJV9cW","Beige house with wooden accents, surrounded by leafless trees and stone steps.","","https://ik.imagekit.io/OE/nelson-county/listings/relaxing-3-bedroom-mountain-cabin-image2_tTW_FmdOS","Cozy living room with stone fireplace, leather chairs, and a mounted TV.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Outdoor Seating; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"245","Mountain Dacha","mountain-dacha","Whole House Rentals","stay","Roseland","Mountain Dacha is a four-bedroom, three-bath home adjacent to a Wintergreen golf course with cozy interiors suited for year-round resort activities.","","","https://ik.imagekit.io/OE/nelson-county/listings/mountain-dacha-image1_qFTjg3emv","Elevated gray house with wooden stilts and staircase against blue sky.","","https://ik.imagekit.io/OE/nelson-county/listings/mountain-dacha-image2_5omwzRo6V","Modern living room with island, pendant lights, dining table, and cozy seating area.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Golf; Scenic Views; Family Friendly; Pet Friendly","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"246","Panoramic Peak - Vistas 1559, Wintergreen","panoramic-peak-vistas-1559-wintergreen","Whole House Rentals","stay","Wintergreen Resort","Panoramic Peak is a renovated one-bedroom, two-bath Wintergreen condo with sweeping valley views, sleeper sofa, and summer access to resort pools.","","","https://ik.imagekit.io/OE/nelson-county/listings/panoramic-peak-vistas-1559-wintergreen-image1_0yAxafh3B","Snow-covered hills and trees under bright sun and clear blue sky.","","https://ik.imagekit.io/OE/nelson-county/listings/panoramic-peak-vistas-1559-wintergreen-image2_3dbe2CCc_","Living room with large windows, balcony view of ocean and sky.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Scenic Views; Pool; Seasonal Menu; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"247","Skis and Trees","skis-and-trees","Whole House Rentals","stay","Roseland","Skis and Trees is a ski-in/ski-out Tyro slope chalet with two king master suites, kids loft, six-person hot tub, and renovated gourmet kitchen. Completely renovated, 3 BR/2BA chalet, located on Lower Tyro slope, just below Tequila.","","","https://ik.imagekit.io/OE/nelson-county/listings/skis-and-trees-image1_uQ5JEwsyD","Elevated cabin in snowy forest surrounded by leafless trees under clear blue sky.","","https://ik.imagekit.io/OE/nelson-county/listings/skis-and-trees-image2_XL_YPnQw4","Wooden kitchen with island, bar stools, pendant lights, stainless appliances, and vaulted ceiling.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Skiing; Full Kitchen; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"248","Mountain Dreams Condo","mountain-dreams-condo","Whole House Rentals","stay","Roseland","Mountain Dreams Condo at The Ledges offers two-story living with two bedrooms, dual fireplaces, redesigned king suite, and expansive views over the Rockfish Valley. A brand new Dream Cloud King size bed is in the lower suite with a queen and bunks in the guest room.","","","https://ik.imagekit.io/OE/nelson-county/listings/mountain-dreams-condo-image1_5ySBVIX4i","Sunset over mountains, vibrant sky, lush green trees in foreground.","","https://ik.imagekit.io/OE/nelson-county/listings/mountain-dreams-condo-image2_Eba2At3G7","Cozy living room with fireplace, ocean view, and blue sofa.","","","","","","","Wintergreen Resort, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958","","","","","","Lodging; Pet Friendly; Cabins; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958"
"249","Wintergreen Vistas","wintergreen-vistas","Whole House Rentals","stay","Roseland","Wintergreen Vistas comprises two ridge-line condos—one two-bedroom, one three-bedroom—each with full kitchens, decks, and standout Blue Ridge views. One is a 2 bedroom, 2 bath unit, while the other is 3 bedroom, 3 bath The resort is found on the Sunrise Side of the Blue Ridge Mountains and is conveniently located close to Charlottesville, Staunton, Lynchburg, and Waynesboro.","","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-vistas-image1_eY_qdT5Qf","Buildings nestled in lush green hills with distant mountain view.","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-vistas-image2_mWjjYi8o7","Cozy living room with brown sofa, stone fireplace, and open kitchen area.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"250","Clonmel Acres","clonmel-acres","Cabins & Cottages","stay","Afton","This spot is perfect for family reunions, wine enthusiasts exploring local vineyards, or groups of friends looking for a quiet place to gather.","","","https://ik.imagekit.io/OE/nelson-county/listings/clonmel-acres-image1_jGAgaj2cN","Two-story white house with green shutters and neat garden in sunlight.","","https://ik.imagekit.io/OE/nelson-county/listings/clonmel-acres-image2_Ca4p35kQ5","Wooden staircase beside living room with fireplace, TV, and armchair.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Scenic Views; Cabins; Lodging; Farm","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"251","Cabin at Clonmel","cabin-at-clonmel","Cabins & Cottages","stay","Afton","Cabin at Clonmel is a restored 1700s log cabin available for 31+ day stays with loft bedroom, modern comforts, and mountain views on the Clonmel estate. Historic cabin from late 1700’s with beautiful restoration, beautiful mountain views, fire pit, peaceful area.","","","https://ik.imagekit.io/OE/nelson-county/listings/cabin-at-clonmel-image1_xyO4Zu1Ot","Log cabin with metal roof, surrounded by trees and gravel path.","","https://ik.imagekit.io/OE/nelson-county/listings/cabin-at-clonmel-image2_LOG93baRB","Rustic living room with exposed beams, wooden door, and patterned armchair.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"252","Sleepy Hollow Retreat Enjoy Your Stay","sleepy-hollow-retreat-enjoy-your-stay","Whole House Rentals","stay","Roseland","Sleepy Hollow is nestled in scenic rural Nelson County, Virginia.","","","https://ik.imagekit.io/OE/nelson-county/listings/sleepy-hollow-retreat-enjoy-your-stay-image1_8mU5M7k8W","House entrance with white columns, surrounded by blooming red flowers and green bushes.","","https://ik.imagekit.io/OE/nelson-county/listings/sleepy-hollow-retreat-enjoy-your-stay-image2_UEKG4vFSjT","Cozy bedroom with twin beds, fireplace, floral chairs, and braided rug.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","","","","","","Outdoor Seating; Wi-Fi; Pet Friendly; Cabins; Lodging; Farm; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967"
"253","Eagles Court Ski In/Ski Out Condo","eagles-court-ski-in-ski-out-condo","Vacation Rentals","stay","Wintergreen Resort","Experience the ultimate mountain getaway at Eagles Court Ski In/Ski Out Condo, perfectly situated on Eagle's Swoop. This inviting condo features a renovated kitchen equipped for all your culinary needs, a convenient ski closet for your gear, and designated parking for easy access. Plus, it's dog-friendly, ensuring that your furry friend can join in on the adventure. Whether you're hitting the slopes or relaxing after a day of skiing, this cozy retreat is the ideal home base for your winter escape.","","","https://ik.imagekit.io/OE/nelson-county/listings/eagles-court-ski-in-ski-out-condo-image1_IK6m9Pd6O","Covered patio with blue-cushioned chairs overlooking a forest and distant hills.","","https://ik.imagekit.io/OE/nelson-county/listings/eagles-court-ski-in-ski-out-condo-image2_kwfGDMJtE","Gray sectional sofa in living room with large window and patterned rug.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Skiing; Parking; Pet Friendly; Full Kitchen","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"254","Wren House","wren-house","Cabins & Cottages","stay","Afton","Wren House is a five-bedroom country home on nearly five acres with hot tub, fire pit, remodeled kitchen, and sweeping pasture and sunset views.","","","https://ik.imagekit.io/OE/nelson-county/listings/wren-house-image1_mfElcPQPJ","Wooden deck house with star, surrounded by trees and grassy yard.","","https://ik.imagekit.io/OE/nelson-county/listings/wren-house-image2_8C5DMqnZS","Bedroom with teal walls, large windows, bed, bedside tables, and red rug.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Outdoor Seating; Pet Friendly; Full Kitchen; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"255","WildManDan B&B (Beer centric)","wildmandan-bb-beer-centric","Bed and Breakfast","stay","Afton","Wild Man Dan B&B is an 1870 farmhouse on the Wild Man Dan Brewery property sleeping twelve with wraparound porch, gazebo, fire pit swings, and optional beer classes. Is available to lodging guests (Terri is a chef) and the brewery has space to rent after daily business hours for events of 50-100 people.","","","https://ik.imagekit.io/OE/nelson-county/listings/wildmandan-b-b-beer-centric--image1_JoNLwgtDjW","Brick house with white porch amidst lush greenery and blooming flowers.","6930547d5c7cd75eb880dc49","https://ik.imagekit.io/OE/nelson-county/listings/wildmandan-b-b-beer-centric--image2_HP9XWfGqVo","White shampoo bottles, labeled 'WildManDan,' next to beer glass and soap.","693061a05c7cd75eb8d793f6","","","","","(540) 649-2233","279 Avon Road, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=279%20Avon%20Road%2C%20Afton%2C%20VA%2022920","","","","","","Beer; Breakfast; Farm; Lodging; Outdoor Seating; Tastings","false","https://www.google.com/maps/dir/?api=1&destination=279%20Avon%20Road%2C%20Afton%2C%20VA%2022920"
"256","Fenton Inn","fenton-inn","Bed and Breakfast","stay","Roseland","Fenton Inn is a handcrafted European-style village inn with artisan architecture, bakery breakfast buffet, and direct access to Blue Ridge Parkway adventures. And works of art that it requires a return visit to take it all in.","","","https://ik.imagekit.io/OE/nelson-county/listings/fenton-inn-image1_QKOLmh9ddN","Colorful European-style buildings with lit windows, cobblestone path, and trees.","","https://ik.imagekit.io/OE/nelson-county/listings/fenton-inn-image2_Gihyn3fDA","Spacious living room with wooden beams, fireplace, sofas, and chandelier.","695d1d645c7cd75eb86268c4","","","695d1d7a5c7cd75eb862ddf4","","(434) 361-3539","29 Shelton Laurel Trail, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=29%20Shelton%20Laurel%20Trail%2C%20Nellysford%2C%20VA%2022958","","","","","","Bakery; Breakfast; Lodging; Scenic Views","true","https://www.google.com/maps/dir/?api=1&destination=29%20Shelton%20Laurel%20Trail%2C%20Nellysford%2C%20VA%2022958"
"257","Marley's Cabin","marleys-cabin","Cabins & Cottages","stay","Wintergreen Resort","Marley's Cabin is a renovated Wintergreen mountain home with 180-degree sunrise views, designer interiors, and expansive decks for year-round relaxation.","","","https://ik.imagekit.io/OE/nelson-county/listings/marley-s-cabin-image1_WNjFUweoL","Wooden porch with stone pillars, leading to brown door, under clear sky.","","https://ik.imagekit.io/OE/nelson-county/listings/marley-s-cabin-image2_gNrnT-xGf","Mountain view from bright room with large windows and outdoor deck chairs.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"258","Cozy & Clean Wintergreen Condo (Tanners Ridge)","cozy-clean-wintergreen-condo-tanners-ridge","Vacation Rentals","stay","Roseland","Cozy & Clean Wintergreen Condo features a new king bed, plush linens, fireplace, smart TVs, and dog-friendly patio one mile from the resort core. This is a well-behaved dog friendly and non-smoking condo.","","","https://ik.imagekit.io/OE/nelson-county/listings/cozy-clean-wintergreen-condo-tanners-ridge--image1_ueMPwPu27","Gray patio with glass doors, table, chairs, and a small grassy area.","","https://ik.imagekit.io/OE/nelson-county/listings/cozy-clean-wintergreen-condo-tanners-ridge--image2_y1P7Ednde","Cozy living room with gray sofa, fireplace, ski decor, and wall-mounted snowshoes.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Pet Friendly; Outdoor Seating","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
