id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image2,image2Desc,image3,image3Desc,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
200,The Wine Cottage,the-wine-cottage,Cabins & Cottages,stay,Afton,"The Wine Cottage is a mid-century ranch with updated interiors, mountain views, and a private fire pit minutes from Nelson 151 tasting rooms.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-wine-cottage-image1_XiGtHjWQI,Brick house with triangular roof and six blue chairs on lawn.,https://ik.imagekit.io/OE/nelson-county/listings/the-wine-cottage-image2_CYT2yfryX,"Modern kitchen with island, bar stools, stainless appliances, wooden floor, warm lighting.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Tastings; Wine; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
201,Carter's Cottage,carters-cottage,Cabins & Cottages,stay,Afton,"This clean Modern Farmhouse style one story Cottage in the heart of the 151 corridor, “Carter’s Cottage” is WALKING DISTANCE from the new Three Notch’d distillery/brewery/pub, as well as several other local restaurants and shopping destinations in downtown Nellysford!

Also just a short drive from many of Nelson County’s most popular destinations, including Devil’s Backbone, Bold Rock Cidery, and Wintergreen. PLUS enjoy the Hot Tub! You can walk to Three Notch'd...then go home and sit in your own hot tub! *Lodging descriptions are provided by the host and not independently verified. Contact Heather Koehler, scottlkoehler@yahoo.com Staff on Site? No Pet-Friendly? N/A Located in Afton",,,https://ik.imagekit.io/OE/nelson-county/listings/carter-s-cottage-image1_ydn0TnyDb,Wooden chairs in circle around fire pit on gravel patio.,https://ik.imagekit.io/OE/nelson-county/listings/carter-s-cottage-image2_VB2OzoF4k,"Modern kitchen with island, barstools, stainless steel appliances, and 'Gather' sign above.",,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Cabins; Lodging; Farm,FALSE,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
202,Beech Grove Cottage,beech-grove-cottage,Cabins & Cottages,stay,Roseland,"The perfect cozy escape! Beautiful, thoughtfully and fully renovated 1920's bungalow in the heart of the best of Nelson County. Roomy, stylish, light filled. Sleeps 6. Across the road from Devils Backbone Brewery, at the base of Wintergreen Resort— in the middle of it all!

Hike, ski, bike, dine, sample beer, cider, wine, apple and peach orchards, chestnut farms! Just off 151, “The Brew Ridge Trail” & backs up to acres of woods and nature. 7 min to Appalachian Trail. High-speed fiber, huge yard & firepit. *Lodging descriptions are provided by the host and not independently verified. Contact Jill Averitt, jill@raveritt.com Staff on Site? No Pet-Friendly? N/A Located in Roseland",,,https://ik.imagekit.io/OE/nelson-county/listings/beech-grove-cottage-image1_jL7Nd6cfH,Yellow daffodils in grassy yard before small house with blue roof.,https://ik.imagekit.io/OE/nelson-county/listings/beech-grove-cottage-image2_C2qlV-tLb,"Spacious living room with large green sofa, colorful pillows, and wood accents.",,,,,"200 Mosbys Run, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967
203,Montebello Resort,montebello-resort,Cabins & Cottages,stay,Montebello,"Private, cozy, comfortable rental cabins and cottages. Lake, trout pond, and unique country store all on site; close to historical sites and hiking; relax, unplug, and unwind! *Lodging descriptions are provided by the host and not independently verified. Contact Christy Humphreys, christy@montebellova.com Staff on Site? Yes Pet-Friendly?

Yes Located in Montebello Private, cozy, comfortable rental cabins and cottages. Lake, trout pond, and unique country store all on site; close to historical sites and hiking; relax, unplug, and unwind! *Lodging descriptions are provided by the host and not independently verified. Contact Christy Humphreys, christy@montebellova.com Staff on Site? Yes Pet-Friendly? Yes Located in Montebello",,,https://ik.imagekit.io/OE/nelson-county/listings/montebello-resort-image1_ghrMpW_B3,"Small wooden cabin with a porch, surrounded by green trees and sunlight.",https://ik.imagekit.io/OE/nelson-county/listings/montebello-resort-image2_5p3CUVkbm,"Rustic wooden cabin interior with leather chairs, stone fireplace, and large windows.",,,,(540) 377-2650,"15090 Crabtree Falls Highway, Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=15090%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464,,,,,,,,,,,,,,Cafe; Retail; Cabins; Pet Friendly; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=15090%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464
204,Freshwater Field Cabin,freshwater-field-cabin,Cabins & Cottages,stay,Lovingston,"The Freshwater Field Cabin is very private, located on a farm nestled in a mountain hollow, but only 5 miles from route 29. It is rustic and secluded but comfortable. Enjoy hiking the trails on the property, watching the horses in the fields, or visiting local attractions.

An easy trip to Lynchburg, Charlottesville, Waynesboro or Wintergreen. *Lodging descriptions are provided by the host and not independently verified. Contact Kathy Bryant, kcjcbryant@hotmail.com Staff on Site? No Pet-Friendly? No Located in Lovingston",,,https://ik.imagekit.io/OE/nelson-county/listings/freshwater-field-cabin-image1_GaffeUlSd,"Red two-story house with patio furniture, umbrella, and trees in background.",https://ik.imagekit.io/OE/nelson-county/listings/freshwater-field-cabin-image2_Vvm1QAsB9,"Blue sofa in cozy room with fireplace, decorative rug, and wooden elements.",,,,,"Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Farm; Cabins; Equestrian; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949
205,Four Elements Farm,four-elements-farm,Whole House Rentals,stay,Roseland,"Come find out why we have guests return year after year! Escape city life at our charming farmhouse near Wintergreen. Our 116-acre property is home to friendly goats and ducks, and features magnificent views, a large stone fireplace, hot tub, pond for swimming and fishing, and comfortable bedrooms. Visit local breweries or wineries. Explore the outdoors or relax on the porch.

Experience the joys of farm living with your family and friends. Secluded quiet home on 116 acres with goats and ducks guests can feed and pet! Peace and quiet but less than a mile to Devils Backbone and minutes to Wintergreen. The best of both worlds! Perfect for extended family gatherings. *Lodging descriptions are provided by the host and not independently verified. Contact Craig Griffin, wiredbikecraig@gmail.com Staff on Site? No Pet-Friendly? Yes Located in Roseland",,,https://ik.imagekit.io/OE/nelson-county/listings/four-elements-farm-image1_wcYZqjjij,Pond surrounded by trees with house in the background under blue sky.,https://ik.imagekit.io/OE/nelson-county/listings/four-elements-farm-image2_bzJusRdqT,"Cozy living room with sofas, patterned rug, stone fireplace, and wood-paneled ceiling.",,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Lodging; Farm; Pet Friendly; Cabins,FALSE,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
206,Time to Wine Down,time-to-wine-down,Whole House Rentals,stay,Afton,"Welcome to Time to Wine Down, your home away from home nestled in the rolling hills of Afton, VA! Whether you’re a foodie, a wine enthusiast, or an outdoor adventurer, Afton offers it all. Explore nearby wineries and breweries like Hazy Mountain, King Family, Veritas, and Blue Mountain—all just minutes away!

For outdoor lovers, Shenandoah National Park is a playground of hiking, fishing, biking, and horseback riding. Plus, Wintergreen Resort is only a short drive, offering skiing, tubing, swimming, and more year-round fun! What makes",,,https://ik.imagekit.io/OE/nelson-county/listings/time-to-wine-down-image1_fT10VW1Dd,"White house with black roof, driveway, surrounded by green trees and lawn.",https://ik.imagekit.io/OE/nelson-county/listings/time-to-wine-down-image2_bBVJXZfT0,"Cozy living room with gray sofa, armchairs, fluffy ottoman, and ceiling fan.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Outdoor Seating; Wine; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
207,Love Afton Cabin,love-afton-cabin,Cabins & Cottages,stay,Afton,"Welcome to Love Afton Cabin! Escape to our secluded 11.5-acre retreat with stunning mountain views, a private fishing pond, and endless space for relaxation. This home sleeps up to 16 guests and provides entertainment for all ages. The main level includes a fully equipped kitchen, dining room, cozy living room, and a primary bedroom (King bed) with an ensuite bath.

Outside, enjoy a screened-in porch and a spacious deck with seating for 16. Upstairs features a second primary bedroom (King bed) with an ensuite bath, plus a Queen bedroom and a bunk room with beds for kids and teens. The level also includes a shared bath, workspace, and balcony. The basement offers a second living room, pool table, arcade games, a mini kitchen, and Bedroom 5 (King bed, bunk beds with trundle). A game-packed garage includes shuffleboard, skee ball, air hockey, and more. Outdoor highlights include a fire pit, a hot tub, a sauna, a play set, and plenty of room to explore.",,,https://ik.imagekit.io/OE/nelson-county/listings/love-afton-cabin-image1_IwkNAdICu,Hot tub with bubbling water overlooking lush green forest and mountains.,https://ik.imagekit.io/OE/nelson-county/listings/love-afton-cabin-image2_P9fzatXa5-,Spacious wooden living room with large windows and cozy furniture.,,,,,"5495 Mountain Road, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=5495%20Mountain%20Road%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Cabins; Lodging; Water Sports; Fishing,FALSE,https://www.google.com/maps/dir/?api=1&destination=5495%20Mountain%20Road%2C%20Afton%2C%20VA%2022920
208,Meili Mountain,meili-mountain,Whole House Rentals,stay,Nelson County,"Rustic camping Private Creek *Lodging descriptions are provided by the host and not independently verified. Contact Jim McCullough, jim@meilimountain.com Staff on Site? No Pet-Friendly? Yes Located in Tyro",,,https://ik.imagekit.io/OE/nelson-county/listings/meili-mountain-image1_n3-A_-AKC,Small cabin in lush forest with sunlight filtering through trees.,https://ik.imagekit.io/OE/nelson-county/listings/meili-mountain-image2_HMlw7x_vw,Blue cabin in lush green forest clearing with firepit and wooden deck.,,,,,"Nelson County, VA",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nelson%20County%2C%20VA,,,,,,,,,,,,,,Scenic Views; Pet Friendly,FALSE,https://www.google.com/maps/dir/?api=1&destination=Nelson%20County%2C%20VA
209,Adventure Awaits,adventure-awaits,Whole House Rentals,stay,Roseland,"Welcome to Adventure Awaits at Wintergreen Resort, where the charm of the Blue Ridge Mountains meets luxury, convenience, and adventure! Our pet-friendly home is perfectly located just two minutes from the ski lifts, offering an ideal retreat for adventurers, families, and relaxation seekers.

Whether you’re savoring s’mores by the outdoor fire pit, unwinding in the hot tub, exploring nearby trails, or enjoying the cozy amenities of the home, your stay is designed to be unforgettable. With spacious accommodations, high-speed internet, multiple family living areas, and thoughtful touches like provided towels and linens, we’ve made sure every detail is covered. Perfect for families or groups, the property features 3 king beds, a bunk room with double and twin beds, and two master suites for ultimate comfort. From hiking to wine tours, breweries, and skiing, there’s something for everyone at",,,https://ik.imagekit.io/OE/nelson-county/listings/adventure-awaits-image1_OIGAS5SOy,"Dark house with warm lights, surrounded by trees, gravel driveway in foreground.",https://ik.imagekit.io/OE/nelson-county/listings/adventure-awaits-image2_S-y5X3SnV,"Living room with staircase, colorful chairs, patterned furniture, large windows, wooden floor.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Pet Friendly; Scenic Views; Skiing,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
210,Wintergreen Ridge Retreat,wintergreen-ridge-retreat,Whole House Rentals,stay,Wintergreen Resort,"Welcome to Wintergreen Ridge Retreat, your perfect escape at Wintergreen Resort, VA! Just 3 minutes from the ski slopes and snow tubing, our spacious and comfortable home offers a seamless blend of four seasons adventure. Whether you're carving down the slopes, exploring over 30 miles of hiking trails, or simply unwinding in the peaceful surroundings, this retreat has it all.

This home is your gateway to both excitement and relaxation, making it the ideal base for your Wintergreen adventures. Whether you're seeking thrills on the slopes or a peaceful retreat in the mountains,",,,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-ridge-retreat-image1_Po9HDslHo,"Spacious living room with brown leather sofas, large windows, and wooden ceiling.",https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-ridge-retreat-image2_CN_I0Hhgb,"Rustic house with peaked roof, surrounded by bare trees and autumn leaves.",,,,,"Wintergreen Resort, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Pet Friendly,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958
211,Maren Estate,maren-estate,Cabins & Cottages,stay,Afton,"Luxury estate with 7,200 square feet house on a 50 acre farm. Maximum occupancy of 14 people. Pool (seasonal) and hot tub (year round). Bocce ball court and beer garden on the grounds. Beautiful views of the Rockfish Valley and close proximity to vineyards, breweries, golf, etc. *Lodging descriptions are provided by the host and not independently verified.

Contact Kevin Lee, blueheavenchalet@gmail.com Staff on Site? No Pet-Friendly? Yes Located in Afton",,,https://ik.imagekit.io/OE/nelson-county/listings/maren-estate-image1_XH7pGtdID,"Rolling hills with autumn trees, house, and small pond under clear sky.",https://ik.imagekit.io/OE/nelson-county/listings/maren-estate-image2_pMkBseFcr,"Spacious living room with large windows, wooden beams, and elegant furniture.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Pool; Seasonal Menu; Beer; Pet Friendly; Cabins; Lodging; Farm,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
212,The Blue Ridge Farm and Wedding Venue,the-blue-ridge-farm-and-wedding-venue,Cabins & Cottages,stay,Afton,"The Blue Ridge Farm and Wedding Venue offers a captivating blend of rustic charm and modern elegance on six picturesque acres. With stunning vineyard views and a beautifully renovated farmhouse, guests can enjoy a comfortable stay near the scenic Brew Ridge Trail. Perfect for weddings or relaxing getaways, The Blue Ridge Farm guarantees an unforgettable experience.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-blue-ridge-farm-and-wedding-venue-image1_0AvR3Ceow,"Ornate design with text: 'The Blue Ridge Farm, Historic Afton, Virginia.'",https://ik.imagekit.io/OE/nelson-county/listings/the-blue-ridge-farm-and-wedding-venue-image2_CfQ2xHiVQ,"Gray living room with sectional sofa, colorful pillows, and patterned rug.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Lodging; Wine; Scenic Views; Events; Pet Friendly; Cabins,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
213,"Acorn Inn, Inc (Cottage, B&B and Group Retreat)",acorn-inn-inc-cottage-bb-and-group-retreat,Bed and Breakfast,stay,Faber,"Acorn Inn, has three different structures on the property geared to hosting guests. What we call 'The Inn,' was once a horse barn.

There are 10 bedrooms (once stalls!), men's & women's bathrooms & showers, several lovely gathering spaces, two kitchenettes, a wraparound deck, covered patio, an outdoor grill & more. (NO PETS at the Inn because it is a shared space.) Our Cottage is a cozy little house with a full kitchen, private bath bedroom with queen & twin, and living room with a queen sofa bed. (We accept well-behaved pets in the Cottage for an additional fee.) Finally our Farmhouse, which is also our office, has three bedrooms, each with a queen bed. (These are only rented when the Inn and Cottage are fully booked, at the innkeepers' discretion.) We've been running ACORN INN since 1987! Martin is a well-travelled cyclist from the Netherlands & Kathy is a photographer & printmaker. The Inn is full of art made by Kathy and from artisans around the world. Affordable, cozy & friendly. *Lodging descriptions are provided by the host and not independently verified. Contact Kathy & Martin Versluys, contact@acorninn.com Staff on Site? Yes Pet-Friendly? Yes Located in Faber",,,https://ik.imagekit.io/OE/nelson-county/listings/acorn-inn-inc-cottage-b-b-and-group-retreat--image1_sxiLMGTZT,Double rainbow over red house on grassy hill with trees.,https://ik.imagekit.io/OE/nelson-county/listings/acorn-inn-inc-cottage-b-b-and-group-retreat--image2_IvbaTRLO3,"Cozy living room with colorful seating, fireplace, and decorative wall art.",,,,,"2131 Stagebridge Road, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=2131%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Lodging; Outdoor Seating; Breakfast; Pet Friendly; Farm,FALSE,https://www.google.com/maps/dir/?api=1&destination=2131%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2022949
214,Cottage at Old Stoney Creek,cottage-at-old-stoney-creek,Cabins & Cottages,stay,Nellysford,"The perfect outdoor adventure is waiting for you at this charming home in Nellysford. This 2-bedroom, 1-bathroom vacation rental is the ideal home base for anything on your itinerary. Spend your day sipping to your heart’s content at a local winery, hiking the local trails, hitting the slopes at Wintergreen, or enjoying the fresh air on the deck overlooking the surrounding forest.

Let your stress melt away in the hot tub as the creek passes and leave feeling refreshed and replenished. Hot Tub, Deck w/ outdoor seating, fire pit, outdoor dining area, and outdoor shower. *Lodging descriptions are provided by the host and not independently verified. Contact Graham Howe, howegraham@hotmail.com Staff on Site? No Pet-Friendly? No Located in Nellysford",,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-at-old-stoney-creek-image1_-cveHGW-G,Stone archway leading to cottage surrounded by trees.,https://ik.imagekit.io/OE/nelson-county/listings/cottage-at-old-stoney-creek-image2_L5kBeLggY,"Rustic dining area with wooden walls, table setting, and wicker light fixture.",,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Outdoor Seating; Cabins; Lodging; Tastings; Beer,FALSE,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
215,Blue Ridge Heaven,blue-ridge-heaven,Cabins & Cottages,stay,Roseland,"Blue Ridge Heaven, located atop Devils Knob – the highest point at Wintergreen Resort. Enjoy the best views in central Virginia from one of three decks or many picture windows.

Blue Ridge Heaven is located at 3,800ft elevation, offering mountain, valley, and long-range southern views from the highest location for any Wintergreen home on the rental market, yet just minutes from the ski slopes, hiking trails, Appalachian Trail, Blue Ridge Parkway, and breweries/wineries/cideries on Route 151. Your 3,200 sqft, 5-bedroom home has been extensively renovated, anchored by a totally updated kitchen, with new heating & air conditioning, appliances, furnishings, flooring, paint and lighting throughout. Enjoy cathedral ceilings throughout the upper level, including a large family room with a stone fireplace and new 65-inch Samsung smart TV, kitchen, and master bedroom. The lower level includes another master bedroom, 3 other bedrooms (including a bunk room), and a second family room with stone fireplace and 55-inch Samsung smart TV. Renovations were made to maximize energy efficiency, use of sustainable materials, and purchase of locally produced products where practical. Amazing long range views of the",,,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-heaven-image1_nnjCOh4aN,"Two-story house with large windows, wooden decks, surrounded by autumn trees.",https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-heaven-image2_ssf3n-xI5,"Pink armchair by large windows, overlooking mountains and trees, stone fireplace nearby.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Outdoor Seating; Full Kitchen; Scenic Views; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
216,Dancing Bear Lodge,dancing-bear-lodge,Cabins & Cottages,stay,Roseland,"Dancing Bear Lodge is a cabin located in Roseland, VA. It is just over 2,000 square feet, which makes it a spacious size for hosting larger groups of up to 10 people. If you are looking for an 'off the grid' experience on 38 acres with a spectacular mountain view, this place is for you!

The property is a nice balance of seclusion while still having the comfort of modern amenities and prime location. You will be close to lots of wonderful wineries, cideries, breweries, distilleries (Nelson 151), and outdoor adventure activities! We are about 20 minutes away from the notable Wintergreen Resort, with exciting winter skiing and tubing to enjoy. -Stunning mountain views (one of our most frequent compliments) -Secluded oasis on 38 acres -Fireplace built with stones from the old cobblestone streets of Norfolk -Wood floors in the main living area and other wood features throughout the property are crafted from timber harvested and milled on site -Wildlife abounds on the property *Lodging descriptions are provided by the host and not independently verified. Contact Katie McKay, maplecreekproperties@outlook.com Staff on Site? No Pet-Friendly? Yes Located in Roseland",,,https://ik.imagekit.io/OE/nelson-county/listings/dancing-bear-lodge-image1_WfWOItua8,Wooden chairs around fire pit with mountain view and string lights overhead.,https://ik.imagekit.io/OE/nelson-county/listings/dancing-bear-lodge-image2_4I1Ptj2TAz,"Cozy living room with stone fireplace, wooden beams, and large windows with mountain view.",,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Cabins; Pet Friendly; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
217,Windy Knoll,windy-knoll,Cabins & Cottages,stay,Afton,"Windy Knoll invites you to come and relax and enjoy the stunning views of the Afton Mountain greenery. Large A-Frame windows allow the sunlight to come through so you can enjoy the birds and nature all around. The property sits on 3.5 acres so it is very private. An expansive rolling lawn in the front to enjoy watching the deer in the morning while having a cup of coffee on the wide front porch.

Forest areas on the side and back of the house. Enter the home in the front door and a warm and welcoming living room await you with two couches and a gas burning fireplace. Throw blankets and pillows for snuggling while watching a movie. TV and DVD player with a selection of movies to choose from. The dining room with bay seated window has a large table to seat 6 comfortably. The front porch also has a dining table. Spacious, well appointed kitchen with all you need for preparing delicious meals after a day of hiking the Appalachian trail or sightseeing. Dish-ware, flatware, sauce and saute pans. Wine glasses, coffee mugs, serving ware. Crock pot, blender, mixer. Coffee pot with coffee bean grinder (Starbucks coffee beans in the pantry). You will find a few condiments in the refrigerator, spices, herbs, oil in the pantry. The loft bedroom has a Queen bed and a Double Bed with a private bathroom and shower. The first floor bedroom has two twin beds and a separate bathroom with walk in shower. Loft area also has a desk with laptop and printer for your use. Back deck has a grill all ready for those barbecues! Full laundry room facilities. The beautiful setting, view, deer in the yard......peaceful and wonderful location! *Lodging descriptions are provided by the host and not independently verified. Contact Wendy Raubenheimer, wendywill12@gmail.com Staff on Site? No Pet-Friendly? Yes Located in Afton",,,https://ik.imagekit.io/OE/nelson-county/listings/windy-knoll-image1_YMhCRi9RI,"A-frame house on grassy hill, surrounded by trees, with red chairs.",https://ik.imagekit.io/OE/nelson-county/listings/windy-knoll-image2_ekh9xyCUA,"Cozy living room with fireplace, rustic decor, abstract table, and patterned armchairs.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Lodging; Outdoor Seating; Full Kitchen; Wi-Fi; Pet Friendly; Cabins,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
218,Creekside,creekside,Cabins & Cottages,stay,Afton,"Welcome to Creekside! Just minutes from the best wineries and breweries, it’s the perfect getaway to explore the 151 Brew Trail, Wintergreen Resort and the Blue Ridge Parkway. Enjoy mountain views and privacy in the hot tub. Roast marshmallows around the huge fire pit. Cozy up on the large sectional sofa in front of the 65' 4K TV.

Cooks will enjoy the spacious and fully equipped kitchen! All beds have new memory foam mattresses. Fast Wi-Fi for remote work! Level 2 EV charger located in driveway. There is a creek out back, where children can play, and you can enjoy bird watching! Private hot tub, scenic views, spacious layout, and cozy! *Lodging descriptions are provided by the host and not independently verified. Contact Ashley Long, ashley@patterncap.com Staff on Site? No Pet-Friendly? No Located in Afton",,,https://ik.imagekit.io/OE/nelson-county/listings/creekside-image1_aYCukyO2u,"Living room with gray sectional sofa, foosball table, and ceiling fan.",https://ik.imagekit.io/OE/nelson-county/listings/creekside-image2_OqaqMlT4e,House beside large tree under clear blue sky with scattered clouds.,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,EV Charging; Wi-Fi; Full Kitchen; Scenic Views; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
219,Cottage on Route 151,cottage-on-route-151,Cabins & Cottages,stay,Afton,"Welcome to Towler Cottage, a getaway in the heart of Route 151 in Afton. The cottage is within minutes from the best wineries and breweries, great local trails, and the Blue Ridge Parkway! Relax in the hot tub on the rear deck, or sit out by the fire pit and gaze at the stars. Enjoy great mountain views from the front porch rocking chairs.

With one bedroom with a queen bed, plus a pull-out couch in the living room, the cottage is perfect for couples. Located 25 minutes from Charlottesville. Hot tub, mountain views, excellent location. *Lodging descriptions are provided by the host and not independently verified. Contact Ashley Long, ashley@patterncap.com Staff on Site? No Pet-Friendly? No Located in Afton",,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-route-151-image1_0fxNlKP6n,Two black rocking chairs on porch with white door and welcome mat.,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-route-151-image2_33SDRIRPn,"Modern living room with gray sofa, green chairs, large windows, and abstract artwork.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Cabins; Lodging; Beer,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
220,Farmhouse on Route 151,farmhouse-on-route-151,Cabins & Cottages,stay,Afton,"Our two story, 1904 farmhouse is just off Route 151 and close to wineries, breweries, hiking trails, and the Blue Ridge Parkway. It's only 25 minutes from Wintergreen Resort, and 30 minutes from Charlottesville. We have fast Wi-Fi, a desk, 2 acres to run and play, and plenty of indoor space to relax. Enjoy the view around the large stone fire pit.

All three queen mattress are new high-end memory foam. We have a gas fireplace with a remote control that is available for use in the cooler months. Mountain views, rustic, excellent location, affordable. *Lodging descriptions are provided by the host and not independently verified. Contact Ashley Long, ashley@patterncap.com Staff on Site? No Pet-Friendly? Yes Located in Afton",,,https://ik.imagekit.io/OE/nelson-county/listings/farmhouse-on-route-151-image1_tMNu0xtEQ,"White two-story house with dark shutters, porch, surrounded by trees.",https://ik.imagekit.io/OE/nelson-county/listings/farmhouse-on-route-151-image2_fbyPbAxy3,"Cozy living room with wooden walls, fireplace, large windows, and gray sectional sofa.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Wi-Fi; Scenic Views; Farm,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
