name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl,private,videoUrl,author,latitude,longitude,accordion1Title,accordion1Content,accordion2Title,accordion2Content,accordion3Title,accordion3Content,accordion4Title,accordion4Content,accordion5Title,accordion5Content
Blue Mountain Barrel House,blue-mountain-barrel-house,Breweries & Cideries,taste,Arrington,"Production-focused Blue Mountain facility with one of the East Coast's largest barrel-aging programs, a year-round tasting room, and sweeping Nelson County views.",,,https://ik.imagekit.io/OE/nelson-county/listings/blue-mountain-barrel-house-image1_aohVkuJqX,"Assorted beer flights on wooden table, two people in background enjoying.",,,,,,,,https://bluemountainbrewery.com/,434-263-4002,"495 Cooperative Way Arrington, VA 22922",,2024-05-19,2024-06-13,,,,,,,Our Story & Barrel-Aged Beers,"<p>By 2011, Blue Mountain beer was in demand across Virginia at a rate that exceeded our capacity at the original Blue Mountain location in Afton. The next evolution for us became Blue Mountain Barrel House, a larger production-minded facility with almost tenfold capacity of our brewery in Afton.</p>

<p>But just building a bigger brewery seemed a bit boring. So we did things our way: first, we picked a 15-acre spot in the south of Nelson County that has the stunning mountain views to match our Afton location. As the most mountainous county in America east of the Mississippi, the stark line of the Blue Ridge is woven into the fabric of our inspiration.</p>

<p>We designed a facility that had special capabilities to produce the barrel-aged beers we hang our hat on, beers like Dark Hollow. With a unique brewhouse and a fluctuating temperature-controlled barrel aging room, Blue Mountain Barrel House operates one of the largest barrel-aging facilities on the east coast.</p>",Tasting Room & Location,"<p>Visit us seven days a week in the Barrel House tasting room with inside seating, ever-rotating draft beers and a cornucopia of bottled offerings, plus spacious outdoor seating with a fire pit and lawn games.</p>

<p>We also serve signature Blue Mountain food from our food truck from April through November.</p>

<p>Join us on the quiet end of Nelson County between Charlottesville and Lynchburg and relax in the very special setting of Blue Mountain Barrel House.</p>

<p>495 Cooperative Way<br>
Arrington, VA 22922</p>

<p><a href=""tel:434-263-4002"">434-263-4002</a></p>",,,,,"Beer, Outdoor Seating, Fire Pit, Wine",TRUE,https://www.google.com/maps/search/?api=1&query=495+Cooperative+Way+Arrington%2C+VA+22922,False,,,37.7102504,-78.94375830000001,,,,,,,,,,
Blue Toad Hard Cider,blue-toad-hard-cider,Breweries & Cideries,taste,Roseland,Farm-based cidery crafting approachable Blue Ridge blends with a taproom at the base of Wintergreen and patio views of the orchard.,"<p>Born in a barn, Blue Toad Cider honors the tradition and legacy of America’s first preferred beverage by brewing an all-natural and eminently drinkable hard cider using locally grown apples in Western New York and apples grown in the Blue Ridge Mountains of Virginia. Rather than solely using European-style tart and bitter apples, Blue Toad Hard Cider uses a cider blend of three to four different apple varieties (replete with natural seasonal variation) grown in areas near Rochester, New York and Tyro, Virginia. Our production takes place at our cideries located in the Genesee Regional Market in Rochester, New York and at the base of Wintergreen Resort in Roseland, Virginia. We believe our cider is different – more authentic, more drinkable, more responsibly produced, more of an experience – than the more mass-produced ciders that may use imported concentrates. We hope you’ll treat yourself to a bottle, can or glass of our hard cider soon to savor that difference. We think you’ll be back for another. 462 Winery Lane Roseland, VA 22967 <br><br><strong>Phone:</strong> <a href='tel:4347609200'>434-760-9200</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/blue-toad-hard-cider-image1_sCenJqzoN7,Blue fish mural painted on gray wooden planks.,,,,,,,,https://bluetoadhardcider.com/,434-760-9200,"462 Winery Lane Roseland, VA 22967",,2024-05-19,2024-05-19,,,,,,,,,,,,,,,"Cider, Market, Resort, Wine",FALSE,https://www.google.com/maps/search/?api=1&query=462+Winery+Lane+Roseland%2C+VA+22967,False,,,37.8769721,-78.9252492,,,,,,,,,,
Bold Rock Hard Cider,bold-rock-hard-cider,Breweries & Cideries,taste,Nellysford,"Nellysford's riverside cidery offering tours, tastings, and cider cocktails from Bold Rock's orchard-to-glass production campus.",,,https://ik.imagekit.io/OE/nelson-county/listings/bold-rock-hard-cider-image1__h55RjVBl,"Wooden building with outdoor seating, blue umbrellas, people, and trees under blue sky.",,,,,,,,https://boldrock.com,434-361-1030,1020 Rockfish Valley Highway Nellysford VA 22958,,2024-05-19,2024-06-13,,,,,,,"Tastings, Tours & Experience","<p>Our cidery in the heart of the Blue Ridge Mountains is open daily for tours, tastings and hard cider to go. You are welcome to picnic with our ciders on the deck or down by the river.</p>

<p>Our tastings are for anyone 21 or over. We have sparkling sweet cider for others. Tastings feature 6 ciders on draft: 2 draft ciders are free of charge, with a small additional charge for a tasting flight of the other 4 draft ciders.</p>

<p>At our service bar you can get Bold Rock by the glass or longneck bottle and order food from our menu of light appetizers. You are also welcome to bring a picnic to enjoy inside or out on our decks and terraces.</p>

<p>From cider history to modern production, you'll see how tradition and technology come together in Bold Rock's working cidery. See where we crush apples, ferment and bottle our hard ciders.</p>

<p>We enjoy showing folks around our cidery and love talking about cider. There's a good chance you'll run into one of our friendly founders, John or Brian, so feel free to say hello.</p>

<p>You're also welcome to take a self-guided tour of our production facility and watch the bottling process or visit our Cider Museum for a tour of cider facts and artifacts.</p>","Shop, To Go & Location","<p>In our shop you'll find logo glassware and other Bold Rock wearable goods. Also available are six-packs, cases, and growlers of hard cider To Go. (They are for consumption off-site only.)</p>

<p>1020 Rockfish Valley Highway<br>
Nellysford VA 22958</p>

<p><a href=""tel:434-361-1030"">434-361-1030</a></p>

<p>Pet-friendly.</p>",,,,,"Bar, Cider, Museum, Pet Friendly, Tastings, Tours, Wine",FALSE,https://www.google.com/maps/search/?api=1&query=1020+Rockfish+Valley+Highway+Nellysford+VA+22958,False,,,37.8825224,-78.90345599999999,,,,,,,,,,
Brewing Tree Beer Company,brewing-tree-beer-company,Breweries & Cideries,taste,Afton,"Husband-and-wife brewery with a scratch kitchen, creekside beer garden, and rotating small-batch Virginia ales.","<p>Brewing Tree Beer Company was founded in 2018 by the husband and wife team of Mark and Gina Thompson. They strive to provide a space that is authentic, local, and relaxed. Mark Thompson grew up locally and graduated with a Bachelor of Science in biology from James Madison University. He started breweries in Portland and Denver before coming home to found Starr Hill Brewery in 1999. Mark is considered to be one of the founders of craft beer in Virginia and brings his passions to the beers at Brewing Tree. Gina Thompson grew up in Virginia Beach and is a graduate from Johnson &amp; Wales University with a culinary arts degree. Her accomplishments include being a Sommelier certified by The Court of Master Sommeliers, personal chef, caterer, and restaurant chef. She brings her talents and passion for food to Scratch Kitchen where everything is made from scratch. 9278 Rockfish Valley Highway Afton, VA 22920 <br><br><strong>Phone:</strong> <a href='tel:5403810990'>540-381-0990</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/brewing-tree-beer-company-image1_e43JZexL6,People at outdoor brewery with food truck and green umbrellas.,,,,,,,,https://brewingtreebeer.com/,540-381-0990,"9278 Rockfish Valley Highway Afton, VA 22920",,2024-05-20,2024-06-12,,,,,,,,,,,,,,,Beer,FALSE,https://www.google.com/maps/search/?api=1&query=9278+Rockfish+Valley+Highway+Afton%2C+VA+22920,False,,,37.9676924,-78.8338826,,,,,,,,,,
Bryant’s Cider & Brewery,bryants-cider-brewery,Breweries & Cideries,taste,Roseland,"Bryant's pours heritage apple ciders and farm-brewed beers with a focus on natural ingredients, outdoor lawn games, and seasonal gatherings.","<p>Our mission is to produce authentic ciders and craft beers using traditional methods while creating an organic and always evolving consumer experience. Natural: Natural ingredients with no artificial additives Authentic: Traditional production methods and original flavors Independent: Focus on quality, not profits Lifestyle: Driven by diverse and active lifestyles. Sustainable: Dedicated to sustainable agriculture 3224 East Branch Loop Roseland, VA 22967 <br><br><strong>Phone:</strong> <a href='tel:8044209683'>804-420-9683</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/bryant-s-cider-brewery-image1_Pl3ykVMup,"White barn, large tree, picnic tables, string lights, people sitting outside.",,,,,,,,https://bryantscider.com,804-420-9683,"3224 East Branch Loop, Roseland, VA 22967",,2024-05-20,2024-05-20,,,,,,,,,,,,,,,"Cider, Organic",FALSE,https://www.google.com/maps/search/?api=1&query=3224%20East%20Branch%20Loop%2C%20Roseland%2C%20VA%2022967,False,,,37.7968831,-78.9497361,,,,,,,,,,
Devils Backbone Brewing Company,devils-backbone-brewing-company,Breweries & Cideries,taste,Roseland,"Mountain basecamp brewery pouring award-winning lagers, cocktails, and distillery releases with expansive meadows and adventure-forward programming.",,,https://ik.imagekit.io/OE/nelson-county/listings/devils-backbone-brewing-company-image1_xOCX-_l34,"Aerial view of colorful autumn landscape with mountains, road, and buildings.",,,,,,,,https://www.dbbrewingcompany.com/,434-361-1001,"200 Crandall Run, Roseland, VA 22967",,2024-05-20,2024-05-20,,,,,,,Our Story & Mission,"<p>Years ago, our founders, Steve and Heidi Crandall, were on a ski trip in the Alps when they tried their first craft beer, a German Weisse at a brewpub. To satisfy their thirst for a local haunt that served craft European-style beers, they started a whole brewery complete with a full-on brewpub for locals and visitors. It became a place where folks could drink and tell stories about their time on the trail or ski slope, or all of the above.</p>

<p>They named it Devils Backbone, the same name some brave surveyors, including Thomas Jefferson's dad, Peter, called this hard-to-summit mountain region almost 300 years ago. Kinda poetic, right?</p>

<p>Quite simply, we exist for one thing: To bring the people together in the great outdoors. After the pandemic forcibly slowed us down, we are ready to go explore the places we've missed with the friends and family we've longed for. Wherever you find yourself enjoying time with your favorite people, whether it's at one of our locations nestled in the beautiful Blue Ridge Mountains or on your own back porch pulling cans from a cooler, we hope you also bring along your favorite Devils Backbone beer or cocktail and Drink Outdoors Together.</p>",Our Beers & Location,"<p>In 2016 Devils Backbone Brewing Company was acquired by Anheuser-Busch. Since then, we've continued to brew award-winning beers that we're proud of, as well as share our beers with more beer friends than ever before!</p>

<p>200 Crandall Run<br>
Roseland, VA 22967</p>

<p><a href=""tel:434-361-1001"">434-361-1001</a></p>",,,,,Beer,TRUE,https://www.google.com/maps/search/?api=1&query=200%20Crandall%20Run%2C%20Roseland%2C%20VA%2022967,False,,,37.8708663,-78.9188381,,,,,,,,,,
Outback Brew House,outback-brew-house,Breweries & Cideries,taste,Lovingston,"Nano-brewery taproom in Lovingston pouring house recipes with plans for expanded outdoor seating, live music, and an onsite food truck. Outback Brew House in Lovingston pours house beers straight from...","<p>Join us for a relaxing hand crafted beer at our very own brand new and developing Outback Brew House! Here we serve original recipe beer ice-cold straight from the tap. Stop by regularly to check out our newest developments and grow with the Outback family. Upcoming additions include new beer flavors and projects like an outdoor deck with more seating, music stage, and Outback Brew House’s very own food truck. With everything in store coming soon you’ll be sure to visit often! 7995 Thomas Nelson Hwy Lovingston, VA 22949 <br><br><strong>Phone:</strong> <a href='tel:4342630007'>434-263-0007</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/outback-brew-house-image1_3mAJkqmbA,"Beer glass with logo outdoors, blue sky, string lights in background.",,,,,,,,https://www.facebook.com/Outbackbrew,434-263-0007,"7995 Thomas Nelson Hwy Lovingston, VA 22949",,2024-05-20,2024-06-13,,,,,,,,,,,,,,,"Beer, Live Music",FALSE,https://www.google.com/maps/search/?api=1&query=7995+Thomas+Nelson+Hwy+Lovingston%2C+VA+22949,False,,,37.7452542,-78.8855238,,,,,,,,,,
"Three Notch’d Brewery, Distillery & Craft Kitchen",three-notchd-brewery-distillery-craft-kitchen-nelson-county,Breweries & Cideries,taste,Nellysford,"Three Notch'd Brewery, Distillery & Craft Kitchen on Route 151 unites beer, spirits, and a from-scratch kitchen featuring beer-infused plates, kids items, and gluten-free options, with leashed dogs welcome on the patio.","<p>Located off the historic highway 151, our Nelson County location houses our Brewery, Distillery and Craft Kitchen. More than a typical brewpub, we specialize in creating locally-sourced, beer-infused dishes designed to compliment the season as well as what’s on tap. Our full bar and craft cocktail menu pair perfectly with fare ranging from southern classics to modern favorites. You’ll find something for everyone at Three Notch’d with our robust offerings, including a kid’s menu, gluten-free and vegetarian options. *Well-behaved, leashed animals are welcome outside. 2461 Rockfish Valley Hwy Nellysford, VA 22958 <br><br><strong>Phone:</strong> <a href='tel:4342260020'>434-226-0020</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/three-notch-d-brewery-distillery-craft-kitchen-image1_0-OUbAArR3,Assorted colorful beer cans displayed outdoors near a wooden building.,,,,,,,,https://threenotchdbrewing.com/pages/151,434-226-0020,"2461 Rockfish Valley Hwy Nellysford, VA 22958",,2024-05-20,2024-05-20,,,,,,,,,,,,,,,"Bar, Beer",FALSE,https://www.google.com/maps/search/?api=1&query=2461+Rockfish+Valley+Hwy+Nellysford%2C+VA+22958,False,,,37.888408,-78.8801264,,,,,,,,,,
Wild Man Dan Brewery,wild-man-dan-brewery,Breweries & Cideries,taste,Afton,"Barn brewery pouring award-winning micro batches and offering homebrew workshops with Dan and his mountain porch hospitality. Wild Man Dan Brewery is Virginia's tiniest production brewery, where Dan brews award-winning small batches in his barn and happily teaches visitors the art of ale making while they sample Chai-Laxin or Dark Matter IPA.","<p>Dan brews award winning home crafted ales and enjoys teaching you to do the same. “I brew in my barn every week, and if you want to learn…come join me.” Dan has spent years perfecting his award winning brews…Chai-Laxin and Dark Matter IPA and he is always eager to share his brew techniques with you. He has retired from his day job and WildManDan Brewery is officially the smallest production brewery in Virginia. Really. Great. Small Batch. Beer. 279 Avon Road Afton, VA 22920 <br><br><strong>Phone:</strong> <a href='tel:5407981781'>540-798-1781</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/wild-man-dan-brewery-image1_k5KRI9nIU,"Brick house with white porch, surrounded by trees and blooming flowers.",,,,,,,,https://www.wmdb3.com/,540-798-1781,"279 Avon Road Afton, VA 22920",,2024-05-20,2024-06-12,,,,,,,,,,,,,,,Beer,FALSE,https://www.google.com/maps/search/?api=1&query=279+Avon+Road+Afton%2C+VA+22920,False,,,37.9861334,-78.8375753,,,,,,,,,,
Wood Ridge Farm Brewery,wood-ridge-farm-brewery,Breweries & Cideries,taste,Lovingston,Estate farm brewery malting its own grains for 'dirt-to-glass' beers served with panoramic views of the Lovingston countryside. Wood Ridge Farm Brewery lives its 'dirt to glass' motto by growing grain...,"<p>From Dirt To The Glass Brewery Here at Wood Ridge Farm Brewery in Lovingston, VA, the beer is crafted with the wholesome philosophy of being more than just a farm Brewery. The farm supplies the majority of ingredients, starting with the spring water and grains that are grown in the fields that surround the brewery. We stay true to the farm, true to being legitimately local, and true to bringing out the sense of place by crafting unique flavors and classic styles with our custom malt house and roasting operations. We recommend that you make yourself at home, soak it all in, and enjoy your uniquely nourishing experience ” From Dirt To Glass”. We hope you relish in the fruits of our labor as much as we enjoyed crafting it. Cheers! <div class='fusion-text fusion-text-2'> 165 Old Ridge Rd Lovingston, VA 22949 <br><br><strong>Phone:</strong> <a href='tel:4345317362'>434-531-7362</a> </div> <div class='fusion-text fusion-text-3'> </div></p>",,https://ik.imagekit.io/OE/nelson-county/listings/wood-ridge-farm-brewery-image1_Bi7zpuZf1,"Wooden 'LOVE' sign with sunset backdrop, couple walking towards a garden.",,,,,,,,https://woodridgefarmbreweryva.com/,434-531-7362,"165 Old Ridge Rd Lovingston, VA 22949",,2024-05-19,2024-06-13,,,,,,,,,,,,,,,"Beer, Farm",FALSE,https://www.google.com/maps/search/?api=1&query=165+Old+Ridge+Rd+Lovingston%2C+VA+22949,False,,,37.8401119,-78.82370019999999,,,,,,,,,,
Devils Backbone Distilling Co.,devils-backbone-distilling-co,Distilleries,taste,Roseland,"On-site craft distillery at Devils Backbone Basecamp serving small-batch gin, rum, and brandy cocktails in a lounge and covered patio setting. Devils Backbone Distilling Co.","<p>Devils Backbone Distilling Co. is the newest addition the Basecamp Brewpub &amp; Meadows in Nelson County, VA. Distilling rum, fine brandy, and gin, Matt Casto, Manager of Distilling Operations is extending Devils Backbone experimentation and innovation. The new distillery features a Distillery Lounge serving Devils Backbone beers and crafted cocktails made with our signature spirits produced on site. There is also a covered patio to cozy up and enjoy your crafted cocktail. 35 Mosbys Run<br>

Roseland, VA 22967<br>

<br><br><strong>Phone:</strong> <a href='tel:4343611001'>434-361-1001</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/devils-backbone-distilling-co--image1_kkqc1tAn6,"People relax outdoors on wooden chairs under sunny skies, surrounded by trees.",,,,,,,,https://www.dbbrewingcompany.com/,434-361-1001,,,2024-05-20,2024-05-20,,,,,,,,,,,,,,,"Cocktails, Spirits, Beer",FALSE,,False,,,,,,,,,,,,,,
Silverback Distillery,silverback-distillery,Distilleries,taste,Afton,"Silverback Distillery is a mother-daughter team crafting award-winning spirits with local grains and mountain water, pouring cocktail flights and barrel-smoked drinks in Afton. Silverback Distillery—the nation's only mother-daughter distilling duo—crafts award-winning gin, rye, bourbon, and honey liqueur in the Blue Ridge, offering tasting flights, smoked cocktails, and bottle sales in its Roseland stillhouse.","<p>Silverback Distillery is the only mother-daughter distilling duo in the nation crafting high-quality, award-winning spirits. From the refreshing, citrus-forward Strange Monkey Gin to real honey-liqueur infused Blackback Rye Whiskey to the “ultimate butterscotch bomb” Blackback Bourbon, Silverback Distillery strives to produce distinct, flavorful spirits from a unique mix of local grains, mountain water and good ol’ American craft(woman)ship. With production facilities and tasting rooms in both the Pocono region of Pennsylvania and in the Blue Ridge Mountains of Virginia, Silverback offers a unique visitor experience. From mini cocktail flights, barrel smoked cocktails, or whiskey served neat, however you fancy your tasting, our distillery offers a chest-thumping good time. Silverback is the nick-name given to Christine’s husband, Denver, by their three wonderful, wise-ass daughters. His early graying hair, overprotective demeanor and generally grumpy attitude (although sprinkled with unbridled exuberance) contributed to the name. 9520 Rockfish Valley Highway Afton, VA 22920 <br><br><strong>Phone:</strong> <a href='tel:5404567070'>540-456-7070</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/silverback-distillery-image1_RBNd85uTW,"Blue building with lit windows, dusk sky, parking lot, and surrounding trees.",,,,,,,,https://www.sbdistillery.com/,540-456-7070,"9520 Rockfish Valley Highway Afton, VA 22920",,2024-05-20,2024-06-12,,,,,,,,,,,,,,,"Cocktails, Spirits, Wine",FALSE,https://www.google.com/maps/search/?api=1&query=9520+Rockfish+Valley+Highway+Afton%2C+VA+22920,False,,,37.9737551,-78.83196380000001,,,,,,,,,,
Virginia Distillery Co.,virginia-distillery-co,Distilleries,taste,Lovingston,Virginia Distillery Co. The original 30 acres was donated by Mr.,"<p>Our American single malt whisky is crafted in the heart of Virginia’s Blue Ridge Mountains, showcasing both New and Old World whisky-making. The Virginia Whisky Experience tour offers an in-depth look at whisky making and features our whisky museum, production facility, and cask house. 299 Eades Lane Lovingston, VA 22949 <br><br><strong>Phone:</strong> <a href='tel:4342852900'>434-285-2900</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/virginia-distillery-co--image1_eCbxehNaH,"Stone gate entrance to a large white house, surrounded by trees and hills.",,,,,,,,https://vadistillery.com/,434-285-2900,"299 Eades Lane Lovingston, VA 22949",,2024-05-20,2024-06-13,,,,,,,,,,,,,,,"Museum, Tours",FALSE,https://www.google.com/maps/search/?api=1&query=299+Eades+Lane+Lovingston%2C+VA+22949,False,,,37.7823765,-78.86295799999999,,,,,,,,,,
Allen Creek Nature Preserve,allen-creek-nature-preserve,Hikes & Trails,outdoor,Wintergreen,"Allen Creek Nature Preserve is a 0.7-mile, family-friendly Wintergreen loop through a rare high-elevation wetland, complete with interpretive guides describing the braided streams and northern plant species that thrive there.","<p><div class='fusion-text fusion-text-1 fusion-text-no-margin'> <strong>Miles:</strong> 0.7 <strong>Blaze Color:</strong> Yellow <strong>Difficulty Level:</strong> EASY <strong>Directions:</strong> <a href='https://www.google.com/maps/place/Allen+Creek+Nature+Preserve/@37.8994654,-78.8655118,216m/data=!3m1!1e3!4m6!3m5!1s0x89b36fa68418850f:0xedd52f8e54379b98!8m2!3d37.8994682!4d-78.8651706!16s%2Fg%2F11vbyb8c8y?entry=ttu'>Google Maps</a> Google Maps </div> This nature preserve in the middle of Wintergreen’s community is one of the most unique environments on the mountain. The high elevation wetland with braided streams features northern plant species. It is a favorite with families and can be accompanied by a Nature Preserve Guide found at the trail entrance or at Trillium House.</p>",,https://ik.imagekit.io/OE/nelson-county/listings/allen-creek-nature-preserve-image1_hUFD6CEWI,Purple violets amidst green leaves and grass on forest floor.,,,,,,,,,,,,2024-05-22,2024-07-29,"https://www.google.com/maps/place/Allen+Creek+Nature+Preserve/@37.8994654,-78.8655118,216m/data=!3m1!1e3!4m6!3m5!1s0x89b36fa68418850f:0xedd52f8e54379b98!8m2!3d37.8994682!4d-78.8651706!16s%2Fg%2F11vbyb8c8y?entry=ttu",https://www.youtube.com/watch?v=VtiRHsUcEuE,https://www.google.com/maps/d/viewer?mid=1OgGZeph6Q78QSF1sr9C2HSv6AVH6Xuvo&ll=37.920842%2C-78.94760400000001&z=13,Interactive Trail Map,,,,,,,,,,,"Hiking, Family Friendly",FALSE,"https://www.google.com/maps/place/Allen+Creek+Nature+Preserve/@37.8994654,-78.8655118,216m/data=!3m1!1e3!4m6!3m5!1s0x89b36fa68418850f:0xedd52f8e54379b98!8m2!3d37.8994682!4d-78.8651706!16s%2Fg%2F11vbyb8c8y?entry=ttu",False,https://www.youtube.com/watch?v=VtiRHsUcEuE,,,,,,,,,,,,,
Appalachian Trail from Rt 56 to Harpers Creek,appalachian-trail-from-rt-56-to-harpers-creek,Hikes & Trails,outdoor,Tyro,"2.6-mile Appalachian Trail segment from VA Route 56 over the Tye River swinging bridge to Harpers Creek Shelter with laurel, rhododendron, and creekside campsites.","<p><div class='fusion-text fusion-text-1 fusion-text-no-margin'> <strong>Miles:</strong> 2.6 <strong>Difficulty Level:</strong> Moderate </div> A 2.6-mile moderate hike along the Appalachian Trail traverses a wooden Swinging Bridge over the Tye River, and travels through stands of mountain laurel and rhododendron to the Harpers Creek Shelter (AT) and Harper’s Creek, where the water gurgles through the large cascading rocks. Multiple campsites are on each side of the creek, and there’s a vault toilet up the hill from the shelter. <br><br><strong>Directions:</strong> From State Route 56 at Crabtree Falls: Take SR 56 east for approximately 3-4 miles. The Appalachian Trail crosses SR 56 and a AT parking lot is available to the right (South side) of SR 56. Head across the street from the parking lot (North) on the AT across the Swinging Bridge, and continue up the trail towards Harper’s Creek Shelter.<strong> </strong></p>",,https://ik.imagekit.io/OE/nelson-county/listings/appalachian-trail-from-rt-56-to-harpers-creek-image1_zH8UGdn8C,Wooden suspension bridge through colorful autumn forest with rocky foreground.,,,,,,,,,,,,2024-05-22,2024-06-22,,,https://ik.imagekit.io/OE/nelson-county/Documents/Nelson-County-Hiking-Trails-Harpers-Creek-Final.pdf,Harpers Creek Trail Map,https://www.google.com/maps/d/viewer?mid=1OgGZeph6Q78QSF1sr9C2HSv6AVH6Xuvo&ll=37.920842%2C-78.94760400000001&z=13,Trail Map,,,,,,,,,"Appalachian Trail, Hiking, Parking",FALSE,,False,,,,,,,,,,,,,,
Blackrock Trail,blackrock-trail,Hikes & Trails,outdoor,Wintergreen,"0.8-mile red-blazed climb on a south-facing slope showcasing mountain laurel, rose azalea, and pedlar gneiss outcrops with connections to Pedlars Edge Trail. Blackrock Trail is a steep 0.8-mile red-blazed climb over pedlar gneiss outcrops where chestnut oak, mountain laurel, and table mountain pine cling to dry slopes—rewarding hikers with rugged views each June bloom season.","<p><div class='fusion-text fusion-text-1 fusion-text-no-margin'> <strong>Miles:</strong> 0.8 <strong>Blaze Color:</strong> Red <strong>Difficulty Level:</strong> Difficult <strong>Directions:</strong> <a href='https://www.google.com/maps/dir//37.910033,-78.935035/@37.910469,-79.0048087,12z'>Google Maps</a> Google Maps </div> Blackrock Trail is located on a south-facing slope, which promotes the dry, thin soils along the pedlar gneiss rock formations. Mountain laurel, blueberry, and rose azalea thrive in this harsh environment and are in bloom during June. The dominant tree species found along the trail are chestnut oak and table mountain pine; note the way the southwest winds shape these pines. It connect to the Pedlars Edge Trail. <strong>Use caution in winter. </strong></p>",,https://ik.imagekit.io/OE/nelson-county/listings/blackrock-trail-image1_icsrDn5Xh,Forest trail with rocks and dense green foliage surrounding trees.,,,,,,,,,,,,2024-05-22,2024-06-22,"https://www.google.com/maps/dir//37.910033,-78.935035/@37.910469,-79.0048087,12z",https://www.youtube.com/watch?v=TrcrOdSjQwQ,https://www.google.com/maps/d/viewer?mid=1OgGZeph6Q78QSF1sr9C2HSv6AVH6Xuvo&ll=37.920842%2C-78.94760400000001&z=13,Trail Map,,,,,,,,,,,"Hiking, Scenic Views",FALSE,"https://www.google.com/maps/dir//37.910033,-78.935035/@37.910469,-79.0048087,12z",False,https://www.youtube.com/watch?v=TrcrOdSjQwQ,,,,,,,,,,,,,
