id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image2,image2Desc,image3,image3Desc,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
204,Freshwater Field Cabin,freshwater-field-cabin,Cabins & Cottages,stay,Lovingston,"Freshwater Field Cabin is a private retreat situated on a secluded farm in a serene mountain hollow, just 5 miles from Route 29. With rustic charm and comfortable amenities, it invites you to explore hiking trails, watch horses graze in the fields, and venture to nearby attractions in Lynchburg, Charlottesville, and Wintergreen. Perfect for nature lovers looking for tranquility and adventure.",,,https://ik.imagekit.io/OE/nelson-county/listings/freshwater-field-cabin-image1_GaffeUlSd,"Red two-story house with patio furniture, umbrella, and trees in background.",https://ik.imagekit.io/OE/nelson-county/listings/freshwater-field-cabin-image2_Vvm1QAsB9,"Blue sofa in cozy room with fireplace, decorative rug, and wooden elements.",,,,,"Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Farm; Cabins; Equestrian; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949
205,Four Elements Farm,four-elements-farm,Whole House Rentals,stay,Roseland,"Four Elements Farm is a charming farmhouse set on 116 acres near Wintergreen, providing breathtaking views and a peaceful retreat. Guests can unwind in the hot tub, swim or fish in the serene pond, and enjoy the company of friendly goats and ducks. This idyllic location is ideal for family gatherings, just minutes from local breweries and wineries.",,,https://ik.imagekit.io/OE/nelson-county/listings/four-elements-farm-image1_wcYZqjjij,Pond surrounded by trees with house in the background under blue sky.,https://ik.imagekit.io/OE/nelson-county/listings/four-elements-farm-image2_bzJusRdqT,"Cozy living room with sofas, patterned rug, stone fireplace, and wood-paneled ceiling.",,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Lodging; Farm; Pet Friendly; Cabins,FALSE,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
206,Time to Wine Down,time-to-wine-down,Whole House Rentals,stay,Afton,"Time to Wine Down is a charming five-bedroom retreat located in Afton, VA, set on two tranquil acres. Guests can enjoy the blend of modern comforts and vintage appeal with dual living rooms, an air hockey game room, and a lovely outdoor space featuring a fire pit and dining area. Explore nearby wineries along the Route 151 Wine & Brew Trail or embark on outdoor adventures in Shenandoah National Park for unforgettable moments with family and friends.",,,https://ik.imagekit.io/OE/nelson-county/listings/time-to-wine-down-image1_fT10VW1Dd,"White house with black roof, driveway, surrounded by green trees and lawn.",https://ik.imagekit.io/OE/nelson-county/listings/time-to-wine-down-image2_bBVJXZfT0,"Cozy living room with gray sofa, armchairs, fluffy ottoman, and ceiling fan.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Outdoor Seating; Wine; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
207,Love Afton Cabin,love-afton-cabin,Cabins & Cottages,stay,Afton,"Love Afton Cabin is a breathtaking 5-bedroom retreat set on 11.5 acres in Afton, featuring stunning mountain views and a private fishing pond. Accommodating up to 16 guests, it boasts spacious living areas, a game-packed garage, and outdoor amenities like a hot tub, sauna, and fire pit—ideal for family gatherings and unforgettable adventures.",,,https://ik.imagekit.io/OE/nelson-county/listings/love-afton-cabin-image1_IwkNAdICu,Hot tub with bubbling water overlooking lush green forest and mountains.,https://ik.imagekit.io/OE/nelson-county/listings/love-afton-cabin-image2_P9fzatXa5-,Spacious wooden living room with large windows and cozy furniture.,,,,,"5495 Mountain Road, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=5495%20Mountain%20Road%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Cabins; Lodging; Water Sports; Fishing,FALSE,https://www.google.com/maps/dir/?api=1&destination=5495%20Mountain%20Road%2C%20Afton%2C%20VA%2022920
208,Meili Mountain,meili-mountain,Whole House Rentals,stay,Nelson County,"Meili Mountain is a charming whole house rental in Tyro, where you can unwind in a serene creekside setting. Perfect for leave-no-trace camping and outdoor adventures, this pet-friendly retreat is conveniently located near Nelson County trails, making it an ideal choice for nature lovers seeking a peaceful getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/meili-mountain-image1_n3-A_-AKC,Small cabin in lush forest with sunlight filtering through trees.,https://ik.imagekit.io/OE/nelson-county/listings/meili-mountain-image2_HMlw7x_vw,Blue cabin in lush green forest clearing with firepit and wooden deck.,,,,,"Nelson County, VA",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nelson%20County%2C%20VA,,,,,,,,,,,,,,Scenic Views; Pet Friendly,FALSE,https://www.google.com/maps/dir/?api=1&destination=Nelson%20County%2C%20VA
209,Adventure Awaits,adventure-awaits,Whole House Rentals,stay,Roseland,"Adventure Awaits is a pet-friendly retreat located just two minutes from the ski lifts at Wintergreen Resort. This spacious home features luxurious accommodations, including three king beds, a bunk room, and two master suites. Enjoy amenities such as a hot tub and outdoor fire pit, while nearby hiking trails, breweries, and breathtaking Blue Ridge Mountain views invite exploration. Your unforgettable getaway is just a booking away!",,,https://ik.imagekit.io/OE/nelson-county/listings/adventure-awaits-image1_OIGAS5SOy,"Dark house with warm lights, surrounded by trees, gravel driveway in foreground.",https://ik.imagekit.io/OE/nelson-county/listings/adventure-awaits-image2_S-y5X3SnV,"Living room with staircase, colorful chairs, patterned furniture, large windows, wooden floor.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Pet Friendly; Scenic Views; Skiing,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
210,Wintergreen Ridge Retreat,wintergreen-ridge-retreat,Whole House Rentals,stay,Wintergreen Resort,"Wintergreen Ridge Retreat is a spacious mountain home located just 3 minutes from the ski slopes and snow tubing at Wintergreen Resort, VA. Accommodating up to 10 guests, the retreat features 3 cozy bedrooms, a loft with bunk beds, and multiple bathrooms for convenience. Enjoy year-round adventures, from skiing to hiking, while relaxing in a serene setting that’s perfect for families and groups alike.",,,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-ridge-retreat-image1_Po9HDslHo,"Spacious living room with brown leather sofas, large windows, and wooden ceiling.",https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-ridge-retreat-image2_CN_I0Hhgb,"Rustic house with peaked roof, surrounded by bare trees and autumn leaves.",,,,,"Wintergreen Resort, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Pet Friendly,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958
211,Maren Estate,maren-estate,Cabins & Cottages,stay,Afton,"Maren Estate is a luxurious 7,200-square-foot retreat located on a picturesque 50-acre farm in Afton. This stunning getaway accommodates up to 14 guests and features a seasonal pool, year-round hot tub, bocce ball court, and a charming beer garden. Guests can relish breathtaking views of the Rockfish Valley while exploring nearby vineyards and breweries, making it an ideal spot for family gatherings or group retreats. Pet-friendly amenities enhance the experience for everyone.",,,https://ik.imagekit.io/OE/nelson-county/listings/maren-estate-image1_XH7pGtdID,"Rolling hills with autumn trees, house, and small pond under clear sky.",https://ik.imagekit.io/OE/nelson-county/listings/maren-estate-image2_pMkBseFcr,"Spacious living room with large windows, wooden beams, and elegant furniture.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Pool; Seasonal Menu; Beer; Pet Friendly; Cabins; Lodging; Farm,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
212,The Blue Ridge Farm and Wedding Venue,the-blue-ridge-farm-and-wedding-venue,Cabins & Cottages,stay,Afton,"The Blue Ridge Farm and Wedding Venue offers a captivating blend of rustic charm and modern elegance on six picturesque acres. With stunning vineyard views and a beautifully renovated farmhouse, guests can enjoy a comfortable stay near the scenic Brew Ridge Trail. Perfect for weddings or relaxing getaways, The Blue Ridge Farm guarantees an unforgettable experience.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-blue-ridge-farm-and-wedding-venue-image1_0AvR3Ceow,"Ornate design with text: 'The Blue Ridge Farm, Historic Afton, Virginia.'",https://ik.imagekit.io/OE/nelson-county/listings/the-blue-ridge-farm-and-wedding-venue-image2_CfQ2xHiVQ,"Gray living room with sectional sofa, colorful pillows, and patterned rug.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Lodging; Wine; Scenic Views; Events; Pet Friendly; Cabins,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
213,"Acorn Inn, Inc (Cottage, B&B and Group Retreat)",acorn-inn-inc-cottage-bb-and-group-retreat,Bed and Breakfast,stay,Faber,"Acorn Inn, Inc (Cottage, B&B and Group Retreat) features a historic inn that once served as a horse barn, offering ten unique bedrooms, communal spaces, and kitchenettes. The cozy pet-friendly Cottage includes a full kitchen and living area, while the Farmhouse, with three queen bedrooms, is available for groups when the other accommodations are booked. Since 1987, hosts Martin and Kathy have created a welcoming space filled with their artwork and inspired by local artisans.",,,https://ik.imagekit.io/OE/nelson-county/listings/acorn-inn-inc-cottage-b-b-and-group-retreat--image1_sxiLMGTZT,Double rainbow over red house on grassy hill with trees.,https://ik.imagekit.io/OE/nelson-county/listings/acorn-inn-inc-cottage-b-b-and-group-retreat--image2_IvbaTRLO3,"Cozy living room with colorful seating, fireplace, and decorative wall art.",,,,,"2131 Stagebridge Road, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=2131%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Lodging; Outdoor Seating; Breakfast; Pet Friendly; Farm,FALSE,https://www.google.com/maps/dir/?api=1&destination=2131%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2022949
214,Cottage at Old Stoney Creek,cottage-at-old-stoney-creek,Cabins & Cottages,stay,Nellysford,"Cottage at Old Stoney Creek is a charming 2-bedroom, 1-bath retreat in Nellysford, perfect for outdoor enthusiasts. Spend your days hiking trails, visiting nearby wineries, or skiing at Wintergreen. After an adventure, relax in the hot tub or enjoy the forest views from the deck and fire pit, creating memories in a tranquil setting.",,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-at-old-stoney-creek-image1_-cveHGW-G,Stone archway leading to cottage surrounded by trees.,https://ik.imagekit.io/OE/nelson-county/listings/cottage-at-old-stoney-creek-image2_L5kBeLggY,"Rustic dining area with wooden walls, table setting, and wicker light fixture.",,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Outdoor Seating; Cabins; Lodging; Tastings; Beer,FALSE,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
215,Blue Ridge Heaven,blue-ridge-heaven,Cabins & Cottages,stay,Roseland,"Blue Ridge Heaven is a stunning 3,200-square-foot retreat perched atop Devils Knob at Wintergreen Resort, offering breathtaking long-range views from 3,800 feet. With three expansive decks, a modern kitchen, and two cozy family rooms featuring smart TVs and stone fireplaces, it perfectly blends luxury and comfort. Ideally located near skiing, hiking, and local breweries, this beautifully renovated home serves as your gateway to Virginia's Blue Ridge Mountains.",,,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-heaven-image1_nnjCOh4aN,"Two-story house with large windows, wooden decks, surrounded by autumn trees.",https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-heaven-image2_ssf3n-xI5,"Pink armchair by large windows, overlooking mountains and trees, stone fireplace nearby.",,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Outdoor Seating; Full Kitchen; Scenic Views; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
216,Dancing Bear Lodge,dancing-bear-lodge,Cabins & Cottages,stay,Roseland,"Dancing Bear Lodge is a spacious 2,000-square-foot cabin located in Roseland, VA, set on 38 acres of serene landscape. Accommodating up to 10 guests, it features breathtaking mountain views, a cozy stone fireplace, and modern amenities. Guests can explore nearby wineries, breweries, and winter sports at Wintergreen Resort, all while enjoying the tranquility of nature.",,,https://ik.imagekit.io/OE/nelson-county/listings/dancing-bear-lodge-image1_WfWOItua8,Wooden chairs around fire pit with mountain view and string lights overhead.,https://ik.imagekit.io/OE/nelson-county/listings/dancing-bear-lodge-image2_4I1Ptj2TAz,"Cozy living room with stone fireplace, wooden beams, and large windows with mountain view.",,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Cabins; Pet Friendly; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
217,Windy Knoll,windy-knoll,Cabins & Cottages,stay,Afton,"Windy Knoll is a private retreat set on 3.5 tranquil acres in Afton, offering breathtaking mountain views and a peaceful atmosphere. Enjoy mornings on the expansive front porch, where deer often wander by, or cozy up in the inviting living room by the gas fireplace. The spacious kitchen is well-equipped for preparing meals after a day of hiking, and the loft suite features a queen and double bed, ensuring comfort for families and nature lovers alike.",,,https://ik.imagekit.io/OE/nelson-county/listings/windy-knoll-image1_YMhCRi9RI,"A-frame house on grassy hill, surrounded by trees, with red chairs.",https://ik.imagekit.io/OE/nelson-county/listings/windy-knoll-image2_ekh9xyCUA,"Cozy living room with fireplace, rustic decor, abstract table, and patterned armchairs.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Lodging; Outdoor Seating; Full Kitchen; Wi-Fi; Pet Friendly; Cabins,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
218,Creekside,creekside,Cabins & Cottages,stay,Afton,"Creekside is a serene cabin in Afton, situated just minutes from the 151 Brew Trail and Wintergreen Resort. Enjoy breathtaking mountain views from your private hot tub, gather around the fire pit for marshmallow roasting, or relax on the spacious sectional sofa while watching a movie on the 65"" 4K TV. With a fully equipped kitchen and speedy Wi-Fi, it caters to both leisure and remote work. Family adventures await at the nearby creek, perfect for birdwatching and outdoor fun!",,,https://ik.imagekit.io/OE/nelson-county/listings/creekside-image1_aYCukyO2u,"Living room with gray sectional sofa, foosball table, and ceiling fan.",https://ik.imagekit.io/OE/nelson-county/listings/creekside-image2_OqaqMlT4e,House beside large tree under clear blue sky with scattered clouds.,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,EV Charging; Wi-Fi; Full Kitchen; Scenic Views; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
219,Cottage on Route 151,cottage-on-route-151,Cabins & Cottages,stay,Afton,"Cottage on Route 151 is a charming one-bedroom retreat in Afton, where relaxation and adventure intertwine. With a hot tub, fire pit, and breathtaking mountain views, this cozy escape is ideal for couples. Explore nearby wineries, breweries, and scenic trails, all just 25 minutes from Charlottesville, and immerse yourself in the beauty of the Blue Ridge Parkway.",,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-route-151-image1_0fxNlKP6n,Two black rocking chairs on porch with white door and welcome mat.,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-route-151-image2_33SDRIRPn,"Modern living room with gray sofa, green chairs, large windows, and abstract artwork.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Cabins; Lodging; Beer,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
220,Farmhouse on Route 151,farmhouse-on-route-151,Cabins & Cottages,stay,Afton,"Farmhouse on Route 151 is a delightful 1904 retreat, conveniently located near wineries, breweries, and scenic hiking trails, just 25 minutes from Wintergreen Resort. With three inviting bedrooms featuring luxurious memory foam mattresses, fast Wi-Fi, and a cozy gas fireplace, relaxation is just a step away. Explore the spacious 2-acre property and gather around the large stone fire pit, making it an ideal getaway for nature enthusiasts and those in search of peace. Pet-friendly and exuding rustic charm, this farmhouse promises a memorable escape.",,,https://ik.imagekit.io/OE/nelson-county/listings/farmhouse-on-route-151-image1_tMNu0xtEQ,"White two-story house with dark shutters, porch, surrounded by trees.",https://ik.imagekit.io/OE/nelson-county/listings/farmhouse-on-route-151-image2_fbyPbAxy3,"Cozy living room with wooden walls, fireplace, large windows, and gray sectional sofa.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Wi-Fi; Scenic Views; Farm,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
221,The Castor Cabin,the-castor-cabin,Cabins & Cottages,stay,Wintergreen Resort,"The Castor Cabin is a newly renovated, dog-friendly mountain retreat featuring modern amenities and a fire pit. It offers easy access to Nelson County trails, making it perfect for hikers and their furry companions.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-castor-cabin-image1_cqIt5sAan,"Modern grey house with wooden porch among trees, sunlight peeking through.",https://ik.imagekit.io/OE/nelson-county/listings/the-castor-cabin-image2_4CZruqXbt,"Cozy living room with stone fireplace, large windows, and brown leather sofas.",,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Cabins; Family Friendly; Pet Friendly; Outdoor Seating; Full Kitchen; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
222,Rocky Run Landing,rocky-run-landing,Cabins & Cottages,stay,Arrington,"Rocky Run Landing is a cozy cabin along the tranquil Tye River, located just two miles from where it meets the James River. Spanning 800-900 sq. ft., this pet-friendly retreat features private water access ideal for fishing or paddling. Enjoy stunning riverside views and unwind in the peaceful surroundings of Arrington.",,,https://ik.imagekit.io/OE/nelson-county/listings/rocky-run-landing-image1_gINRNtOFt,Wooden cabin with chimney in snowy forested area under clear sky.,https://ik.imagekit.io/OE/nelson-county/listings/rocky-run-landing-image2_7i02_HymO,"Cozy room with wood stove, patterned sofas, and dreamcatcher on wall.",,,,,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Cabins; Scenic Views; Pet Friendly; Lodging; Water Sports; Fishing,FALSE,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976
223,Cottage on the Knoll,cottage-on-the-knoll,Cabins & Cottages,stay,Lovingston,"Cottage on the Knoll is a charming getaway in the heart of Nelson County, blending modern comfort with rustic appeal. This spacious retreat features three bedrooms, two baths, a fully stocked kitchen, and a cozy recreation room. Enjoy nearby hiking trails, craft beverage routes, and breathtaking mountain views, or unwind by the fire pit and take a dip in the pool. Just 30 minutes from Charlottesville and Wintergreen Resort, it’s perfect for families and nature enthusiasts alike.",,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-the-knoll-image1_mv6ZTLPw7,House with wooden porch surrounded by lush green trees and grass.,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-the-knoll-image2_DoS1nsCEV,"Living room with red ceiling, leather sofa, large windows, and wooden floors.",,,,,"Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Full Kitchen; Outdoor Seating; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949
224,High Lonesome Cabin,high-lonesome-cabin,Cabins & Cottages,stay,Tyro,"High Lonesome Cabin, nestled in the Virginia Blue Ridge Mountains, offers a serene escape on 20 secluded acres near the Appalachian Trail and Crabtree Falls. Enjoy rustic charm with a cozy woodstove, a wraparound porch, and a spiral staircase leading to a loft. With outdoor adventures at your doorstep and modern comforts inside, it's the perfect retreat for nature lovers and relaxation seekers alike. Pet-friendly and well-equipped, your mountain getaway awaits!",,,https://ik.imagekit.io/OE/nelson-county/listings/high-lonesome-cabin-image1_djDBX9367,"Rustic wooden cabin with antlers, surrounded by lush green forest.",https://ik.imagekit.io/OE/nelson-county/listings/high-lonesome-cabin-image2_DLPUy876p,"Cozy wooden cabin with stone fireplace, TV, and rustic kitchen area.",,,,,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Pet Friendly; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976
225,The Lewis Catherine House,the-lewis-catherine-house,Cabins & Cottages,stay,Afton,There’s something to do in Afton every season of the year.,,,https://ik.imagekit.io/OE/nelson-county/listings/the-lewis-catherine-house-image1_S3LH8LdUZ,"White farmhouse with porch, surrounded by green grass and yellow flowers.",https://ik.imagekit.io/OE/nelson-county/listings/the-lewis-catherine-house-image2_TXEGOJTqV,"Long wooden dining table with chandelier, chairs, and bright kitchen in background.",,,,,"1470 Afton Mountain Road, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=1470%20Afton%20Mountain%20Road%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Full Kitchen; Pet Friendly; Cabins; Lodging; Farm,FALSE,https://www.google.com/maps/dir/?api=1&destination=1470%20Afton%20Mountain%20Road%2C%20Afton%2C%20VA%2022920
226,Glenbrae,glenbrae,Cabins & Cottages,stay,Afton,"Glenbrae is a stylish five-bedroom retreat just off Route 151, only a mile from Afton Mountain Vineyards. Guests will be captivated by breathtaking mountain views and a fully fenced backyard, perfect for children and pets. The spacious living areas, a cozy fire pit, and a Peloton-equipped office make it an ideal getaway for families, friends, or couples.",,,https://ik.imagekit.io/OE/nelson-county/listings/glenbrae-image1_6naMnjgzL,"Two-story house with porch, green lawn, and gravel driveway under blue sky.",https://ik.imagekit.io/OE/nelson-county/listings/glenbrae-image2_TmxackGj9,"Modern living room with blue sofa, large windows, and monochrome decor.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
227,Elk Mountain Overlook,elk-mountain-overlook,Whole House Rentals,stay,Afton,"Elk Mountain Overlook is a charming chalet just off the Blue Ridge Parkway, showcasing breathtaking mountain views and a cozy camp-themed interior. With two king bedrooms, a relaxing soaker tub, and a spacious deck, it’s an ideal retreat for adults seeking tranquility. Enjoy convenient access to Charlottesville and local vineyards, along with high-speed internet and a picturesque natural setting.",,,https://ik.imagekit.io/OE/nelson-county/listings/elk-mountain-overlook-image1_1DrelJ3ot,"House with mountains in background, surrounded by greenery under clear blue sky.",https://ik.imagekit.io/OE/nelson-county/listings/elk-mountain-overlook-image2_rFVPHxnYR,"Spacious living room with leather sofa, armchair, and modern decor.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Full Kitchen; Pet Friendly; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
228,Ethan's Den,ethans-den,Whole House Rentals,stay,Wintergreen Resort,"Ethan's Den is a charming whole house retreat situated in Wintergreen Resort. This beautifully crafted getaway features a striking live-edge oak breakfast bar, elegant granite countertops, and cozy leather sofas by the fireplace. Accommodating up to 3 guests, it boasts a luxurious queen bed, a twin pull-out sofa, and the warmth of radiant heated floors, blending elegance with rustic charm.",,,https://ik.imagekit.io/OE/nelson-county/listings/ethan-s-den-image1_HVu8A1W40,"House surrounded by trees, stone stairs lead to entrance, overcast sky.",https://ik.imagekit.io/OE/nelson-county/listings/ethan-s-den-image2_cmXPqoYQ1,"Two brown leather sofas, black ottoman, fireplace in cozy living room.",,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Breakfast; Bar; Pet Friendly,FALSE,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
229,The Mountain House INN,the-mountain-house-inn,Whole House Rentals,stay,Montebello,The Mountain House Inn is a remodeled two-story retreat on an 18-acre sunny mountain property offering quiet escapes near Montebello and Crabtree Falls.,,,https://ik.imagekit.io/OE/nelson-county/listings/the-mountain-house-inn-image1_14xY4wm22,"White house with black shutters, front porch, surrounded by trees and bushes.",https://ik.imagekit.io/OE/nelson-county/listings/the-mountain-house-inn-image2_sFnHTrV_p,"Glass doors with outside view; plaid chair, paintings, lamp, and water bottle inside.",,,,,"Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464
230,Sweet Afton,sweet-afton,Cabins & Cottages,stay,Afton,"Sweet Afton is a charming two-bedroom cottage nestled on 1.55 fenced acres in the heart of Afton, offering stunning mountain views. Ideal for wine enthusiasts and outdoor adventurers alike, it's just minutes from Veritas Winery and the Blue Ridge Tunnel Trail. Enjoy modern comforts, a welcoming fire pit, and porches perfect for savoring morning coffee or evening wine. Pet-friendly with high-speed internet, Sweet Afton is your perfect retreat!",,,https://ik.imagekit.io/OE/nelson-county/listings/sweet-afton-image1_m_yOnzFcR,"White house with metal roof, surrounded by green trees and landscaped garden.",https://ik.imagekit.io/OE/nelson-county/listings/sweet-afton-image2_9785_Norw,"Bright living room with sofa, chairs, TV, plants, wooden floor.",,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Cabins; Lodging,FALSE,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
