id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
215,Blue Ridge Heaven,blue-ridge-heaven,Cabins & Cottages,stay,Roseland,"Discover Blue Ridge Heaven, a stunning 3,200-square-foot retreat perched at 3,800 feet in Wintergreen. This beautifully renovated home features three expansive decks that offer breathtaking southern vistas, perfect for soaking in the serene mountain atmosphere. With modern interiors and ample space for relaxation, Blue Ridge Heaven invites you to unwind and experience the beauty of nature in comfort.",,,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-heaven-image1_nnjCOh4aN,"Two-story house with large windows, wooden decks, surrounded by autumn trees.",,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-heaven-image2_ssf3n-xI5,"Pink armchair by large windows, overlooking mountains and trees, stone fireplace nearby.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Outdoor Seating; Full Kitchen; Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
216,Dancing Bear Lodge,dancing-bear-lodge,Cabins & Cottages,stay,Roseland,"Dancing Bear Lodge is a 2,000-square-foot cabin set on 38 hilltop acres, featuring wall-to-wall windows and a large stone fireplace. It accommodates up to ten guests and offers stunning mountain vistas and beautiful sunrise views.",,,https://ik.imagekit.io/OE/nelson-county/listings/dancing-bear-lodge-image1_WfWOItua8,Wooden chairs around fire pit with mountain view and string lights overhead.,,https://ik.imagekit.io/OE/nelson-county/listings/dancing-bear-lodge-image2_4I1Ptj2TAz,"Cozy living room with stone fireplace, wooden beams, and large windows with mountain view.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Cabins; Pet Friendly; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
217,Windy Knoll,windy-knoll,Cabins & Cottages,stay,Afton,"Windy Knoll is a light-filled mountain home on 3.5 acres with large decks, full kitchen, and loft suite overlooking Afton greenery. Windy Knoll's light-filled living spaces spill onto broad decks overlooking 3.5 private acres, giving families a tranquil base camp close to Afton attractions.",,,https://ik.imagekit.io/OE/nelson-county/listings/windy-knoll-image1_YMhCRi9RI,"A-frame house on grassy hill, surrounded by trees, with red chairs.",,https://ik.imagekit.io/OE/nelson-county/listings/windy-knoll-image2_ekh9xyCUA,"Cozy living room with fireplace, rustic decor, abstract table, and patterned armchairs.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Lodging; Outdoor Seating; Full Kitchen; Wi-Fi; Pet Friendly; Cabins,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
218,Creekside,creekside,Cabins & Cottages,stay,Afton,"Escape to Creekside, a modern cabin nestled in the serene woods near Route 151, perfect for your Blue Ridge getaway. This inviting retreat features a private hot tub for soaking under the stars, an EV charger for eco-conscious travelers, and a cozy fire pit to gather around after a day of adventure. Rest easy on memory-foam beds for a rejuvenating night's sleep. With local breweries and scenic hiking trails just moments away, Creekside offers a blend of comfort and exploration, making it an ideal destination for nature lovers and craft beer enthusiasts alike.",,,https://ik.imagekit.io/OE/nelson-county/listings/creekside-image1_aYCukyO2u,"Living room with gray sectional sofa, foosball table, and ceiling fan.",,https://ik.imagekit.io/OE/nelson-county/listings/creekside-image2_OqaqMlT4e,House beside large tree under clear blue sky with scattered clouds.,,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,EV Charging; Wi-Fi; Full Kitchen; Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
219,Cottage on Route 151,cottage-on-route-151,Cabins & Cottages,stay,Afton,"Escape to the serene charm of Cottage on Route 151, also lovingly known as Towler Cottage. This cozy one-bedroom retreat offers stunning mountain views and a perfect blend of relaxation and adventure. Unwind in the inviting hot tub or gather around the fire pit under a starlit sky. Ideally located just minutes from Afton’s renowned wineries and breweries, as well as scenic hiking trails and the breathtaking Blue Ridge Parkway, this cottage is your gateway to year-round exploration. Whether you’re seeking a romantic getaway or an outdoor adventure, Towler Cottage is the perfect home base for your journey.",,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-route-151-image1_0fxNlKP6n,Two black rocking chairs on porch with white door and welcome mat.,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-route-151-image2_33SDRIRPn,"Modern living room with gray sofa, green chairs, large windows, and abstract artwork.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Cabins; Lodging; Beer,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
220,Farmhouse on Route 151,farmhouse-on-route-151,Cabins & Cottages,stay,Afton,"Discover the charm of this historic 1904 farmhouse, offering a cozy retreat with three bedrooms and modern amenities. Enjoy high-speed Wi-Fi and a gas fireplace, perfect for relaxing evenings. The expansive two-acre yard features a stone fire pit, ideal for gathering after a day of exploring nearby wineries along the picturesque wine trail. Experience comfort and tranquility in a setting rich with history.",,,https://ik.imagekit.io/OE/nelson-county/listings/farmhouse-on-route-151-image1_tMNu0xtEQ,"White two-story house with dark shutters, porch, surrounded by trees.",,https://ik.imagekit.io/OE/nelson-county/listings/farmhouse-on-route-151-image2_fbyPbAxy3,"Cozy living room with wooden walls, fireplace, large windows, and gray sectional sofa.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Wi-Fi; Scenic Views; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
221,The Castor Cabin,the-castor-cabin,Cabins & Cottages,stay,Wintergreen Resort,"The Castor Cabin is a newly renovated, dog-friendly mountain retreat featuring modern amenities and a fire pit. It offers easy access to Nelson County trails, making it perfect for hikers and their furry companions.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-castor-cabin-image1_cqIt5sAan,"Modern grey house with wooden porch among trees, sunlight peeking through.",,https://ik.imagekit.io/OE/nelson-county/listings/the-castor-cabin-image2_4CZruqXbt,"Cozy living room with stone fireplace, large windows, and brown leather sofas.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Cabins; Family Friendly; Pet Friendly; Outdoor Seating; Full Kitchen; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
222,Rocky Run Landing,rocky-run-landing,Cabins & Cottages,stay,Arrington,"Nestled along the picturesque banks of the Tye River, Rocky Run Landing offers a charming cabin escape for nature lovers and adventure seekers alike. With private access to the sparkling waters, guests can enjoy serene fishing spots or embark on a leisurely paddle. The cabin boasts stunning river views, perfect for unwinding after a day of outdoor fun. Immerse yourself in the tranquil beauty of this riverside retreat, where relaxation and adventure come together in perfect harmony.",,,https://ik.imagekit.io/OE/nelson-county/listings/rocky-run-landing-image1_gINRNtOFt,Wooden cabin with chimney in snowy forested area under clear sky.,,https://ik.imagekit.io/OE/nelson-county/listings/rocky-run-landing-image2_7i02_HymO,"Cozy room with wood stove, patterned sofas, and dreamcatcher on wall.",,,,,,,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Cabins; Scenic Views; Pet Friendly; Lodging; Water Sports; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976
223,Cottage on the Knoll,cottage-on-the-knoll,Cabins & Cottages,stay,Lovingston,"Cottage on the Knoll is a three-bedroom, two-bath home centrally located between Nelson 29 and 151 with updated kitchen and spacious living area. Whole house centrally located with private hot tub and pool.",,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-the-knoll-image1_mv6ZTLPw7,House with wooden porch surrounded by lush green trees and grass.,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-the-knoll-image2_DoS1nsCEV,"Living room with red ceiling, leather sofa, large windows, and wooden floors.",,,,,,,"Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Full Kitchen; Outdoor Seating; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949
224,High Lonesome Cabin,high-lonesome-cabin,Cabins & Cottages,stay,Tyro,"Nestled high on the rugged slopes of Priest Mountain near the Appalachian Trail, High Lonesome Cabin offers a tranquil retreat on 20 acres of pristine wilderness. This charming getaway features a wraparound porch, a cozy woodstove, and a unique spiral staircase leading to a loft sleeping area. With Crabtree Falls just a stone's throw away, outdoor enthusiasts will find endless opportunities for hiking and exploration. Experience the perfect blend of rustic charm and modern comfort in this idyllic escape.",,,https://ik.imagekit.io/OE/nelson-county/listings/high-lonesome-cabin-image1_djDBX9367,"Rustic wooden cabin with antlers, surrounded by lush green forest.",,https://ik.imagekit.io/OE/nelson-county/listings/high-lonesome-cabin-image2_DLPUy876p,"Cozy wooden cabin with stone fireplace, TV, and rustic kitchen area.",,,,,,,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976
225,The Lewis Catherine House,the-lewis-catherine-house,Cabins & Cottages,stay,Afton,"Nestled in the heart of Afton, The Lewis Catherine House offers a cozy retreat where every season brings its own charm. Experience the vibrant colors of autumn, the peaceful snowfalls of winter, the blossoming beauty of spring, and the warm, sunny days of summer. With comfortable accommodations and easy access to local attractions, this cabin is perfect for adventurers and relaxation seekers alike. Whether you’re hiking scenic trails, exploring quaint shops, or enjoying seasonal festivals, The Lewis Catherine House is your ideal home base for unforgettable Afton experiences year-round.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-lewis-catherine-house-image1_S3LH8LdUZ,"White farmhouse with porch, surrounded by green grass and yellow flowers.",,https://ik.imagekit.io/OE/nelson-county/listings/the-lewis-catherine-house-image2_TXEGOJTqV,"Long wooden dining table with chandelier, chairs, and bright kitchen in background.",,,,,,,"1470 Afton Mountain Road, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=1470%20Afton%20Mountain%20Road%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Full Kitchen; Pet Friendly; Cabins; Lodging; Farm,false,https://www.google.com/maps/dir/?api=1&destination=1470%20Afton%20Mountain%20Road%2C%20Afton%2C%20VA%2022920
226,Glenbrae,glenbrae,Cabins & Cottages,stay,Afton,"Nestled just off Route 151, Glenbrae is a beautifully designed five-bedroom retreat that combines modern comfort with stunning natural surroundings. Perfect for families or groups, this home features a spacious Peloton-equipped office for those who want to stay active and productive during their stay. Enjoy the serene mountain views from the fenced yard, where you can unwind by the cozy fire pit under a starry sky. Whether you’re seeking adventure or relaxation, Glenbrae offers a perfect escape into nature's embrace.",,,https://ik.imagekit.io/OE/nelson-county/listings/glenbrae-image1_6naMnjgzL,"Two-story house with porch, green lawn, and gravel driveway under blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/glenbrae-image2_TmxackGj9,"Modern living room with blue sofa, large windows, and monochrome decor.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
227,Elk Mountain Overlook,elk-mountain-overlook,Whole House Rentals,stay,Afton,"Elk Mountain Overlook is a boutique chalet perched off the Blue Ridge Parkway with two king suites, soaker tub, dual-head shower, and expansive deck views. Mountaintop overlook with jaw dropping views and camp themed interior design.",,,https://ik.imagekit.io/OE/nelson-county/listings/elk-mountain-overlook-image1_1DrelJ3ot,"House with mountains in background, surrounded by greenery under clear blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/elk-mountain-overlook-image2_rFVPHxnYR,"Spacious living room with leather sofa, armchair, and modern decor.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Full Kitchen; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
228,Ethan's Den,ethans-den,Whole House Rentals,stay,Wintergreen Resort,"Ethan's Den is a stylish one-bedroom suite with live-edge breakfast bar, heated floors, fireplace, and luxe finishes for couples getaways. Ethan's Den has been decorated to compliment the beautiful setting it is in.",,,https://ik.imagekit.io/OE/nelson-county/listings/ethan-s-den-image1_HVu8A1W40,"House surrounded by trees, stone stairs lead to entrance, overcast sky.",,https://ik.imagekit.io/OE/nelson-county/listings/ethan-s-den-image2_cmXPqoYQ1,"Two brown leather sofas, black ottoman, fireplace in cozy living room.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Breakfast; Bar; Pet Friendly,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
229,The Mountain House INN,the-mountain-house-inn,Whole House Rentals,stay,Montebello,"Nestled on an expansive 18-acre sun-drenched mountain property, The Mountain House Inn is a beautifully remodeled two-story retreat perfect for those seeking tranquility near the scenic wonders of Montebello and Crabtree Falls. Guests can unwind in the cozy, thoughtfully designed interiors while enjoying breathtaking views of the surrounding landscape. Whether you’re hiking nearby trails, exploring the falls, or simply soaking in the peaceful atmosphere, this charming getaway offers a rejuvenating escape from the everyday hustle and bustle. Enjoy a memorable stay in nature’s embrace!",,,https://ik.imagekit.io/OE/nelson-county/listings/the-mountain-house-inn-image1_14xY4wm22,"White house with black shutters, front porch, surrounded by trees and bushes.",,https://ik.imagekit.io/OE/nelson-county/listings/the-mountain-house-inn-image2_sFnHTrV_p,"Glass doors with outside view; plaid chair, paintings, lamp, and water bottle inside.",,,,,,,"Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464
230,Sweet Afton,sweet-afton,Cabins & Cottages,stay,Afton,"Nestled on 1.55 acres of serene, fenced property, Sweet Afton is a charming historic two-bedroom cottage that invites you to unwind and reconnect with nature. Enjoy stunning mountain views while sipping your morning coffee on the porch or gather around the cozy fire pit for evening storytelling under the stars. With 1-gig fiber internet, you can easily blend relaxation with remote work. Located near Veritas Winery, this delightful retreat offers a perfect balance of tranquility and adventure, making it an ideal getaway for couples or families seeking a memorable escape.",,,https://ik.imagekit.io/OE/nelson-county/listings/sweet-afton-image1_m_yOnzFcR,"White house with metal roof, surrounded by green trees and landscaped garden.",,https://ik.imagekit.io/OE/nelson-county/listings/sweet-afton-image2_9785_Norw,"Bright living room with sofa, chairs, TV, plants, wooden floor.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
231,Three Sisters Pre-Civil War Log Cabin,three-sisters-pre-civil-war-log-cabin,Cabins & Cottages,stay,Montebello,"Nestled in the serene landscapes of the Blue Ridge Mountains, the Three Sisters Pre-Civil War Log Cabin invites you to step back in time to 1840. This charming two-story log home features a cozy queen loft adorned with a skylight, twin beds for extra guests, and modern comforts like a private sauna and hot tub—perfect for unwinding after a day of exploration. Surrounded by nature, this secluded retreat offers a unique blend of history and tranquility, making it an ideal getaway for those seeking relaxation or adventure amidst stunning mountain views. Experience the rich heritage and serene beauty that make this cabin truly special.",,,https://ik.imagekit.io/OE/nelson-county/listings/three-sisters-pre-civil-war-log-cabin-image1_nzuSv7NvJ,Log cabin with blooming flowers and lush green surroundings in sunlight.,,https://ik.imagekit.io/OE/nelson-county/listings/three-sisters-pre-civil-war-log-cabin-image2_7KHbMqFRu,Cozy log cabin living room with rustic furniture and wood stove.,,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Cabins; Lodging; Scenic Views,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
232,Nine Ridges Retreat,nine-ridges-retreat,Whole House Rentals,stay,Montebello,"Nestled on 20 acres of serene mountain landscape, Nine Ridges Retreat offers a picturesque escape for up to six guests. This charming home features artisan furnishings that blend comfort with rustic elegance, creating a warm and inviting atmosphere. Enjoy breathtaking views of the majestic Three Ridges and take advantage of nearby outdoor adventures, including hiking at Crabtree Falls and exploring the beautiful Blue Ridge Parkway. Whether you're seeking relaxation or adventure, Nine Ridges Retreat is the perfect backdrop for an unforgettable getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/nine-ridges-retreat-image1_ARsa0BTWa,"Wooden deck with wicker furniture, brick wall, and decorative metal gate.",,https://ik.imagekit.io/OE/nelson-county/listings/nine-ridges-retreat-image2_hw7Y6NpIq,"Spacious living room with leather couch, telescope, large windows, and high ceiling.",,,,,,,"Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464
233,Grace's Place Petite Retreats,graces-place-petite-retreats,Whole House Rentals,stay,Roseland,"Grace's Place Petite Retreats offers four well-appointed tiny homes exclusively for registered guests, each with curated amenities for a boutique stay. We offer 4 well appointed tiny homes listed on Airbnb.",,,https://ik.imagekit.io/OE/nelson-county/listings/grace-s-place-petite-retreats-image1_fQcv5Afd28,Three tiny white houses on green lawn with trees and mountains.,,https://ik.imagekit.io/OE/nelson-county/listings/grace-s-place-petite-retreats-image2_3X3Me3-iY,"Cozy living room with blue couch, kitchen, and wooden dining table, well-lit space.",,,,,,,"Wintergreen, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%2C%20VA%2022958,,,,,,,,,,,,,,Retail; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%2C%20VA%2022958
234,Cottage on the Trail,cottage-on-the-trail,Cabins & Cottages,stay,Afton,"Cottage on the Trail is a poolside suite on a private estate along the Rockfish River, featuring pergola seating, a fire pit, and convenient access to Route 151. Enjoy stunning mountain views and lush meadows that enhance your stay.",,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-the-trail-image1_h7NQP2nxe,"Patio with white furniture, umbrella, plants, beside red brick house, surrounded by trees.",,https://ik.imagekit.io/OE/nelson-county/listings/cottage-on-the-trail-image2_t0vpxlZDh,"Cozy living room with sofas, TV, wooden floor, and decorative plants.",,,,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Outdoor Seating; Pool; Seasonal Menu; Scenic Views; Pet Friendly; Cabins; Water Sports; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
235,Rockfish Farmhouse,rockfish-farmhouse,Cabins & Cottages,stay,Afton,"Nestled in a picturesque setting, Rockfish Farmhouse offers a charming retreat for those looking to unwind and explore the vibrant local beverage scene. Just a stone's throw away, you'll find a delightful selection of wineries, breweries, cideries, and distilleries, perfect for tastings and tours. After a day of adventure, return to the farmhouse to relax by the cozy fire pit in the backyard, where stunning views of the surrounding landscape provide the ideal backdrop for evening gatherings. Experience the perfect blend of relaxation and exploration at Rockfish Farmhouse.",,,https://ik.imagekit.io/OE/nelson-county/listings/rockfish-farmhouse-image1_wzu_Rq50n,"White two-story house with porch, surrounded by trees and green lawn.",,https://ik.imagekit.io/OE/nelson-county/listings/rockfish-farmhouse-image2_PVq4ctzq3,"Spacious kitchen with wooden beams, dining table, and large windows overlooking scenery.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Cabins; Lodging; Farm; Fishing; Beer,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
236,Fulton Belle Vue,fulton-belle-vue,Cabins & Cottages,stay,Afton,"Nestled amidst the stunning landscapes of the Blue Ridge Mountains, Fulton Belle Vue offers a tranquil retreat for nature lovers and relaxation seekers alike. Enjoy your morning coffee on the spacious screened-in porch, where you can soak in the serene surroundings, or unwind in the charming rockers on the front porch as you breathe in the fresh mountain air. As evening falls, gather around the inviting fire pit to share stories under a blanket of stars, all while taking in the breathtaking views that make this destination truly special. Whether you're seeking adventure or simply a peaceful getaway, Fulton Belle Vue promises a memorable experience in nature's embrace.",,,https://ik.imagekit.io/OE/nelson-county/listings/fulton-belle-vue-image1_0k1CSckNN,"White house with red door, black windows, front porch, and rocking chairs.",,https://ik.imagekit.io/OE/nelson-county/listings/fulton-belle-vue-image2_nV9yBSaDG,"Modern kitchen with white cabinets, wood accents, stainless appliances, and central island.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Cabins; Lodging; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
237,Spindle Hill Farm,spindle-hill-farm,Bed and Breakfast,stay,Nellysford,Spindle Hill Farm features a handcrafted cedar hot tub cottage and restored 1932 schoolhouse on a 50-acre family farm with private trails and ponds. Two extraordinary homes on one 50 acre family farm.,,,https://ik.imagekit.io/OE/nelson-county/listings/spindle-hill-farm-image1_bR7IuBIDF,Red house surrounded by autumn trees and colorful leaves.,,https://ik.imagekit.io/OE/nelson-county/listings/spindle-hill-farm-image2_A3BcpVovb,"Bright living room with beige sofa, colorful pillows, and large sunny windows.",,,,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Breakfast; Pet Friendly; Lodging; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
238,Beech Grove Cabins,beech-grove-cabins,Cabins & Cottages,stay,Roseland,"Nestled in the serene landscape near Wintergreen, Beech Grove Cabins offers a cozy retreat in four charming log cabins, each featuring two bedrooms and a full bath. With fully equipped kitchens and inviting gas fireplaces, guests will feel right at home. Unwind on the spacious Adirondack porches, perfect for sipping morning coffee or stargazing at night. Gather around the communal fire pit for stories and s'mores, making memories in a picturesque setting that embraces the beauty of nature. Your tranquil getaway awaits!",,,https://ik.imagekit.io/OE/nelson-county/listings/beech-grove-cabins-image1_A2-avjhQ3,Log cabin with porch surrounded by colorful autumn trees.,,https://ik.imagekit.io/OE/nelson-county/listings/beech-grove-cabins-image2_2BR_h4hG2,"Cozy log cabin interior with red sofa, wooden walls, and kitchen area.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Fuel; Cabins; Pet Friendly; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
239,Slipper Slope,slipper-slope,Vacation Rentals,stay,Wintergreen Resort,"Slipper Slope is a four-bedroom ski-in/ski-out condo on Upper Diamond Hill with spacious layout and true ground-level slope access. Hard to find a bottom floor ski in ski out, especially with 4 bedroom, very spacious.",,,https://ik.imagekit.io/OE/nelson-county/listings/slipper-slope-image1_KnYfEnts_,"Chairs and table in snow, skis standing nearby under clear blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/slipper-slope-image2_OZItoe3rJ,"Spacious living room with beige sofa, dining area, modern decor, and soft lighting.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Snow Sports; Pet Friendly,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
240,Wintergreen Resort,wintergreen-resort-2,Whole House Rentals,stay,Wintergreen Resort,"Discover the charm of Wintergreen Resort, where you can choose from a variety of professionally managed studios, condos, and private homes, each designed for comfort and relaxation. Nestled in the scenic Blue Ridge Mountains, this resort provides guests with exclusive access to a range of amenities, including the Aquatics Center for year-round swimming fun, the challenging Devils Knob golf course, and racquet sports facilities. Plus, enjoy convenient on-mountain shuttles that make exploring the area a breeze. Whether you're here for a romantic getaway or a family adventure, Wintergreen Resort promises a memorable experience in a stunning natural setting.",,,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-resort-image1_DTQTx2-_k,"Hillside resort with lit buildings, surrounded by dense green forest under cloudy sky.",,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-resort-image2_f2LK270xS,"Modern living room with gray sofa, armchairs, and large window.",,,,,,(855) 699-1858,"39 Mountain Inn Loop, Wintergreen, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=39%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967,,,,,,,,,,,,,,Full Service Resort; Golf; Lodging; Meeting Planners; Pet Friendly; Resort; Scenic Views,false,https://www.google.com/maps/dir/?api=1&destination=39%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967
241,Camp Blue Ridge,camp-blue-ridge,Campgrounds & Glamping,stay,Montebello,"Nestled in the breathtaking Blue Ridge Mountains, Camp Blue Ridge offers a perfect getaway for families and groups seeking adventure and relaxation. With 22 cozy two-bedroom cabins and comfortable motel rooms, guests can enjoy a peaceful retreat surrounded by nature. The pet-friendly grounds are ideal for furry companions, while spacious meeting areas make it easy to connect with loved ones or host gatherings. Immerse yourself in the stunning mountain landscape, where outdoor activities abound, and create unforgettable memories at this charming campground.",,,https://ik.imagekit.io/OE/nelson-county/listings/camp-blue-ridge-image1_8a87ApjMt,Wooden cabins surrounded by trees with a gravel path in sunlight.,,https://ik.imagekit.io/OE/nelson-county/listings/camp-blue-ridge-image2_xMgxhhVvt,Rustic wooden bed with white pillows and folded towels in cozy room.,,,,,,(434) 760-0818,"355 Camp Blue Ridge Road, Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=355%20Camp%20Blue%20Ridge%20Road%2C%20Montebello%2C%20VA%2024464,,,,,,,,,,,,,,Events; Family Friendly; Pet Friendly; Cabins; Scenic Views,false,https://www.google.com/maps/dir/?api=1&destination=355%20Camp%20Blue%20Ridge%20Road%2C%20Montebello%2C%20VA%2024464
