name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl,private,videoUrl,author,latitude,longitude,accordion1Title,accordion1Content,accordion2Title,accordion2Content,accordion3Title,accordion3Content,accordion4Title,accordion4Content,accordion5Title,accordion5Content
Boho Cliff House Retreat,boho-cliff-house-retreat,Whole House Rentals,stay,Wintergreen,Boho Cliff House Retreat offers dramatic Blue Ridge views in a design-forward setting—ideal for couples or friends seeking a stylish mountain escape.,<p>Beautiful views. <em>*Lodging descriptions are provided by the host and not independently verified.</em><br><br><strong>Contact:</strong> Michael Hodges <br><br><strong>Email:</strong> hello@designsparkproperties.com<br><br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Wintergreen</p>,,https://ik.imagekit.io/OE/nelson-county/listings/boho-cliff-house-retreat-image1_L3zCUtUrE,"Outdoor deck with cozy seating and string lights, surrounded by trees.",,https://ik.imagekit.io/OE/nelson-county/listings/boho-cliff-house-retreat-image2_GsbtJb4yQ,"Spacious living room with large windows, brown furniture, and fireplace. Bright natural light.",,,,,https://designsparkproperties.com/,,,,2025-05-31,2025-05-31,,,,,,,,,,,,,,,"Lodging, Pet Friendly",FALSE,,False,,,,,,,,,,,,,,
Airkey Boutique Rentals,airkey,Cabins & Cottages,stay,Afton,"Airkey Boutique Rentals curates charming nature-centric stays near Nelson 151 breweries, wineries, and hiking trails—visit myairkey.com for available suites. Looking for a cozy mountain hideaway. We offer the perfect getaway for adventure seekers and serenity lovers alike There’s something to do in Afton every season of the year.","<p><div class='xdj266r x14z9mp xat24cr x1lziwak x1vvkbs x126k92a'><div dir='auto'>Looking for a cozy mountain hideaway? We have the perfect getaway for adventure seekers and serenity lovers alike.</div></div><div class='x14z9mp xat24cr x1lziwak x1vvkbs xtlvy1s x126k92a'><div dir='auto'>Whether you're hiking, climbing, kayaking or vineyard hopping let us be your home base for mountain magic.</div></div><em>*Lodging descriptions are provided by the host and not independently verified.</em> Perfect for nature lovers and city explorers alike, our charming retreats offer a peaceful stay just minutes from local breweries, wineries, and hiking trails. Relax, unwind, and let the beauty of Virginia surround you. <a href='https://myairkey.co m/'>https://myairkey.co m/</a> wwwmyairkey.com <strong>Contact </strong> Airkey +14344666942<br><br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Afton</p>",,https://ik.imagekit.io/OE/nelson-county/listings/airkey-boutique-rentals-image1_cmGf9y1jA,"Modern kitchen with wooden beams, island, chairs, and stainless steel appliances.",,https://ik.imagekit.io/OE/nelson-county/listings/airkey-boutique-rentals-image2__RwGQDmNm6,"Wooden patio with metal furniture, open view of mountains and sky.",,,,,https://partners.eviivo.com/bestillgetaways/p/united-states/virginia/afton/afton-awaits/aftonawaits22920,,,,2025-06-06,2025-06-06,,,,,,,,,,,,,,,"Adventure, Hiking, Lodging, Pet Friendly",FALSE,,False,,,,,,,,,,,,,,
Three Ridge Retreat,three-ridge-retreat,Vacation Rentals,stay,Wintergreen,"Three Ridge Retreat is a two-bedroom, two-bath dog-friendly Wintergreen condo within walking distance of slopes, restaurants, and resort trails.","<p>A 2 bedroom, 2 bathroom dog friendly condo at Wintergreen. Three Ridge Retreat is within walking distance to most amenities at the Resort including the ski slopes, restaurants, the Lodge and many of the trails. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Justin Muchard <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> Yes<br><br><strong>Located in:</strong> Wintergreen</p>",,https://ik.imagekit.io/OE/nelson-county/listings/three-ridge-retreat-image1_nWA5bIf41j,"Cozy living room with white armchairs, fireplace, and decorative items on shelves.",,https://ik.imagekit.io/OE/nelson-county/listings/three-ridge-retreat-image2_5zTu74E-i,Stacked firewood beside a black fireplace on a gray stone mantel.,,,,,https://www.airbnb.com/rooms/1382522478510469587,,,,2025-06-11,2025-06-11,,,,,,,,,,,,,,,"Lodging, Pet Friendly, Resort",FALSE,,False,,,,,,,,,,,,,,
Sunset Vista Villa,sunset-vista-villa,Whole House Rentals,stay,Wintergreen,"Sunset Vista Villa is a two-bedroom, two-bath Wintergreen condo with elevated first-floor views, ideal for sunset watching and family getaways. Welcome to Sunset Vista Villa, this stunning 2 bedroom, 2 bathroom retreat offers breathtaking views that stretch for miles.","<p>Welcome to Sunset Vista Villa, this stunning 2 bedroom, 2 bathroom retreat offers breathtaking views that stretch for miles. Though located on the first floor, the Villa boast elevated second story views giving you the perfect vantage point to take in unforgettable sunsets. Unparalleled views. Despite being a first-floor unit. Sunset Vista Villa offers impressive second story views. Comfort and space with two bedrooms and two bathrooms the Villa is perfect for families and couples. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Rebecca Precious <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Wintergreen Resort</p>",,https://ik.imagekit.io/OE/nelson-county/listings/sunset-vista-villa-image1_1BgIsS1S4,Large house surrounded by bare trees and rocks under clear blue sky.,,https://ik.imagekit.io/OE/nelson-county/listings/sunset-vista-villa-image2_sR8bwvtW0X,"Cozy living room with fireplace, couches, TV, art, and warm lighting.",,,,,https://www.airbnb.com/rooms/800622199379929346,,,,2025-06-11,2025-06-11,,,,,,,,,,,,,,,"Lodging, Pet Friendly, Resort",FALSE,,False,,,,,,,,,,,,,,
Arrowwood Lane,arrowwood-lane,Whole House Rentals,stay,Wintergreen,"Arrowwood Lane is a four-bedroom Wintergreen home sleeping 10 with covered hot tub, dual living areas with fireplaces, deck, and central HVAC. There are two separate living areas, each with a fire place.","<p>This is a 4 bedroom/Living Room/Dining/Kitchen house Sleeps 10. 3.5 Baths. 1 Bath has a tub. Internet. Land phone line. Deck with covered hot tub. 2 Fireplaces Central HVAC There are two separate living areas, each with a fire place. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Joe Jernigan <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> Yes<br><br><strong>Located in:</strong> Wintergreen</p>",,https://ik.imagekit.io/OE/nelson-county/listings/arrowwood-lane-image1_danFDpnJe,"A-frame house with stone facade, surrounded by trees, gravel driveway.",,https://ik.imagekit.io/OE/nelson-county/listings/arrowwood-lane-image2_CnDTS-x1G,"Wooden kitchen interior with stainless steel appliances, black countertops, and ceiling beams.",,,,,https://www.staybubowintergreen.com/,,,,2025-06-11,2025-06-11,,,,,,,,,,,,,,,"Lodging, Pet Friendly, Hot Tub",FALSE,,False,,,,,,,,,,,,,,
Winterhaven,winterhaven,Whole House Rentals,stay,Wintergreen,"Winterhaven is a five-bedroom, 4.5-bath Wintergreen house half a mile from the lodge with updated interiors for large groups.",<p>This is a 5 Bedroom/4.5 Bath home. It is .5 mile from the Lodge. Close to Lodge. Newer rental with many updates. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Neal Beggan <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Wintergreen</p>,,https://ik.imagekit.io/OE/nelson-county/listings/winterhaven-image1_2nWZeI-Ga,"Wooden house surrounded by autumn trees, lit by bright sunlight.",,https://ik.imagekit.io/OE/nelson-county/listings/winterhaven-image2_yuq8VtqX-,"Cozy bedroom with quilted bedspread, wooden furniture, and ceiling fan.",,,,,https://www.airbnb.com/rooms/779622727280170800,,,,2025-06-11,2025-06-11,,,,,,,,,,,,,,,"Lodging, Pet Friendly",FALSE,,False,,,,,,,,,,,,,,
779 Blue Ridge Drive,779-blue-ridge-drive,Whole House Rentals,stay,Wintergreen,"779 Blue Ridge Drive is a four-bedroom, 4.5-bath mountain home with hot tub, gas fireplace, and king beds in every suite, located four minutes from skiing. Four king suites, a bubbling hot tub, and a great room anchored by a stone fireplace make 779 Blue Ridge Drive a go-to for families who want to be on the slopes in under five minutes.",<p>Beautiful 4 Bedroom/4.5 Bath house. All the bedrooms have king size beds and TV's. Hot tub. Sleeps 13. Seasonal Views. In the middle of 4 acres. 4 min to skiing. 2 Story fireplace with gas logs. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact </strong>779 Blue Ridge Drive<br><br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> Yes<br><br><strong>Located in:</strong> Wintergreen</p>,,https://ik.imagekit.io/OE/nelson-county/listings/779-blue-ridge-drive-image1_xIPDm9uIl,Wooden house surrounded by lush green trees and wooden railing.,,https://ik.imagekit.io/OE/nelson-county/listings/779-blue-ridge-drive-image2_-yIXfhkXl,"Cozy living room with brown sofas, stone fireplace, large windows, and TV.",,,,,https://www.airbnb.com/rooms/1203564738873630910,,,,2025-06-11,2025-06-11,,,,,,,,,,,,,,,"Lodging, Pet Friendly, Skiing, Hot Tub",FALSE,https://www.google.com/maps/search/?api=1&query=779+Blue+Ridge+Drive+Staff+on+Site%3F+No+Pet-Friendly%3F+Yes+Located+in+Wintergreen,False,,,,,,,,,,,,,,
Belties,belties,Coffee Shops,taste,Nellysford,"Belties is a farmhouse café pouring handcrafted coffee, 18-layer scratch biscuits, and seasonal fare with Blue Ridge views and grazing Belted Galloway cows. At Belties, we offer more than just hand-crafted coffee and 18-layer scratch biscuits—we offer an experience.","<p class='sqsrte-large preFade fadeIn'>Escape the ordinary and enjoy the extraordinary. At Belties, we offer more than just hand-crafted coffee and 18-layer scratch biscuits—we offer an experience. With our farmhouse cafe, views of the Blue Ridge Mountains, and the peaceful presence of our Belted Galloway cows grazing nearby, every visit is a chance to slow down, savor unforgettable flavors, and enjoy the simple pleasures of country hospitality.</p> 2884 Rockfish Valley Highway Nellysford, VA 22958 <br><br><strong>Phone:</strong><a href='tel:7039890556'>703-989-0556</a></p>",,https://ik.imagekit.io/OE/nelson-county/listings/belties-image1_KkVKcuyY5,"Red barn with white lettering, surrounded by green grass and blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/belties-image2_XwoNmwbjX,"Dessert with pastry, whipped cream, strawberries, and mint on wooden board.",,https://ik.imagekit.io/OE/nelson-county/listings/belties-image3_d4641Q6LvL,"Wooden bench with pillows, lantern, and sign on white shiplap wall.",,https://www.belties.com/,703-989-0556,"2884 Rockfish Valley Highway Nellysford, VA 22958",,2025-06-12,2025-06-12,,,,,,,,,,,,,,,"Cafe, Coffee",FALSE,https://www.google.com/maps/search/?api=1&query=2884+Rockfish+Valley+Highway+Nellysford%2C+VA+22958,False,,,37.890107,-78.87297099999999,,,,,,,,,,
Ski in Style At Sapphire Squirrel,ski-in-style-at-sapphire-squirrel,Whole House Rentals,stay,Wintergreen,"Ski in Style at Sapphire Squirrel is a three-bedroom Wintergreen home steps from the slopes with fully equipped kitchen, dedicated workspace, deck, and gas grill for up to six guests.","<p>Adventure awaits at The Sapphire Squirrel in Wintergreen Resort. Located on Squirrel Tree Lane our cozy 3 bedroom home is just steps from the slopes and offers space for up to 6 guests. Enjoy a fully equipped kitchen dedicated workspace, gas grill, and deck for outdoor relaxation. Whether you're here for skiing, hiking, golfing, or enjoying local craft beverages, adventure is right outside your door. Experience comfort, convenience and stunning mountain views. Book your stay today! <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact </strong> Sherri-Lyn Whitfield<br><br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Wintergreen</p>",,https://ik.imagekit.io/OE/nelson-county/listings/ski-in-style-at-sapphire-squirrel-image1_WUGk-MjNJ,Elevated white cabin surrounded by dense green forest trees.,,https://ik.imagekit.io/OE/nelson-county/listings/ski-in-style-at-sapphire-squirrel-image2_EK-9dLGZt,"Cozy living room with leather sofa, large windows, and decorative rug.",,,,,https://www.airbnb.com/rooms/1368103465210934056,,,,2025-06-20,2025-06-20,,,,,,,,,,,,,,,"Adventure, Hiking, Lodging, Pet Friendly, Resort, Skiing, Grill",FALSE,,False,,,,,,,,,,,,,,
Retreat at Three Ridges,retreat-at-three-ridges,Whole House Rentals,stay,Wintergreen,"The Retreat at Three Ridges is a Scandinavian-inspired Wintergreen condo just a three-minute walk from the slopes, featuring a modern aesthetic, cozy fireplace with provided wood, well-stocked kitchen, and relaxing outdoor space. Scandi style meets mountain coziness at The Retreat at Three Ridges, where wood-burning fires, a sleek kitchen, and a quick three-minute stroll deliver you to Wintergreen's lifts.","<p>Welcome to The Retreat at Three Ridges! Our cozy, Scandinavian inspired condo is your perfect Blue Ridge Mountain getaway. With a short walk to Wintergreen Resort and all of it's amenities, you'll be right where the action is ! Highlights include: A modern, clean, aesthetic/ Cozy fireplace with firewood provided/ 3 minute walk to the slopes &amp; Mountain Inn/ Relaxing outdoor space/ Well stocked kitchen with cooking essentials &amp; spices. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Paul Stojanovsici <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Wintergreen</p>",,https://ik.imagekit.io/OE/nelson-county/listings/the-retreat-at-three-ridges-image1_jm1zHFdXu,"Modern kitchen with white cabinets, island, and black stools, overlooking balcony.",,https://ik.imagekit.io/OE/nelson-county/listings/the-retreat-at-three-ridges-image2_MvonG0ZX_J,"Cozy living room with fireplace, gray sofa, light wood floor, minimal decor.",,,,,https://www.airbnb.com/rooms/1231433539314330631,,,,2025-06-20,2025-12-11,,,,,,,,,,,,,,,"Lodging, Pet Friendly, Resort",FALSE,,False,,,,,,,,,,,,,,
Wintergreen Condo 1437 Highlands,wintergreen-condo-1437-highlands,Whole House Rentals,stay,Wintergreen,"Wintergreen Condo 1437 Highlands is a ski-in/ski-out Highlands building condo showcasing incredible views and modern finishes steps from resort amenities. Highlands 1437 offers true ski-in/ski-out access plus sweeping valley vistas, making the refreshed condo a smart pick for guests who want modern finishes right above the slopes.",<p>Beautiful Highlands Condo at Wintergreen Resort Incredible views Modern Ski in/Ski out <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Chad Barbour <br><strong>Staff on Site? </strong> Yes<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Wintergreen</p>,,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-condo-1437-highlands-image1_B9we_8sYO,"Cozy living room with brown sofa, wooden table, large windows showing scenic view.",,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-condo-1437-highlands-image2_shyvdLeQR,"Bedroom with blue bed, wooden floor, fireplace, and large window.",,,,,https://www.wintergreenresort.com/book-your-stay/#/room,,,,2025-06-20,2025-06-20,,,,,,,,,,,,,,,"Lodging, Pet Friendly, Resort",FALSE,,False,,,,,,,,,,,,,,
Time Out,time-out,Whole House Rentals,stay,Wintergreen,"Time Out is a pet-friendly Wintergreen escape sleeping seven with hot tub, fast Wi-Fi, smart TVs, and three queen bedrooms plus single sofa bed. Activities are endless: apple picking, breweries/wineries, hiking, lake, horseback riding, golf, tennis, skiiing.","<p>★Comfortably sleeps 7: Q, Q, Q, single sofa ★Hot Tub ★FAST Wi-Fi ★Smart TVs ★Ms. PAC-MAN arcade ★Deck ★Grill ★Pack n'play ★Highchair Walk to trails. Activities are endless: apple picking, breweries/wineries, hiking, lake, horseback riding, golf, tennis, skiiing... Take a peaceful morning walk on path across the street from the cabin. One mile to Founder's Overlook and amazing sunrises! <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Nancy Oates <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> Yes<br><br><strong>Located in:</strong> Wintergreen</p>",,https://ik.imagekit.io/OE/nelson-county/listings/time-out-image1_WA5ToIiMM,Cabin with red chairs on porch surrounded by autumn trees and fallen leaves.,,https://ik.imagekit.io/OE/nelson-county/listings/time-out-image2_hNPstmersg,"Wooden kitchen with stainless steel appliances, granite countertops, and bright overhead lighting.",,,,,http://www.staybubowinterbreen.com,,,,2025-06-20,2025-06-20,,,,,,,,,,,,,,,"Golf, Hiking, Lodging, Pet Friendly, Tennis, Wi-Fi, Hot Tub",FALSE,,False,,,,,,,,,,,,,,
Cub Creek Cabin,cub-creek-cabin,Cabins & Cottages,stay,Roseland,"Cub Creek Cabin is a secluded two-bedroom rustic retreat minutes from Devils Backbone, Wintergreen Ski Resort, Appalachian Trail, and Blue Ridge Parkway with porch views of Three Ridges and a spring-fed creek soundtrack. Fall asleep to the sound of a spring-fed creek at Cub Creek Cabin, a two-bedroom hideaway perfectly positioned between Devils Backbone, the Appalachian Trail, and the Parkway.","<p>Secluded cozy cabin located only minutes away from Devils Backbone, Wintergreen Ski Resort, the Appalachian Trail, and the Blue Ridge Parkway. This two bedroom cabin is a perfect rustic retreat at the end of a day spent exploring Nelson County. Views of Three Ridges from the porch. Spring water. Sounds of spring fed creek from the porch. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Jacob Keeler <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Roseland</p>",,https://ik.imagekit.io/OE/nelson-county/listings/cub-creek-cabin-image1_h6q1evBln,Wooden cabin with porch surrounded by dense green forest. Sunlit exterior.,,https://ik.imagekit.io/OE/nelson-county/listings/cub-creek-cabin-image2_bRRxtVEEsJ,"Cozy living room with fireplace, wooden table, chairs, bookshelves, and large window.",,,,,http://www.airbnb.com/h/cubcreek,,,,2025-06-20,2025-06-20,,,,,,,,,,,,,,,"Appalachian Trail, Lodging, Pet Friendly, Resort",FALSE,,False,,,,,,,,,,,,,,
Tyebello Cabins,tyebello-cabins,Cabins & Cottages,stay,Piney River,"Tyebello Cabins offer pet-friendly lodging with kitchen, free Wi-Fi, and air conditioning for Blue Ridge travelers seeking simple comforts near Tyro.","<p>Kitchen Free Wi-Fi Pet friendly Air conditioning Mountain views Starry starry nights are what you will experience. Great hiking off Blue Ridge Parkway, Appalachian Trail and on our property itself. Wineries, breweries, distilleries, Crabtree Falls all nearby. Piney River biking trail 25 minutes away. Peaceful rural setting right on North Fork of Tye River. Sit by the fire pit and grill your foot right there. Away from everything bi5 high speed internet and streaming services at your fingertips. Pets permitted <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Jerry Bowman <br><strong>Staff on Site? </strong> Yes<br><br><strong>Pet-Friendly? </strong> Yes<br><br><strong>Located in:</strong> Montebello</p>",,https://ik.imagekit.io/OE/nelson-county/listings/tyebello-cabins-image1_v7ATLrmSv,"Two green chairs by fire pit, overlooking stream and trees.",,https://ik.imagekit.io/OE/nelson-county/listings/tyebello-cabins-image2_5RkKGEK6p,"Glass shower enclosure reflecting wood-paneled wall, mirror, and sink with faucet.",,,,,https://www.airbnb.com/rooms/1415977010533963680,,,,2025-06-20,2025-06-20,,,,,,,,,,,,,,,"Appalachian Trail, Biking, Cabins, Hiking, Lodging, Pet Friendly, Wi-Fi, Fire Pit",FALSE,,False,,,,,,,,,,,,,,
Glass & Pine,glass-pine,Cabins & Cottages,stay,Wintergreen,The house is located on 5 acres in a neighborhood with homes spaciously set apart from another and very wooded.,"<p>This is a TWO bedroom, TWO full bath home. The primary bedroom has a King size bed with attached ensuite. The 2nd bedroom has two sets of twin size bunk beds. There is a fun loft that is accessible with a vertical ladder (use caution). The loft headroom is only about 4' high. The house is located on 5 acres in a neighborhood with homes spaciously set apart from another and very wooded. Nestled in the breathtaking Blue Ridge Mountains of Nellysford, VA, this newly built contemporary home is perfect for nature lovers, families, and friends. Just one mile from Bold Rock Cidery and Devils Backbone Brewery, and central to Wintergreen Resort and local wineries, it offers easy access to outdoor adventures. Relax on the deck with stunning mountain views or cozy up by the wood stove. Glass &amp; Pine is the ideal retreat for making lasting memories. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Mark Jeschke <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Nellysford</p>",,https://ik.imagekit.io/OE/nelson-county/listings/glass-pine-image1_cAuZONr-w,"Modern cabin with large windows in snowy woodland setting, clear blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/glass-pine-image2_RB2rG0JRn7,"Spacious living room with couch, wooden table, and large windows with scenic views.",,,,,http://www.airbnb.com/rooms/1333597383035506839,,,,2025-06-20,2025-06-20,,,,,,,,,,,,,,,"Lodging, Pet Friendly, Resort",FALSE,,False,,,,,,,,,,,,,,
Wintergreen 19 Ivy Glen Lane,wintergreen-19-ivy-glen-lane,Vacation Rentals,stay,Wintergreen,"Wintergreen 19 Ivy Glen Lane is a four-bedroom, 3.5-bath end-unit townhouse with two-car garage, steps from shuttle stop, spa, pools, golf, tennis, and hiking.<br><br>19 Ivy Glen Lane brings townhouse convenience to Wintergreen—four bedrooms, 3.5 baths, two-car garage, and front-door access to shuttles, spa amenities, pools, golf, and tennis.","<p>Lovingly-maintained furnished 4BR/3.5BA end-unit townhouse with 2-car garage in the four-seasons Wintergreen Resort. Close to the spa, pools and hot tubs; tennis, golf, and great hikes. Shuttle stop to lifts is 40 steps away! <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Christine Baker <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> Yes<br><br><strong>Located in:</strong> Wintergreen</p>",,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-19-ivy-glen-lane-image1_M8YMHOmi7N,"Modern brown house with large windows, driveway, and white SUV parked outside.",,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-19-ivy-glen-lane-image2_Lirrcwn4D,"Modern kitchen with granite countertops, stainless steel appliances, and two bar stools.",,,,,http://www.staybubo.com,,,,2025-06-20,2025-06-20,,,,,,,,,,,,,,,"Golf, Lodging, Pet Friendly, Resort, Spa, Tennis",FALSE,,False,,,,,,,,,,,,,,
Brown Bear Lodge,brown-bear-lodge,Lodging,stay,Wintergreen,"Nestled in the Blue Ridge Mountains, enjoy this completely renovated 3 bed, 2.5 bath house within walking distance to the main Wintergreen Resort areas. Bunk bed room, original stone fireplace, stand alone house, gas fireplace, grill and firepit..","<p>Nestled in the Blue Ridge Mountains, enjoy this completely renovated 3 bed, 2.5 bath house within walking distance to the main Wintergreen Resort areas. <div class='entry-field'><div class='entry-field-value'> Bunk bed room, original stone fireplace, stand alone house, gas fireplace, grill and firepit. </div></div><div class='entry-field'></div><em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Brandon Pace <br><strong>Staff on Site? </strong> Yes<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Wintergreen</p>",,https://ik.imagekit.io/OE/nelson-county/listings/The-Brown-Bear-Lodge-Int_gumB1iLTr.jpg,"Modern kitchen with white cabinets, wooden island, stainless appliances, and greenery centerpiece.",,https://ik.imagekit.io/OE/nelson-county/listings/The-Brown-Bear-Lodge_G8NTp322oT.jpg,Green cabin with wooden deck surrounded by bare trees under blue sky.,,,,,https://www.airbnb.com/h/brownbearlodgewtg,,,,2025-06-20,2025-12-11,,,,,,,,,,,,,,,"Lodging, Pet Friendly, Resort, Fire Pit",FALSE,,False,,,,,,,,,,,,,,
Mountain Home in Nelson County,mountain-home-in-nelson-county,Cabins & Cottages,stay,Wintergreen,"Mountain Home in Nelson County offers quiet mountain views 10 minutes from Pippin Hill Winery and 30 minutes to Wintergreen, ideal for Charlottesville-area wine getaways. This Nelson County mountain home keeps wine lovers close to Pippin Hill and Charlottesville while promising peaceful deck views and a private setting for recovery days.",<p>Mountain Home in Nelson County. 10 minutes from Pippin Hill Winery and 30 minutes to Wintergreen Resort. Quiet with beautiful mountain views. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Carl Breiner <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Faber</p>,,https://ik.imagekit.io/OE/nelson-county/listings/mountain-home-in-nelson-county-image1_IxXLR3b9jm,"Wooden stairs and black door entrance, white walls, brown shutters, potted plants.",,https://ik.imagekit.io/OE/nelson-county/listings/mountain-home-in-nelson-county-image2_FTxe4AMlvU,"Modern kitchen with island, wooden beams, barstools, pendant lights, and outdoor view.",,,,,http://www.airbnb.com,,,,2025-06-20,2025-06-20,,,,,,,,,,,,,,,"Lodging, Pet Friendly, Resort",FALSE,,False,,,,,,,,,,,,,,
Spy Run Hideaway,spy-run-hideaway,Cabins & Cottages,stay,Montebello,"Spy Run Hideaway is a secluded three-bedroom, two-bath cabin on 17 acres that sleeps eight, providing a quiet base for Blue Ridge exploration. Spy Run Hideaway spreads out over 17 wooded acres, giving the three-bedroom, two-bath cabin room for hammocks, wildlife watching, and unplugged evenings after Blue Ridge adventures.","<p>3 bedroom, 2 full bath, sleeps 8 , on 17 acres. Secluded quiet and relaxing area. Secluded and quiet <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Frank Lehner <br><strong>Staff on Site? </strong> Yes<br><br><strong>Pet-Friendly? </strong> Yes<br><br><strong>Located in:</strong> Vesuvius</p>",,https://ik.imagekit.io/OE/nelson-county/listings/spy-run-hideaway-image1_SR1H-tiDB,House with wooden porch surrounded by green lawn and trees.,,https://ik.imagekit.io/OE/nelson-county/listings/spy-run-hideaway-image2_QnJSRmXM0,"Cozy living room with gray couches, wooden table, and maroon accent wall.",,,,,https://www.airbnb.com/rooms/767963036993479067,,,,2025-06-20,2025-06-20,,,,,,,,,,,,,,,"Lodging, Pet Friendly",FALSE,,False,,,,,,,,,,,,,,
Love of Mountains Oh Fill My Cup,love-of-mountains-oh-fill-my-cup,Whole House Rentals,stay,Wintergreen,"Love of Mountains Oh Fill My Cup is a modern third-floor two-bedroom condo with upgraded kitchen, private golf course views, and access to public/community pools at Wintergreen. Relax with the whole family at this peaceful place to stay.","<p>Relax with the whole family at this peaceful place to stay. Let the mountains fill your cup and the fire warm your heart. Both beds are queen size. The Condo is less than 5 minutes by car to the ski lodge parking lot. (Wintergreen Club amenities are not transferrable to airbnb guests.) Modern and spacious third-floor condominium with upgraded kitchen. Private golf course views. Guests have access to two public/community pools: Chestnut Springs (upper Wintergreen) and also Rhodes Farm (lower Wintergreen/Nellysford, as well as nearby Lake Sherando. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> J. Crain <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Wintergreen</p>",,https://ik.imagekit.io/OE/nelson-county/listings/love-of-mountains-oh-fill-my-cup-image1_IeSxTT1aBT,"Tall beige house with multiple balconies, surrounded by trees and greenery.",,https://ik.imagekit.io/OE/nelson-county/listings/love-of-mountains-oh-fill-my-cup-image2_7bJGndeuCM,"Modern living room with fireplace, kitchen island, and sliding glass doors to balcony.",,,,,https://www.airbnb.com/rooms/1256646806104402497,,,,2025-06-20,2025-06-20,,,,,,,,,,,,,,,"Farm, Golf, Lodging, Parking, Pet Friendly",FALSE,,False,,,,,,,,,,,,,,
