id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
191,Point of View,point-of-view,Cabins & Cottages,stay,Roseland,"Point of View is a stunning five-bedroom, 5.5-bath resort home in Wintergreen, perfect for family reunions or peaceful getaways. Enjoy breathtaking mountain views, two entertaining areas, a game room, and an expansive chef's kitchen. Relax in the spacious hot tub or cozy up by the stone fireplace after a day on the slopes. With ample seating and fun amenities, this renovated retreat is designed for unforgettable gatherings.",,,https://ik.imagekit.io/OE/nelson-county/listings/point-of-view-image1_xsk3WSAG3,"Snow-covered landscape with bare trees, mountains, and blue sky with clouds.",,https://ik.imagekit.io/OE/nelson-county/listings/point-of-view-image2_F7HbHWOzm,"Spacious living room with high wooden ceiling and stone fireplace, cozy seating area.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Full Kitchen; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
192,The Inn at Blue Mountain Brewery,the-inn-at-blue-mountain-brewery,Cabins & Cottages,stay,Afton,"The Inn at Blue Mountain Brewery is a 4,000 sq ft Cape Cod home beside the brewery with wraparound porch, hot tub, fire pit, and private path to the taproom.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-inn-at-blue-mountain-brewery-image1_iQ5F3SfRK,"White house with porch, surrounded by trees and manicured lawn under blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/the-inn-at-blue-mountain-brewery-image2_cvp8LorNA,"Living room with beige sofas, red rug, fireplace, and large windows.",,,,,,,"9519 Critzers Shop Road, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=9519%20Critzers%20Shop%20Road%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Pool; Beer; Outdoor Seating; Cabins; Lodging; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=9519%20Critzers%20Shop%20Road%2C%20Afton%2C%20VA%2022920
193,Gracewood,gracewood,Cabins & Cottages,stay,Afton,"Gracewood is a modern cottage in Afton, offering a peaceful retreat just 1.5 miles from Route 151's wineries and breweries. Explore two miles of serene trails on the property, leading you to the scenic Appalachian Trail just 3.5 miles away. Enjoy the perfect blend of tranquility and adventure in this updated haven.",,,https://ik.imagekit.io/OE/nelson-county/listings/gracewood-image1_M-DOchOiM,Lush garden with green shrubs and small building in background.,,https://ik.imagekit.io/OE/nelson-county/listings/gracewood-image2_xJfVn-RK6k,"Modern kitchen with white cabinets, black countertops, and island with place settings.",,,,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
194,The Chimneys,the-chimneys,Cabins & Cottages,stay,Montebello,"Escape to The Chimneys, a historic chinked cabin from the 1800s nestled in the serene landscapes of Montebello, Virginia. This charming, off-grid retreat offers a unique opportunity to disconnect and immerse yourself in nature. Ideal for adventurous souls, it retains its rustic character, providing a peaceful sanctuary away from modern distractions.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-chimneys-image1_u5cR87lJ9,Log cabin with stone chimney surrounded by lush green forest.,,https://ik.imagekit.io/OE/nelson-county/listings/the-chimneys-image2_sNFxu8Fy4p,"Modern kitchen with blue island, pendant light, and stainless appliances.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Cabins; Adventure; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
195,The Carriage House at Stagebridge Farm,the-carriage-house-at-stagebridge-farm,Bed and Breakfast,stay,Lovingston,"Escape to The Carriage House at Stagebridge Farm, a charming bed and breakfast nestled above the farm's workshop. This inviting studio loft features a luxurious king bed, an EV charging station, and a private balcony where you can soak in breathtaking sunrise views while enjoying the crisp mountain air. With fast Wi-Fi to keep you connected, you can easily explore the rich history of Lovingston, home to the Lovingston Historic District and the courthouse, both recognized on the National Register of Historic Places. Experience a perfect blend of comfort and adventure at The Carriage House.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-carriage-house-at-stagebridge-farm-image1_X0jZ1Dz6N,"Vineyard with rows of grapevines, house, mountain, under clear blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/the-carriage-house-at-stagebridge-farm-image2_ocUi_5vRa,"Spacious bedroom with large windows, wooden beams, and stylish furnishings.",,,,,,,"Stagebridge Farm, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=Stagebridge%20Farm%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Lodging; Wine; Farm; EV Charging; Breakfast; Wi-Fi,false,https://www.google.com/maps/dir/?api=1&destination=Stagebridge%20Farm%2C%20Lovingston%2C%20VA%2022949
196,Indigo House Bed & Breakfast,indigo-house-bed-and-breakfast,Bed and Breakfast,stay,Afton,"Indigo House Bed & Breakfast is a modern, adults-only retreat in Afton, perfect for outdoor enthusiasts and their well-behaved dogs. Enjoy farm-to-fork breakfasts and relax in stylish, pet-friendly accommodations. With easy access to Shenandoah National Park and the Nelson 151 Craft Beverage Trail, it’s an ideal base for adventure and relaxation—plus, dogs stay for free!",,,https://ik.imagekit.io/OE/nelson-county/listings/indigo-house-bed-breakfast-image1_Vw7sPK22H,"Cozy house with stone facade, surrounded by trees and mountain views.",,https://ik.imagekit.io/OE/nelson-county/listings/indigo-house-bed-breakfast-image2_-xbLE1vcJ,"Bedroom with blue wall, white bed, large window showcasing scenic outdoor view.",,,,,,(434) 989-6766,"451 Indigo Lane, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=451%20Indigo%20Lane%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Pet Friendly; Breakfast; Scenic Views; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=451%20Indigo%20Lane%2C%20Afton%2C%20VA%2022920
197,Papa's Cottage,papas-cottage,Cabins & Cottages,stay,Afton,"Escape to Papa's Cottage, a delightful Mid-Century Modern retreat nestled in the heart of Nelson County wine country. This charming two-bedroom bungalow features a private hot tub and stunning valley views, perfect for two couples or a small family. Just minutes from Route 151's wineries, it offers a serene getaway with all the comforts of home. Experience relaxation and adventure in one picturesque location!",,,https://ik.imagekit.io/OE/nelson-county/listings/papa-s-cottage-image1_iLmu3PQJn,"Covered patio with seating, hot tub, string lights, and decorative plants.",,https://ik.imagekit.io/OE/nelson-county/listings/papa-s-cottage-image2_c3F3XIbhl,"Cozy living room with brown sofa, pillows, and open kitchen in background.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
198,Meme's Cottage,memes-cottage,Cabins & Cottages,stay,Afton,"Escape to Meme's Cottage, a charming mid-century modern retreat nestled in the woods of Afton Mountain, perfect for two couples. Just minutes from Nelson County's renowned wine experiences along Route 151, this restored ranch offers a serene deck and contemporary finishes for a cozy getaway. Enjoy a tranquil setting while being close to local attractions!",,,https://ik.imagekit.io/OE/nelson-county/listings/meme-s-cottage-image1_WpucqZ33l,"White house with blue door, surrounded by green trees and grass, outdoor game nearby.",,https://ik.imagekit.io/OE/nelson-county/listings/meme-s-cottage-image2_VGkuXlmBC,Bright kitchen and dining area with white cabinets and wooden floor.,,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Beer; Full Kitchen; Outdoor Seating; Cabins; Lodging; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
199,Cheval Circle,cheval-circle,Cabins & Cottages,stay,Afton,"Cheval Circle is a charming three-bedroom retreat in the heart of Virginia Wine Country, offering stunning mountain views and a peaceful atmosphere. Just a short drive from Nelson County's popular wineries and breweries, this cozy home sits alongside a working horse farm, providing a unique blend of rural charm and easy access to local attractions. Enjoy the serene landscape and the vibrant culture of the area.",,,https://ik.imagekit.io/OE/nelson-county/listings/cheval-circle-image1_fOJj41ghsQ,"Hot tub under wooden gazebo, surrounded by trees and clear blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/cheval-circle-image2_lfF_LxYpL,"Cozy living room with gray sofa, fireplace, and large windows, wood floor.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
200,The Wine Cottage,the-wine-cottage,Cabins & Cottages,stay,Afton,"The Wine Cottage is a mid-century ranch with updated interiors, mountain views, and a private fire pit minutes from Nelson 151 tasting rooms.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-wine-cottage-image1_XiGtHjWQI,Brick house with triangular roof and six blue chairs on lawn.,,https://ik.imagekit.io/OE/nelson-county/listings/the-wine-cottage-image2_CYT2yfryX,"Modern kitchen with island, bar stools, stainless appliances, wooden floor, warm lighting.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Tastings; Wine; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
201,Carter's Cottage,carters-cottage,Cabins & Cottages,stay,Afton,"Carter's Cottage is a clean, modern farmhouse located right in the heart of the 151 corridor. Just a short walk from the new Three Notch’d distillery and a variety of local restaurants, it offers easy access to Nelson County's top attractions like Devil's Backbone and Bold Rock Cidery. After a day of adventure, unwind in your private hot tub for the perfect retreat!",,,https://ik.imagekit.io/OE/nelson-county/listings/carter-s-cottage-image1_ydn0TnyDb,Wooden chairs in circle around fire pit on gravel patio.,,https://ik.imagekit.io/OE/nelson-county/listings/carter-s-cottage-image2_VB2OzoF4k,"Modern kitchen with island, barstools, stainless steel appliances, and 'Gather' sign above.",,,,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Cabins; Lodging; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
202,Beech Grove Cottage,beech-grove-cottage,Cabins & Cottages,stay,Roseland,"Escape to Beech Grove Cottage, a beautifully renovated 1920s bungalow in the heart of Nelson County. Perfect for up to six guests, this cozy retreat offers high-speed internet, a spacious yard, and a fire pit for evenings under the stars. Located across from Devils Backbone Brewery and near Wintergreen Resort, you'll have easy access to hiking, skiing, and local breweries, making it an ideal base for adventure.",,,https://ik.imagekit.io/OE/nelson-county/listings/beech-grove-cottage-image1_jL7Nd6cfH,Yellow daffodils in grassy yard before small house with blue roof.,,https://ik.imagekit.io/OE/nelson-county/listings/beech-grove-cottage-image2_C2qlV-tLb,"Spacious living room with large green sofa, colorful pillows, and wood accents.",,,,,,,"200 Mosbys Run, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967
203,Montebello Resort,montebello-resort,Cabins & Cottages,stay,Montebello,"Escape to Montebello Resort, where cozy cabins and cottages await you amidst serene nature. Enjoy on-site amenities like a tranquil lake, a charming trout pond, and a unique country store. Perfectly situated near historical sites and hiking trails, this pet-friendly retreat invites you to relax, unplug, and unwind in a peaceful setting.",,,https://ik.imagekit.io/OE/nelson-county/listings/montebello-resort-image1_ghrMpW_B3,"Small wooden cabin with a porch, surrounded by green trees and sunlight.",,https://ik.imagekit.io/OE/nelson-county/listings/montebello-resort-image2_5p3CUVkbm,"Rustic wooden cabin interior with leather chairs, stone fireplace, and large windows.",,,,,,(540) 377-2650,"15090 Crabtree Falls Highway, Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=15090%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464,,,,,,,,,,,,,,Cafe; Retail; Cabins; Pet Friendly; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=15090%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464
204,Freshwater Field Cabin,freshwater-field-cabin,Cabins & Cottages,stay,Lovingston,"Freshwater Field Cabin is a private retreat situated on a secluded farm in a serene mountain hollow, just 5 miles from Route 29. With rustic charm and comfortable amenities, it invites you to explore hiking trails, watch horses graze in the fields, and venture to nearby attractions in Lynchburg, Charlottesville, and Wintergreen. Perfect for nature lovers looking for tranquility and adventure.",,,https://ik.imagekit.io/OE/nelson-county/listings/freshwater-field-cabin-image1_GaffeUlSd,"Red two-story house with patio furniture, umbrella, and trees in background.",,https://ik.imagekit.io/OE/nelson-county/listings/freshwater-field-cabin-image2_Vvm1QAsB9,"Blue sofa in cozy room with fireplace, decorative rug, and wooden elements.",,,,,,,"Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Farm; Cabins; Equestrian; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949
205,Four Elements Farm,four-elements-farm,Whole House Rentals,stay,Roseland,"Escape to Four Elements Farm, a charming farmhouse nestled on 116 acres near Wintergreen. Enjoy stunning views, a hot tub, and a serene pond for swimming and fishing. Interact with friendly goats and ducks, or relax on the porch. Perfect for family gatherings, this tranquil retreat offers the best of nature and comfort, just minutes from local breweries and wineries.",,,https://ik.imagekit.io/OE/nelson-county/listings/four-elements-farm-image1_wcYZqjjij,Pond surrounded by trees with house in the background under blue sky.,,https://ik.imagekit.io/OE/nelson-county/listings/four-elements-farm-image2_bzJusRdqT,"Cozy living room with sofas, patterned rug, stone fireplace, and wood-paneled ceiling.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Lodging; Farm; Pet Friendly; Cabins,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
206,Time to Wine Down,time-to-wine-down,Whole House Rentals,stay,Afton,"Escape to ""Time to Wine Down,"" a charming five-bedroom retreat in Afton, VA, nestled on two peaceful acres. Enjoy modern amenities and vintage appeal, with dual living rooms, an air hockey game room, and an enchanting outdoor space featuring a fire pit and dining area. Explore nearby wineries on the Route 151 Wine & Brew Trail or outdoor adventures in Shenandoah National Park—perfect for lasting memories with family and friends!",,,https://ik.imagekit.io/OE/nelson-county/listings/time-to-wine-down-image1_fT10VW1Dd,"White house with black roof, driveway, surrounded by green trees and lawn.",,https://ik.imagekit.io/OE/nelson-county/listings/time-to-wine-down-image2_bBVJXZfT0,"Cozy living room with gray sofa, armchairs, fluffy ottoman, and ceiling fan.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Outdoor Seating; Wine; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
207,Love Afton Cabin,love-afton-cabin,Cabins & Cottages,stay,Afton,"Escape to Love Afton Cabin, a stunning 5-bedroom retreat nestled on 11.5 acres in Afton, offering breathtaking mountain views and a private fishing pond. With room for up to 16 guests, enjoy spacious living areas, a game-packed garage, and outdoor amenities like a hot tub, sauna, and fire pit. Perfect for family gatherings and unforgettable adventures!",,,https://ik.imagekit.io/OE/nelson-county/listings/love-afton-cabin-image1_IwkNAdICu,Hot tub with bubbling water overlooking lush green forest and mountains.,,https://ik.imagekit.io/OE/nelson-county/listings/love-afton-cabin-image2_P9fzatXa5-,Spacious wooden living room with large windows and cozy furniture.,,,,,,,"5495 Mountain Road, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=5495%20Mountain%20Road%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Cabins; Lodging; Water Sports; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=5495%20Mountain%20Road%2C%20Afton%2C%20VA%2022920
208,Meili Mountain,meili-mountain,Whole House Rentals,stay,Nelson County,"Escape to Meili Mountain, where rustic charm meets tranquility in Tyro. Enjoy private creekside camping on serene land, perfect for leave-no-trace stays and outdoor adventures. Pet-friendly and close to Nelson County trails, it’s an ideal retreat for nature lovers seeking a peaceful getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/meili-mountain-image1_n3-A_-AKC,Small cabin in lush forest with sunlight filtering through trees.,,https://ik.imagekit.io/OE/nelson-county/listings/meili-mountain-image2_HMlw7x_vw,Blue cabin in lush green forest clearing with firepit and wooden deck.,,,,,,,"Nelson County, VA",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nelson%20County%2C%20VA,,,,,,,,,,,,,,Scenic Views; Pet Friendly,false,https://www.google.com/maps/dir/?api=1&destination=Nelson%20County%2C%20VA
209,Adventure Awaits,adventure-awaits,Whole House Rentals,stay,Roseland,"Escape to Adventure Awaits at Wintergreen Resort, a pet-friendly haven just two minutes from the ski lifts. Enjoy luxury accommodations with 3 king beds, a bunk room, and two master suites, alongside amenities like a hot tub, outdoor fire pit, and high-speed internet. Perfect for families and adventurers alike, explore nearby hiking trails, breweries, and stunning Blue Ridge Mountain views. Your unforgettable retreat awaits!",,,https://ik.imagekit.io/OE/nelson-county/listings/adventure-awaits-image1_OIGAS5SOy,"Dark house with warm lights, surrounded by trees, gravel driveway in foreground.",,https://ik.imagekit.io/OE/nelson-county/listings/adventure-awaits-image2_S-y5X3SnV,"Living room with staircase, colorful chairs, patterned furniture, large windows, wooden floor.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Pet Friendly; Scenic Views; Skiing,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
210,Wintergreen Ridge Retreat,wintergreen-ridge-retreat,Whole House Rentals,stay,Wintergreen Resort,"Escape to Wintergreen Ridge Retreat, a spacious mountain home just 3 minutes from the ski slopes and snow tubing at Wintergreen Resort, VA. Comfortably accommodating up to 10 guests, this retreat features 3 cozy bedrooms, a loft with bunk beds, and ample bathrooms for convenience. Enjoy year-round adventure, from skiing to hiking, all while unwinding in a serene setting. Perfect for families and groups seeking both excitement and relaxation!",,,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-ridge-retreat-image1_Po9HDslHo,"Spacious living room with brown leather sofas, large windows, and wooden ceiling.",,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-ridge-retreat-image2_CN_I0Hhgb,"Rustic house with peaked roof, surrounded by bare trees and autumn leaves.",,,,,,,"Wintergreen Resort, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Outdoor Seating; Scenic Views; Pet Friendly,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958
211,Maren Estate,maren-estate,Cabins & Cottages,stay,Afton,"Discover Maren Estate, a luxurious 7,200-square-foot retreat set on a picturesque 50-acre farm in Afton. Accommodating up to 14 guests, this stunning getaway features a seasonal pool, year-round hot tub, bocce ball court, and a delightful beer garden. Enjoy breathtaking views of the Rockfish Valley and explore nearby vineyards and breweries for a memorable escape into nature. Pet-friendly and perfect for family gatherings or group retreats!",,,https://ik.imagekit.io/OE/nelson-county/listings/maren-estate-image1_XH7pGtdID,"Rolling hills with autumn trees, house, and small pond under clear sky.",,https://ik.imagekit.io/OE/nelson-county/listings/maren-estate-image2_pMkBseFcr,"Spacious living room with large windows, wooden beams, and elegant furniture.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Pool; Seasonal Menu; Beer; Pet Friendly; Cabins; Lodging; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
212,The Blue Ridge Farm and Wedding Venue,the-blue-ridge-farm-and-wedding-venue,Cabins & Cottages,stay,Afton,"The Blue Ridge Farm and Wedding Venue offers a captivating blend of rustic charm and modern elegance on six picturesque acres. With stunning vineyard views and a beautifully renovated farmhouse, guests can enjoy a comfortable stay near the scenic Brew Ridge Trail. Perfect for weddings or relaxing getaways, The Blue Ridge Farm guarantees an unforgettable experience.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-blue-ridge-farm-and-wedding-venue-image1_0AvR3Ceow,"Ornate design with text: 'The Blue Ridge Farm, Historic Afton, Virginia.'",,https://ik.imagekit.io/OE/nelson-county/listings/the-blue-ridge-farm-and-wedding-venue-image2_CfQ2xHiVQ,"Gray living room with sectional sofa, colorful pillows, and patterned rug.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Lodging; Wine; Scenic Views; Events; Pet Friendly; Cabins,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
213,"Acorn Inn, Inc (Cottage, B&B and Group Retreat)",acorn-inn-inc-cottage-bb-and-group-retreat,Bed and Breakfast,stay,Faber,"Acorn Inn, Inc (Cottage, B&B and Group Retreat) features a historic inn that once served as a horse barn, offering ten unique bedrooms, communal spaces, and kitchenettes. The cozy pet-friendly Cottage includes a full kitchen and living area, while the Farmhouse, with three queen bedrooms, is available for groups when the other accommodations are booked. Since 1987, hosts Martin and Kathy have created a welcoming space filled with their artwork and inspired by local artisans.",,,https://ik.imagekit.io/OE/nelson-county/listings/acorn-inn-inc-cottage-b-b-and-group-retreat--image1_sxiLMGTZT,Double rainbow over red house on grassy hill with trees.,,https://ik.imagekit.io/OE/nelson-county/listings/acorn-inn-inc-cottage-b-b-and-group-retreat--image2_IvbaTRLO3,"Cozy living room with colorful seating, fireplace, and decorative wall art.",,,,,,,"2131 Stagebridge Road, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=2131%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Lodging; Outdoor Seating; Breakfast; Pet Friendly; Farm,false,https://www.google.com/maps/dir/?api=1&destination=2131%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2022949
214,Cottage at Old Stoney Creek,cottage-at-old-stoney-creek,Cabins & Cottages,stay,Nellysford,"Cottage at Old Stoney Creek is a charming 2-bedroom, 1-bath retreat in Nellysford, perfect for outdoor enthusiasts. Spend your days hiking trails, visiting nearby wineries, or skiing at Wintergreen. After an adventure, relax in the hot tub or enjoy the forest views from the deck and fire pit, creating memories in a tranquil setting.",,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-at-old-stoney-creek-image1_-cveHGW-G,Stone archway leading to cottage surrounded by trees.,,https://ik.imagekit.io/OE/nelson-county/listings/cottage-at-old-stoney-creek-image2_L5kBeLggY,"Rustic dining area with wooden walls, table setting, and wicker light fixture.",,,,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Outdoor Seating; Cabins; Lodging; Tastings; Beer,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
215,Blue Ridge Heaven,blue-ridge-heaven,Cabins & Cottages,stay,Roseland,"Nestled atop Devils Knob at Wintergreen Resort, Blue Ridge Heaven offers a stunning 3,200-square-foot retreat with breathtaking long-range views at 3,800 feet elevation. Enjoy three expansive decks, a modern kitchen, and two inviting family rooms with smart TVs and stone fireplaces. Perfectly situated near skiing, hiking, and local breweries, this beautifully renovated home is your gateway to the best of Virginia's Blue Ridge Mountains.",,,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-heaven-image1_nnjCOh4aN,"Two-story house with large windows, wooden decks, surrounded by autumn trees.",,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-heaven-image2_ssf3n-xI5,"Pink armchair by large windows, overlooking mountains and trees, stone fireplace nearby.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Outdoor Seating; Full Kitchen; Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
216,Dancing Bear Lodge,dancing-bear-lodge,Cabins & Cottages,stay,Roseland,"Escape to Dancing Bear Lodge in Roseland, VA, a spacious 2,000-square-foot cabin nestled on 38 secluded acres. Perfect for groups of up to 10, this retreat boasts stunning mountain views, a cozy stone fireplace, and modern amenities. Enjoy nearby wineries, breweries, and Wintergreen Resort’s winter sports—all while immersing yourself in nature’s tranquility.",,,https://ik.imagekit.io/OE/nelson-county/listings/dancing-bear-lodge-image1_WfWOItua8,Wooden chairs around fire pit with mountain view and string lights overhead.,,https://ik.imagekit.io/OE/nelson-county/listings/dancing-bear-lodge-image2_4I1Ptj2TAz,"Cozy living room with stone fireplace, wooden beams, and large windows with mountain view.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Cabins; Pet Friendly; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
217,Windy Knoll,windy-knoll,Cabins & Cottages,stay,Afton,"Windy Knoll is a private retreat set on 3.5 tranquil acres in Afton, offering breathtaking mountain views and a peaceful atmosphere. Enjoy mornings on the expansive front porch, where deer often wander by, or cozy up in the inviting living room by the gas fireplace. The spacious kitchen is well-equipped for preparing meals after a day of hiking, and the loft suite features a queen and double bed, ensuring comfort for families and nature lovers alike.",,,https://ik.imagekit.io/OE/nelson-county/listings/windy-knoll-image1_YMhCRi9RI,"A-frame house on grassy hill, surrounded by trees, with red chairs.",,https://ik.imagekit.io/OE/nelson-county/listings/windy-knoll-image2_ekh9xyCUA,"Cozy living room with fireplace, rustic decor, abstract table, and patterned armchairs.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Lodging; Outdoor Seating; Full Kitchen; Wi-Fi; Pet Friendly; Cabins,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
