id,name,slug,type,category,area,description,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,amenities,featured,googleMapsUrl,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content
282,Wintergreen - Fairway Woods,wintergreen-fairway-woods,Vacation Rentals,stay,Wintergreen Resort,"Wintergreen – Fairway Woods is a two-bedroom resort condo with cozy fireplace, balcony seating, and electric grill overlooking the Blue Ridge. Discover the beauty of Wintergreen Resort, VA, and indulge in a memorable stay at this 2-bedroom, 2-bathroom vacation rental condo. The resort is found on the Sunrise Side of the Blue Ridge Mountains and is conveniently located close to Charlottesville, Staunton, Lynchburg, and Waynesboro. It’s only a three-hour drive from Washington, D.",,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-fairway-woods-image1_M5rehxu4c,"Wooden deck with tables, surrounded by trees, adjacent to house with large windows.",,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-fairway-woods-image2_UFqwGpLGY,Cozy living room and dining area with large windows and wooden furniture.,,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,Scenic Views; Pet Friendly; Golf,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,Menu & Offerings,"Discover the beauty of Wintergreen Resort, VA, and indulge in a memorable stay at this 2-bedroom, 2-bathroom vacation rental condo. Featuring a cozy fireplace, outdoor seating, and an electric grill, this condo offers the perfect blend of comfort and convenience. Explore the nearby Blue Ridge Mountains for scenic hikes or hit the slopes on-site for some thrilling skiing. After a day of adventure, relax on the private balcony and take in the serene views. Your ultimate mountain getaway awaits.",Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"Dan Ryan, dryan6460@yahoo. Com Staff on Site. No Pet-Friendly. Yes Find us at Wintergreen.",Experience,"The resort is found on the Sunrise Side of the Blue Ridge Mountains and is conveniently located close to Charlottesville, Staunton, Lynchburg, and Waynesboro. It’s only a three-hour drive from Washington, D. C. As well. Spend the day at and near Wintergreen Resort any time of the year. If you’re looking for an overnight trip, there are plenty of options. Spend the night at the resort, at one of Nelson’s many lodging options."
159,Oakland Museum,oakland-museum,Museums & Heritage,culture,Arrington,"Oakland Museum inside the historic 1800s tavern interprets rural electrification, Hurricane Camille, and Nelson County history. Oakland's exhibits were created to promote greater understanding of the county's history and of the connections between the county's history and that of the state of Virginia and the nation.",,https://ik.imagekit.io/OE/nelson-county/listings/oakland-museum-image1_yQz44DJPF,Red brick house with green roof and white stairs in sunlight.,,,,,,,,,(434) 263-8400,"5365 Thomas Nelson Highway, Arrington, VA 22922",josh,,,https://www.google.com/maps/dir/?api=1&destination=5365%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922,Seasonal Menu; Museum,false,https://www.google.com/maps/dir/?api=1&destination=5365%20Thomas%20Nelson%20Highway%2C%20Arrington%2C%20VA%2022922,,,,,,,,
284,Peaktime,peaktime,Whole House Rentals,stay,Roseland,"Peaktime is a one-bedroom apartment with kitchenette, ideal for couples seeking a simple base near Nelson 151 and Wintergreen.",,https://ik.imagekit.io/OE/nelson-county/listings/peaktime-image1_Bo91oWibu,"Wooden house with solar panels, surrounded by greenery, under clear blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/peaktime-image2_iELPAfFAd,"Living room with couches, colorful bear painting, and wooden wall.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Scenic Views; Full Kitchen; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"Leigh Houghland, lhoughland@gmail. Com Staff on Site. No Pet-Friendly. No Find us at Roseland.",,,,
285,Hawthorne,hawthorne,Cabins & Cottages,stay,Nellysford,"Hawthorne is a private guest cabin with wood-burning fireplace, outdoor hearth, and deck overlooking wooded acreage near Afton wineries. Entire small guest house/log cabin. Living room with wood burning fireplace, small kitchen, bedroom with queen bed and full bathroom.",,https://ik.imagekit.io/OE/nelson-county/listings/hawthorne-image1_ZabwDQhh2,Rustic cabin with stone chimney surrounded by lush trees and greenery.,,https://ik.imagekit.io/OE/nelson-county/listings/hawthorne-image2_ru72cyv12,"Cozy rustic cabin interior with kitchenette, fireplace, wooden shelves, and wicker baskets.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Cabins; Outdoor Seating; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Experience,"Entire small guest house/log cabin. Living room with wood burning fireplace, small kitchen, bedroom with queen bed and full bathroom. Outdoor fireplace and deck looking into the woods.",Contact & Location,Hand-built of locally-harvested cedar logs Secluded peaceful location just minutes from the 151 corridor Beautiful sunrise views.,Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"Cathleen Coyle, coyleflowers@gmail. Com Staff on Site. Yes Pet-Friendly. No Find us at Nellysford."
286,Rockfish Tiny Home,rockfish-tiny-home,Whole House Rentals,stay,Schuyler,"Rockfish Tiny Home is a modern tiny retreat with hot tub, fire pit, hanging swing, and spacious interior central to Nelson 151 wineries. Nelson County has something for everyone. Click on the badges below to explore options for your visit.",,https://ik.imagekit.io/OE/nelson-county/listings/rockfish-tiny-home-image1_fBeoUJWL3,"Modern cabin with black trim, hot tub, and snow-covered yard under sunlight.",,https://ik.imagekit.io/OE/nelson-county/listings/rockfish-tiny-home-image2_ieLcxH-yFI,"Modern living room with loft, ladder, sofa, and nature view through glass doors.",,,,,,,"Schuyler, VA 22969",josh,,,https://www.google.com/maps/dir/?api=1&destination=Schuyler%2C%20VA%2022969,Outdoor Seating; Cabins; Lodging; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=Schuyler%2C%20VA%2022969,Experience,"Modern tiny home central to many wineries and breweries. Includes a hot tub, firepit, outdoor hanging swing and spacious interior.",Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"Daniel Urban, rockfishtinyhome@gmail. Com Staff on Site. No Pet-Friendly. No Find us at Schuyler.",Experience,Nelson County has something for everyone. Click on the badges below to explore options for your visit.
287,Tupelo,tupelo,Whole House Rentals,stay,Roseland,"Tupelo is a charming 1900 square foot Blue Ridge Bungalow nestled on one acre in the enchanting Rockfish River Valley. Tupelo is newly remodeled, featuring fresh carpets, recycled glass and concrete countertops and new appliances while maintaining it's rustic charm. With original and reclaimed wood flooring and tin roof.",,https://ik.imagekit.io/OE/nelson-county/listings/tupelo-image1_UQyvDRap6,"Small blue house with red door, surrounded by green grass and trees.",,https://ik.imagekit.io/OE/nelson-county/listings/tupelo-image2_YEMlCkGfY,"Cozy bedroom with white bedding, artwork, lamps, and a large window view.",,,,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,Fuel; Pet Friendly; Scenic Views,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,Menu & Offerings,Tupelo is a charming 1900 square foot Blue Ridge Bungalow nestled on one acre in the enchanting Rockfish River Valley. Three bedrooms and two full baths host up to 8 guests comfortably. Enjoy the cozy gas woodstove or outdoor firepit. Each bedroom features black out curtains for a restful sleep. Remote workers and students will find a workstation in the primary bedroom. Tupelo offers highspeed internet to stay connected during your mountain stay. Pet and family friendly.,Experience,"Tupelo is newly remodeled, featuring fresh carpets, recycled glass and concrete countertops and new appliances while maintaining it's rustic charm. With original and reclaimed wood flooring and tin roof. A stay at Tupelo is just a stones throw from the Wintergreen Resort entrance, plus a straight shot to Rt. 151 for touring renowned breweries, cideries and vineyards. Tupelo sits just between the Blue Ridge Parkway and Rt. 151 in the heart of everything that Nelson County is known for.",Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"Lauren Bishop, lauren. Lam@gmail. Com Staff on Site. No Pet-Friendly. Yes Find us at Roseland."
288,"The Vu, Afton",the-vu-afton,Cabins & Cottages,stay,Afton,"This spacious bright and airy home was just renovated to take full advantage of the jaw-dropping 360º views surrounding the property. Perched atop a grassy knoll of peaceful meadows with 360º views of the Blue Ridge Mountains, this newly renovated Afton home is the perfect retreat. Located just off the famous Route 151, the house is conveniently situated near everything you could ask for in your mountain getaway.",,https://ik.imagekit.io/OE/nelson-county/listings/the-vu-afton-image1_S5BCcnudC,Fire pit with chairs in front of illuminated house at night.,,https://ik.imagekit.io/OE/nelson-county/listings/the-vu-afton-image2_tWSkRspw9,"Cozy living room with armchairs, fireplace, large windows, and antler chandelier.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Lodging; Scenic Views; Full Kitchen; Cabins,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Hours & Information,"This spacious bright and airy home was just renovated to take full advantage of the jaw-dropping 360º views surrounding the property. In fact, every room has a view including the main living room which captures breathtaking sunrises and sunsets — all from the same seat. The house has all the amenities of modern living with the comforts of home — and some added luxuries. All 3 bedrooms are suites with private bathrooms (and include white noise sound machines.",Experience,"Perched atop a grassy knoll of peaceful meadows with 360º views of the Blue Ridge Mountains, this newly renovated Afton home is the perfect retreat. Located just off the famous Route 151, the house is conveniently situated near everything you could ask for in your mountain getaway. Whether you want to be adventurous and hike or ski, or take in the region's award-winning wineries and breweries, everything is just a few miles away. But when you're here, leaving will be the hardest thing to do.",Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"Emily Hutter, emilyhgreenwood@gmail. Com Staff on Site. No Pet-Friendly. No Find us at Afton."
289,Serenity Summit,serenity-summit,Whole House Rentals,stay,Wintergreen Resort,"Serenity Summit is a three-bedroom, 3.5-bath Wintergreen home sleeping eight with modern amenities, family-friendly layout, and serene wooded surroundings. Airy, open concept living space with vaulted ceiling and wood-burning stove-fireplace Exterior living with fire table Two living rooms High-speed fiber Wi-Fi, entertainment center Fully equipped kitchen Outdoor pool.",,https://ik.imagekit.io/OE/nelson-county/listings/serenity-summit-image1_cNQynxSjz,Brown house surrounded by vibrant autumn trees and foliage.,,https://ik.imagekit.io/OE/nelson-county/listings/serenity-summit-image2_RAnt8nyEV,"Spacious living room with fireplace, large windows, brown sofa, and wooden floor.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,Family Friendly; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,Menu & Offerings,"Discover the perfect getaway at Serenity Summit a stunning 3BR, 3. 5 BA home nestled in the heart of Wintergreen Resort. Ideal for families and friends, this spacious retreat sleeps 8 and offers the perfect blend of comfort, modern amenities, and serene natural surroundings.",Hours & Information,"Airy, open concept living space with vaulted ceiling and wood-burning stove-fireplace Exterior living with fire table Two living rooms High-speed fiber Wi-Fi, entertainment center Fully equipped kitchen Outdoor pool. (seasonal availability).",Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"Tyler & Meredith, hello@designspark. Properties Staff on Site. No Pet-Friendly. No Find us at Wintergreen Resort."
290,The Wooder House,the-wooder-house,Cabins & Cottages,stay,Nellysford,"The Wooder House is a 1,900-square-foot four-bedroom, pet-friendly home on a 38-acre forest property with huge windows, fire pit, and outdoor patio.",,https://ik.imagekit.io/OE/nelson-county/listings/the-wooder-house-image1_d3RyCyPHT,Wooden house surrounded by lush green forest and trees.,,https://ik.imagekit.io/OE/nelson-county/listings/the-wooder-house-image2_aqCMSRELO,"Cozy living room with large windows, green trees outside, and comfy sofa.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,Scenic Views; Outdoor Seating; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,
291,The Ash House at Holland Hill,the-ash-house-at-holland-hill,Cabins & Cottages,stay,Faber,"The Ash House at Holland Hill is a modern cabin with hot tub, fireplace, and mountain views designed for stargazing and stylish Blue Ridge escapes.",,https://ik.imagekit.io/OE/nelson-county/listings/the-ash-house-at-holland-hill-image1_uMIyEQ7ty,Black wooden cabin surrounded by autumn foliage and sunlight on sloping hill.,,https://ik.imagekit.io/OE/nelson-county/listings/the-ash-house-at-holland-hill-image2_WEdUSCUn_,"Spacious living room with wooden beams, black accents, modern furniture, large windows.",,,,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,Cabins; Scenic Views; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,
292,D & D's Mountain Home,d-ds-mountain-home,Whole House Rentals,stay,Wintergreen Resort,"D & D's Mountain Home is a renovated two-bedroom Stone Ridge condo with gas fireplace, patio, and views over Devils Knob Golf Course. Immaculate, newly renovated, 2 BR, 2 BA Condo in the Stone Ridge Area of Wintergreen Resort. We're located just above the 18th hole of Wintergreen Resorts Devil's Knob Golf Course.",,https://ik.imagekit.io/OE/nelson-county/listings/d-d-s-mountain-home-image1_PzXkSUD2Q,Wooden railing and stairway beside house with sloped roof surrounded by trees.,,https://ik.imagekit.io/OE/nelson-county/listings/d-d-s-mountain-home-image2_NTKDLMan4,"Cozy living room with sofa, lamps, and table by large glass doors.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,Fuel; Outdoor Seating; Scenic Views; Cabins; Lodging; Golf,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,Hours & Information,"Immaculate, newly renovated, 2 BR, 2 BA Condo in the Stone Ridge Area of Wintergreen Resort. 1100 square feet of private living space also includes open living/dining area, featuring gas fireplace lies next to galley kitchen, laundry area. Home is fully furnished with outdoor patio with living area.",Menu & Offerings,"we're located just above the 18th hole of Wintergreen Resorts Devil's Knob Golf Course. During the summer months our outdoor living space is the perfect spot to observe golfers below. We're close to restaurants, wineries, the Blue Ridge Parkway and various hiking trails along the Appalachian Trail. we're a four seasons home.",Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"David Blackstock, debbstock@outlook. Com Staff on Site. No Pet-Friendly. No Find us at Wintergreen Resort."
293,Bear Creek Inn,bear-creek-inn,Cabins & Cottages,stay,Tyro,"Bear Creek Inn is a pet-friendly two- to three-bedroom cottage with fenced yard, trout stream, and proximity to Nelson 151, Crabtree Falls, and Wintergreen. 2-3 Bedroom Cottage with large fenced in yard for pets. Quiet, peaceful place with year round trout stream. Minutes from both Nelson 151, Crabtree Falls, Wintergreen and George Washington National Forest. Several minutes to Appalachian Trail access.",,https://ik.imagekit.io/OE/nelson-county/listings/bear-creek-inn-image1_Z8eqXrcOM,Creek flowing past tree and brick house with red roof.,,https://ik.imagekit.io/OE/nelson-county/listings/bear-creek-inn-image2_xQtRkgnIL,"Cozy sunroom with green walls, vintage rug, sofa, large windows, and hanging light.",,,,,,(434) 277-5305,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,Pet Friendly; Outdoor Seating; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,Experience,"2-3 Bedroom Cottage with large fenced in yard for pets. Quiet, peaceful place with year round trout stream.",Experience,"Minutes from both Nelson 151, Crabtree Falls, Wintergreen and George Washington National Forest. Several minutes to Appalachian Trail access. Pet friendly.",Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"Michael Sexton, msexton478@yahoo. Com Staff on Site. No Pet-Friendly. Yes Find us at Tyro."
294,"Cookie's Place, LLC",cookies-place-llc,Cabins & Cottages,stay,Afton,"Cookie's Place is a three-bedroom, two-bath home with private pool, mountain views, and convenient access to hiking, skiing, and Route 151 venues. Pool, mountain views, quiet yet close to everything, hiking, skiing, restaurants, wineries, breweries, distilleries, Waynesboro and Charlottesville. There’s something to do in Afton every season of the year.",,https://ik.imagekit.io/OE/nelson-county/listings/cookie-s-place-llc-image1_YqXSl7cuY,Black patio furniture set on wooden deck near grassy lawn and tennis court.,,https://ik.imagekit.io/OE/nelson-county/listings/cookie-s-place-llc-image2_ipVqKBcc4,"Modern living room with gray sectional sofa, wood table, and ceiling fan.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Scenic Views; Pool; Pet Friendly; Cabins; Lodging; Hiking,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Experience,"Pool, mountain views, quiet yet close to everything, hiking, skiing, restaurants, wineries, breweries, distilleries, Waynesboro and Charlottesville.",Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"Myra Brent-Mc Garry, mbrentmcgarry@gmail. Com Staff on Site. No Pet-Friendly. No Find us at Afton.",Events & Activities,There’s something to do in Afton every season of the year.
295,Bearfeet Retreat,bearfeet-retreat,Cabins & Cottages,stay,Wintergreen Resort,"Bearfeet Retreat is a quiet cul-de-sac cabin with cathedral ceilings that sleeps eight (king, queen, two bunk rooms) and features a wraparound deck, fireplace, fast Wi-Fi, and games just a quarter mile from Wintergreen slopes and minutes from valley breweries, orchards, and trails.",,https://ik.imagekit.io/OE/nelson-county/listings/bearfeet-retreat-image1_Bi1vj6inZ,Rustic cabin surrounded by trees and wooden fence in a green landscape.,,https://ik.imagekit.io/OE/nelson-county/listings/bearfeet-retreat-image2_a1pK4Hztg,"Fire pit on wooden table, surrounded by chairs on porch, with forest view.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,Outdoor Seating; Wi-Fi; Parking; Cabins; Lodging; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,
296,Peaceful Mountain Getaway,peaceful-mountain-getaway,Whole House Rentals,stay,Nellysford,"Peaceful Mountain Getaway is a pet-friendly Wintergreen retreat with calming décor and hosts available to assist, perfect for families seeking quiet escapes. One story, three bedroom, two bath, well stocked house in Rodes Valley. A part of Wintergreen Very private with beautiful views Just off Rt 151 near vineyards and breweries.",,https://ik.imagekit.io/OE/nelson-county/listings/peaceful-mountain-getaway-image1_Ww7fTws2q,"Rustic wooden house surrounded by trees, with person sitting on front porch.",,https://ik.imagekit.io/OE/nelson-county/listings/peaceful-mountain-getaway-image2_TEA5EbfCs,"Wooden dining table with chairs, floral centerpiece, adjacent large windows.",,,,,,,"Wintergreen Resort, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958,Scenic Views; Pet Friendly; Family Friendly,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958,Experience,"One story, three bedroom, two bath, well stocked house in Rodes Valley. A part of Wintergreen Very private with beautiful views Just off Rt 151 near vineyards and breweries.",Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"Laurie Reilly, lblreilly@icloud. Com Staff on Site. No Pet-Friendly. Yes Find us at Nellysford.",,
297,The Afton House,the-afton-house,Whole House Rentals,stay,Afton,"The Afton House is a luxury mountain home with sweeping views, multiple gathering spaces, and accommodations for up to sixteen guests. There’s something to do in Afton every season of the year.",,https://ik.imagekit.io/OE/nelson-county/listings/the-afton-house-image1_BWCet3f9Y,"Modern house with large windows, lit interior, against sunset sky and bare trees.",,https://ik.imagekit.io/OE/nelson-county/listings/the-afton-house-image2_sGu2sep1w,"Cozy room with wooden table, chairs, blue shelves, and checkered curtains.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Lodging; Scenic Views,true,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Events & Activities,There’s something to do in Afton every season of the year.,Events & Activities,"And live music. Nelson 151’s wineries often include food pairing. If you’d like to do a little shopping, check out the Nelson 151 gift shops or take a short drive to the Rockfish Valley Community Center, a repurposed school building featuring local shops. Purchase a piece of Nelsonite, Virginia’s state rock, at The Virginia Rock Shop. If you’re into local art, check out the Rockfish Pottery Collective or the Rockfish River Gallery.",Events & Activities,"Live music performances, good food, and inventive, hand-crafted beverages. If you’re planning on spending a hot summer day in Afton, check out the Nelson Farmer’s Market Cooperative one Saturday. Local vendors gather there to sell fresh produce and hand-crafted goodies. Often, there’s live music. Nelson’s wineries make for an excellent day trip as well.",Events & Activities,"And enjoy great food at Blue Mountain. If your taste runs a bit sweeter, try a cider or two at Bryant’s Small Batch, Blue Toad Hard Cider, or Bold Rock Hard Cider. Like the hard stuff better. Head over to Silverback Distillery or Devils Backbone Distillery for a mixed drink and bring home a bottle of bourbon, vodka, whiskey, or gin. If you’re in Nelson celebrating Halloween, you’re in luck."
298,THE LITTLE FARMHOUSE,thelittlefarmhouse,Cabins & Cottages,stay,Afton,"The Little Farmhouse, also known as Cheval Circle, is a rustic-modern home with multiple seating areas, dining for 10, large porch, and horse farm views. There’s something to do in Afton every season of the year.",,https://ik.imagekit.io/OE/nelson-county/listings/the-little-farmhouse-image1_HWH41F4Vf,"White house with front porch, green lawn, surrounded by trees in sunlight.",,https://ik.imagekit.io/OE/nelson-county/listings/the-little-farmhouse-image2_kht6S_C_a,"Modern living room with spiral staircase, large windows, brown sofa, green plants.",,,,,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Farm; Outdoor Seating; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Events & Activities,There’s something to do in Afton every season of the year.,Events & Activities,"And live music. Nelson 151’s wineries often include food pairing. If you’d like to do a little shopping, check out the Nelson 151 gift shops or take a short drive to the Rockfish Valley Community Center, a repurposed school building featuring local shops. Purchase a piece of Nelsonite, Virginia’s state rock, at The Virginia Rock Shop. If you’re into local art, check out the Rockfish Pottery Collective or the Rockfish River Gallery.",Events & Activities,"Live music performances, good food, and inventive, hand-crafted beverages. If you’re planning on spending a hot summer day in Afton, check out the Nelson Farmer’s Market Cooperative one Saturday. Local vendors gather there to sell fresh produce and hand-crafted goodies. Often, there’s live music. Nelson’s wineries make for an excellent day trip as well.",Events & Activities,"And enjoy great food at Blue Mountain. If your taste runs a bit sweeter, try a cider or two at Bryant’s Small Batch, Blue Toad Hard Cider, or Bold Rock Hard Cider. Like the hard stuff better. Head over to Silverback Distillery or Devils Backbone Distillery for a mixed drink and bring home a bottle of bourbon, vodka, whiskey, or gin. If you’re in Nelson celebrating Halloween, you’re in luck."
299,Mountaintop Overlook,mountaintop-overlook,Whole House Rentals,stay,Wintergreen Resort,"Mountaintop Overlook is a 1,237-square-foot Wintergreen condo with ground-level access, panoramic valley views, wood-burning fireplace, and newly renovated interiors. Unbeatable Panoramic Mountain Views.",,https://ik.imagekit.io/OE/nelson-county/listings/mountaintop-overlook-image1_h0B_F2eNe,"Veranda with metal chairs, overlooking hills and colorful sunset sky.",,https://ik.imagekit.io/OE/nelson-county/listings/mountaintop-overlook-image2_ITYn_sBZb,"Cozy living room with fireplace, wooden table, and large windows overlooking landscape.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,Experience,"The Mountain Top Overlook- This 1237 sq. Ft, recently renovated, two bedroom(comfortable king size beds), two full bathroom condo with new sleeper sofa. This condo has two full size bathrooms, one Find us at the master suite. One level living, and located on the ground level with easy access to the grassy area out back overlooking the valley. It boasts panoramic window views of the Blue Ridge Mountains/Valley, while being Find us at sought after Wintergreen Resort.",Experience,Ground level. Unbeatable Panoramic Mountain Views. A wood burning fireplace makes our condo unique. I think you will find our place does not feel like a typical rental but a rather cozy mountain getaway home. We hope you make yourself at home.,Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"Emily Bauslaugh, emilybauslaugh@gmail. Com Staff on Site. No Pet-Friendly. No Find us at Wintergreen."
300,Blue Ridge Mountain Retreat,blue-ridge-mountain-retreat,Whole House Rentals,stay,Wintergreen Resort,"Blue Ridge Mountain Retreat is a 4,800-square-foot Wintergreen luxury home sleeping 20 with four wood-burning fireplaces, gourmet kitchen, and game room. This home is an amazing 4800 square foot luxury home located just a short distance from Mountain Inn, ski areas, Founders Vision Overlook, Devil’s Knob Golf Course, Tennis Center, Spa, and Fitness Center.",,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-mountain-retreat-image1_XiqNB2L3J,"Large house with deck, stone wall, surrounded by bare trees, under blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-mountain-retreat-image2_fZnRkW9qP,"Wooden house porch with triangular roof, surrounded by windows.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,Full Kitchen; Scenic Views; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,Events & Activities,"This home is an amazing 4800 square foot luxury home located just a short distance from Mountain Inn, ski areas, Founders Vision Overlook, Devil’s Knob Golf Course, Tennis Center, Spa, and Fitness Center. We provide you with 7 spacious bedrooms and 4. 5 baths, 2 of which are master suites and include a jetted tub in addition to showers. we're able to sleep 20 guests in beds.",Menu & Offerings,"Wintergreen Resort is a 4 season mountain resort Find us at the beautiful Blue Ridge Mountains. You are less than an hour from Charlottesville, home of UVA, Thomas Jefferson’s Monticello, and the amazing 33 member Monticello Wine Trail, as well as an hour from the city of Lynchburg. The famous Blue Ridge Parkway passes beside Wintergreen offering opportunities for scenic drives, hiking, and year round escapes.",Events & Activities,*Lodging descriptions are provided by the host and not independently verified.,Contact & Location,"Ashley Wind, windrentals@gmail. Com Staff on Site. No Pet-Friendly. No Find us at Wintergreen."
